"PIT198704100","19870410",0,"Friday",0,"F","N","SLN","PIT","PIT07","mathg001","reusr001","davig901","harvd901","steld901","grege901","","",52119,"Tomczak","","Berman","","",0,0,0,0,-1,0,0,0,176,9,3,4,10,9,1,0,8,12,"robid001","lapod001","","breas001","colev001",7,"smito001",6,"herrt001",4,"lagam001",3,"lindj001",9,"penat001",2,"pendt001",5,"landt001",8,"mathg001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"morrj002",5,"bonib001",7,"breas001",3,"ortij001",2,"bellr001",6,"reusr001",1,"lapod001","robid001"
"PIT198704110","19870411",0,"Saturday",0,"F","D","SLN","PIT","PIT07","forsb001","kippb001","harvd901","steld901","grege901","davig901","","",6720,"Goetz","","Berman","","",0,0,0,0,-1,0,0,0,157,9,6,3,9,4,3,0,8,5,"forsb001","kippb001","worrt001","herrt001","colev001",7,"smito001",6,"herrt001",4,"clarj001",3,"mcgew001",8,"lindj001",9,"pendt001",5,"lakes001",2,"forsb001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"bonib001",7,"breas001",3,"morrj002",5,"lavam001",2,"bellr001",6,"kippb001",1,"worrt001","smilj001"
"PIT198704120","19870412",0,"Sunday",0,"F","D","SLN","PIT","PIT07","tudoj001","pattb001","bonig901","grege901","davig901","harvd901","","",6749,"Sharp","","Berman","","",0,0,0,0,-1,0,0,0,187,9,4,7,13,12,2,0,13,8,"pattb001","tudoj001","robid001","vansa001","colev001",7,"mcgew001",8,"herrt001",4,"clarj001",3,"lindj001",9,"pendt001",5,"lakes001",2,"oquej001",6,"tudoj001",1,"cangj001",8,"vansa001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"bellr001",6,"pattb001",1,"lapod001","robid001"
"PIT198704130","19870413",0,"Monday",0,"F","D","SLN","PIT","PIT07","cox-d001","drabd001","grege901","davig901","harvd901","steld901","","",5182,"Menees","","Berman","","",0,0,0,0,-1,0,0,0,152,9,8,4,10,6,2,0,4,6,"cox-d001","drabd001","hortr001","clarj001","colev001",7,"oquej001",6,"herrt001",4,"clarj001",3,"mcgew001",8,"lindj001",9,"pendt001",5,"lakes001",2,"cox-d001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"drabd001",1,"hortr001","smilj001"
"PIT198704170","19870417",0,"Friday",0,"F","N","PHI","PIT","PIT07","rawls001","pattb001","tatat901","crawj901","davib902","wendh901","","",10105,"Them","","Berman","","",0,0,0,0,-1,0,0,0,194,10,6,2,7,9,2,2,5,13,"bedrs001","joneb002","","russj002","thomm001",8,"samuj001",4,"hayev001",3,"schmm001",5,"parrl001",2,"wilsg001",9,"jamec001",7,"agual001",6,"rawls001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"bellr001",6,"pattb001",1,"bedrs001","joneb002"
"PIT198704180","19870418",0,"Saturday",0,"F","D","PHI","PIT","PIT07","carmd001","walkb001","crawj901","davib902","wendh901","tatat901","","",19361,"Smith","","Berman","","",0,0,0,0,-1,0,0,0,167,9,8,6,9,7,1,1,7,3,"tekuk001","robid001","","schmm001","thomm001",8,"samuj001",4,"hayev001",3,"schmm001",5,"easlm001",7,"parrl001",2,"wilsg001",9,"agual001",6,"carmd001",1,"cangj001",8,"vansa001",9,"ray-j001",4,"morrj002",5,"diazm001",3,"bonib001",7,"ortij001",2,"almob001",6,"walkb001",1,"tekuk001","robid001"
"PIT198704190","19870419",0,"Sunday",0,"F","D","PHI","PIT","PIT07","ruffb001","drabd001","davib902","wendh901","tatat901","crawj901","","",7962,"Them","","Berman","","",0,0,0,0,-1,0,0,0,151,9,2,5,9,10,2,1,6,6,"drabd001","ruffb001","robid001","breas001","thomm001",8,"samuj001",4,"hayev001",3,"schmm001",5,"easlm001",7,"parrl001",2,"wilsg001",9,"agual001",6,"ruffb001",1,"bondb001",8,"almob001",6,"ray-j001",4,"morrj002",5,"diazm001",7,"bonib001",9,"breas001",3,"lavam001",2,"drabd001",1,"jackm001","robid001"
"PIT198704200","19870420",0,"Monday",0,"F","N","NYN","PIT","PIT07","aguir001","reusr001","brocf901","willb901","mcshj901","pullf901","","",8267,"Drucker","","Berman","","",0,0,0,0,-1,0,0,0,186,9,6,9,8,12,0,2,7,9,"easll001","myerr001","","diazm001","dyksl001",8,"backw001",4,"hernk001",3,"cartg001",2,"strad001",9,"wilsm001",7,"johnh001",5,"santr001",6,"aguir001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"reusr001",1,"siskd001","easll001"
"PIT198704210","19870421",0,"Tuesday",0,"F","N","NYN","PIT","PIT07","ojedb001","kippb001","willb901","mcshj901","pullf901","brocf901","","",13368,"Percival","","Berman","","",0,0,0,0,-1,0,0,0,168,9,9,6,14,8,1,0,6,3,"ojedb001","kippb001","orosj001","santr001","wilsm001",7,"dyksl001",8,"hernk001",3,"cartg001",2,"strad001",9,"teuft001",4,"johnh001",5,"santr001",6,"ojedb001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"gonzd001",6,"kippb001",1,"orosj001","robid001"
"PIT198704220","19870422",0,"Wednesday",0,"F","N","NYN","PIT","PIT07","darlr001","pattb001","mcshj901","pullf901","brocf901","willb901","","",13911,"McKennan","","Berman","","",0,0,0,0,-1,0,0,0,195,9,8,7,11,12,0,0,10,6,"darlr001","pattb001","orosj001","teuft001","wilsm001",8,"teuft001",4,"hernk001",3,"cartg001",2,"strad001",9,"mcrek001",7,"magad001",5,"santr001",6,"darlr001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"pattb001",1,"orosj001","easll001"
"PIT198704280","19870428",0,"Tuesday",0,"F","N","LAN","PIT","PIT07","valef001","kippb001","mcshj901","pullf901","brocf901","willb901","","",3420,"Taylor","","Berman","","",0,0,0,0,-1,0,0,0,156,9,1,6,8,9,1,0,10,6,"kippb001","valef001","easll001","ortij001","duncm001",6,"ramsm002",8,"guerp001",7,"marsm001",9,"sciom001",2,"woodt001",5,"stubf001",3,"sax-s001",4,"valef001",1,"bondb001",8,"bonib001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"bellr001",6,"kippb001",1,"leart001","easll001"
"PIT198704290","19870429",0,"Wednesday",0,"F","N","LAN","PIT","PIT07","welcb001","pattb001","pullf901","brocf901","willb901","mcshj901","","",4668,"Copenheaver","","Berman","","",0,0,0,0,-1,0,0,0,164,9,10,2,13,4,0,1,8,6,"welcb001","pattb001","","hatcm001","duncm001",6,"sax-s001",4,"willr001",9,"guerp001",7,"hatcm001",3,"sciom001",2,"woodt001",5,"ramsm002",8,"welcb001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"pattb001",1,"howek001","penah001"
"PIT198704300","19870430",0,"Thursday",0,"F","N","LAN","PIT","PIT07","herso001","tayld002","brocf901","willb901","mcshj901","pullf901","","",7114,"Pohl","","Berman","","",0,0,0,0,-1,0,0,0,191,9,4,5,8,5,2,1,11,8,"smilj001","herso001","robid001","morrj002","duncm001",6,"sax-s001",4,"landk001",9,"stubf001",7,"sciom001",2,"matul001",3,"woodt001",5,"ramsm002",8,"herso001",1,"cangj001",8,"reynr001",9,"ray-j001",4,"breas001",3,"morrj002",5,"diazm001",7,"lavam001",2,"bellr001",6,"tayld002",1,"niedt001","robid001"
"PIT198705010","19870501",0,"Friday",0,"F","N","SFN","PIT","PIT07","davim001","reusr001","tatat901","crawj901","davib902","wendh901","","",10651,"Wayne Townsend","","Berman","","",0,0,0,0,-1,0,0,0,125,9,2,4,4,7,0,2,6,0,"reusr001","davim001","","diazm001","clarw001",3,"davic001",8,"leonj001",7,"maldc001",9,"browc002",5,"brenb001",2,"willm003",6,"speic001",4,"davim001",1,"cangj001",8,"bonib001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"bellr001",6,"reusr001",1,"gottj001",""
"PIT198705020","19870502",0,"Saturday",0,"F","N","SFN","PIT","PIT07","downk001","walkb001","crawj901","davib902","wendh901","tatat901","","",14736,"Wayne Townsend","","Berman","","",0,0,0,0,-1,2,0,0,171,9,0,1,4,8,2,2,7,9,"smilj001","downk001","robid001","reynr001","clarw001",3,"davic001",8,"leonj001",7,"maldc001",9,"browc002",5,"brenb001",2,"willm003",6,"kutcr001",4,"downk001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"walkb001",1,"","robid001"
"PIT198705120","19870512",0,"Tuesday",0,"F","N","SDN","PIT","PIT07","hawka001","reusr001","rungp901","marsr901","westj901","engeb901","","",5744,"Eby","","Berman","","",0,0,0,0,-1,0,0,0,167,9,5,12,10,13,2,2,9,10,"reusr001","hawka001","","","jeffs001",8,"coraj001",4,"gwynt001",9,"martc001",3,"krukj001",7,"santb001",2,"tempg001",6,"salal001",5,"hawka001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"reusr001",1,"davis001","easll001"
"PIT198705130","19870513",0,"Wednesday",0,"F","N","SDN","PIT","PIT07","dravd001","kippb001","westj901","marsr901","engeb901","rungp901","","",7916,"Wertzberger","","Berman","","",0,0,0,0,-1,0,0,0,201,9,5,9,9,15,0,1,9,10,"walkb001","leffc001","robid001","","jeffs001",8,"coraj001",4,"gwynt001",9,"martc001",3,"readr001",7,"santb001",2,"tempg001",6,"salal001",5,"dravd001",1,"bondb001",8,"bonib001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"bellr001",6,"kippb001",1,"jonej002","robid001"
"PIT198705140","19870514",0,"Thursday",0,"F","N","SDN","PIT","PIT07","showe001","fishb001","marsr901","engeb901","rungp901","westj901","","",5592,"Kreger","","Berman","","",0,0,0,0,-1,0,0,0,177,9,3,10,11,11,3,2,9,9,"fishb001","showe001","smilj001","lavam001","jeffs001",8,"coraj001",6,"gwynt001",9,"martc001",3,"krukj001",7,"mitck001",5,"santb001",2,"readr001",4,"showe001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"fishb001",1,"davis001","smilj001"
"PIT198705150","19870515",0,"Friday",0,"F","N","ATL","PIT","PIT07","pulec001","tayld002","weyel901","monte901","palld901","rennd901","","",18137,"Hall","","Berman","","",0,0,0,0,-1,0,0,0,159,9,9,3,7,9,2,2,2,8,"assep001","penah001","","ramir001","halla001",8,"jamed001",7,"oberk001",5,"murpd001",9,"perrg001",3,"thoma001",6,"virgo001",2,"hubbg001",4,"pulec001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"tayld002",1,"ackej001","pattb001"
"PIT198705160","19870516",0,"Saturday",0,"F","N","ATL","PIT","PIT07","smitz001","walkb001","monte901","palld901","rennd901","weyel901","","",16939,"Kaneshiro","","Berman","","",0,0,0,0,-1,0,0,0,215,9,10,8,10,11,2,0,6,9,"dedmj001","smilj001","garbg001","simmt001","halla001",8,"jamed001",7,"oberk001",5,"murpd001",9,"perrg001",3,"thoma001",6,"virgo001",2,"hubbg001",4,"smitz001",1,"cangj001",8,"bonib001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"ortij001",2,"bellr001",6,"walkb001",1,"garbg001","robid001"
"PIT198705170","19870517",0,"Sunday",0,"F","D","ATL","PIT","PIT07","palmd001","reusr001","palld901","rennd901","weyel901","monte901","","",26469,"Kaneshiro","","Berman","","",0,0,0,0,-1,0,0,0,175,9,5,6,14,9,1,0,10,5,"robid001","olwie001","","diazm001","halla001",8,"jamed001",7,"oberk001",5,"murpd001",9,"perrg001",3,"thoma001",6,"virgo001",2,"hubbg001",4,"palmd001",1,"cangj001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"reusr001",1,"dedmj001","robid001"
"PIT198705180","19870518",0,"Monday",0,"F","N","HOU","PIT","PIT07","scotm001","kippb001","mcshj901","pullf901","brocf901","willb901","","",4213,"Palmieri","","Berman","","",0,0,0,0,-1,0,0,0,135,9,4,1,7,3,1,0,5,5,"scotm001","kippb001","","garnp001","hatcb001",8,"dorab001",4,"garnp001",5,"cruzj001",7,"bassk001",9,"ashba001",2,"davig001",3,"thond001",6,"scotm001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"kippb001",1,"","easll001"
"PIT198705190","19870519",0,"Tuesday",0,"F","N","HOU","PIT","PIT07","deshj001","fishb001","pullf901","brocf901","willb901","mcshj901","","",6238,"Pohl","","Berman","","",0,0,0,0,-1,0,0,0,169,9,2,5,7,7,2,0,10,7,"smilj001","meadd001","robid001","bonib001","hatcb001",8,"dorab001",4,"reync001",6,"cruzj001",7,"bassk001",9,"ashba001",2,"davig001",3,"garnp001",5,"deshj001",1,"bondb001",8,"bonib001",9,"ray-j001",4,"morrj002",5,"diazm001",7,"breas001",3,"lavam001",2,"bellr001",6,"fishb001",1,"smitd001","robid001"
"PIT198705200","19870520",0,"Wednesday",0,"F","N","HOU","PIT","PIT07","darwd001","tayld002","brocf901","willb901","mcshj901","pullf901","","",14096,"Kreger","","Berman","","",0,0,0,0,-1,0,0,0,156,9,3,5,6,9,1,0,5,8,"tayld002","darwd001","penah001","vansa001","hatcb001",8,"dorab001",4,"walld001",5,"cruzj001",7,"bassk001",9,"ashba001",2,"davig001",3,"reync001",6,"darwd001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"tayld002",1,"meadd001","penah001"
"PIT198705290","19870529",0,"Friday",0,"F","N","CIN","PIT","PIT07","pacip001","kippb001","wendh901","tatat901","crawj901","davib902","","",26835,"Millett","","Berman","","",0,0,0,0,-1,0,0,0,202,9,13,6,18,11,1,0,9,10,"hoffg002","kippb001","","jonet001","jonet001",7,"larkb001",6,"davie001",8,"parkd001",9,"bellb001",5,"diazb001",2,"esasn001",3,"concd001",4,"pacip001",1,"bondb001",8,"vansa001",9,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",7,"lavam001",2,"bellr001",6,"kippb001",1,"willf001","johnd001"
"PIT198705300","19870530",0,"Saturday",0,"F","N","CIN","PIT","PIT07","gullb001","tayld002","tatat901","crawj901","davib902","wendh901","","",28853,"Millett","","Berman","","",0,0,0,0,-1,0,0,0,157,9,6,2,10,7,1,1,5,7,"gullb001","tayld002","","davie001","danik001",7,"larkb001",6,"davie001",8,"parkd001",9,"stilk001",5,"diazb001",2,"esasn001",3,"concd001",4,"gullb001",1,"bondb001",7,"vansa001",8,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",9,"lavam001",2,"bellr001",6,"tayld002",1,"franj001","smilj001"
"PIT198705310","19870531",0,"Sunday",0,"F","D","CIN","PIT","PIT07","powet001","drabd001","crawj901","davib902","wendh901","tatat901","","",24786,"Weber","","Berman","","",0,0,0,0,-1,0,0,0,176,9,5,2,9,8,1,0,6,8,"powet001","drabd001","franj001","parkd001","stilk001",5,"larkb001",6,"davie001",8,"parkd001",9,"danik001",7,"diazb001",2,"esasn001",3,"concd001",4,"powet001",1,"bondb001",7,"vansa001",8,"ray-j001",4,"breas001",3,"reynr001",9,"bonib001",5,"lavam001",2,"bellr001",6,"drabd001",1,"franj001","smilj001"
"PIT198706120","19870612",0,"Friday",0,"F","N","NYN","PIT","PIT07","ferns001","reusr001","monte901","palld901","rennd901","weyel901","","",27465,"Nakamura","","Nakamura","","",0,0,0,0,-1,0,0,0,153,9,10,2,12,6,0,1,6,7,"ferns001","reusr001","","hernk001","dyksl001",8,"teuft001",4,"hernk001",3,"cartg001",2,"strad001",9,"mcrek001",7,"johnh001",5,"santr001",6,"ferns001",1,"bondb001",8,"bonib001",9,"ray-j001",4,"diazm001",7,"morrj002",5,"breas001",3,"ortij001",2,"bellr001",6,"reusr001",1,"mcdor001","johnd001"
"PIT198706130","19870613",0,"Saturday",0,"F","D","NYN","PIT","PIT07","darlr001","kippb001","palld901","rennd901","weyel901","monte901","","",26894,"Menees","","Nakamura","","",0,0,0,0,-1,0,0,0,185,9,3,4,7,8,2,1,9,7,"robid001","myerr001","","reynr001","wilsm001",8,"teuft001",4,"hernk001",3,"cartg001",2,"strad001",9,"mcrek001",7,"johnh001",5,"santr001",6,"darlr001",1,"bondb001",7,"vansa001",8,"ray-j001",4,"breas001",3,"morrj002",5,"reynr001",9,"lavam001",2,"bellr001",6,"kippb001",1,"mcdor001","robid001"
