"CLE199104160","19910416",0,"Tuesday",0,"T","D","TEX","CLE","CLE07","browk001","kinge001","brinj901","cousd901","roe-r901","reedr901","","",46606,"STATS Inc.","","STATS Inc.","","",1,1,53,8,4,0,1,2,168,9,3,1,8,3,0,1,7,6,"browk001","kinge001","russj001","","downb001",10,"husoj001",6,"palmr001",3,"sierr001",9,"franj002",4,"reimk001",7,"petrg001",2,"buecs001",5,"pettg001",8,"huffm001",8,"browj001",4,"baerc001",5,"bellj002",7,"aloms001",2,"jacob001",3,"jamec001",10,"fermf001",6,"wardt001",9,"russj001","hills001"
"CLE199104180","19910418",0,"Thursday",0,"T","N","TEX","CLE","CLE07","wittb001","swing001","cousd901","roe-r901","reedr901","brinj901","","",6023,"STATS Inc.","","STATS Inc.","","",1,1,42,3,15,0,1,2,158,9,7,0,8,4,1,1,7,8,"wittb001","swing001","","","downb001",10,"diazm002",6,"palmr001",3,"sierr001",9,"franj002",4,"buecs001",5,"stanm002",2,"russj002",7,"pettg001",8,"huffm001",8,"browj001",4,"jamec001",10,"bellj002",7,"aloms001",2,"jacob001",3,"baerc001",5,"fermf001",6,"wardt001",9,"","orosj001"
"CLE199104200","19910420",0,"Saturday",0,"T","D","BOS","CLE","CLE07","harrg001","candt001","tscht901","cobld901","shulj901","johnm901","","",9153,"STATS Inc.","","STATS Inc.","","",1,1,46,6,7,0,1,3,161,9,2,1,7,5,2,1,9,7,"harrg001","candt001","rearj001","","boggw001",5,"lyons001",4,"greem001",7,"clarj001",10,"burke001",8,"brunt001",9,"quinc001",3,"penat001",2,"naeht001",6,"colea001",8,"browj001",4,"jamec001",10,"bellj002",7,"jacob001",3,"baerc001",5,"aloms001",2,"fermf001",6,"websm001",9,"rearj001","olins001"
"CLE199104220","19910422",0,"Monday",0,"T","N","KCA","CLE","CLE07","appik001","nagyc001","evanj901","morrd901","welkt901","scotd901","","",4407,"STATS Inc.","","STATS Inc.","","",1,1,48,4,13,0,1,1,164,9,4,10,3,19,0,4,3,9,"nagyc001","appik001","","","eisej001",7,"seitk001",5,"bretg001",3,"tartd001",9,"gibsk001",10,"stilk001",6,"macfm001",2,"mcrab001",8,"shumt001",4,"colea001",8,"browj001",4,"baerc001",5,"jamec001",10,"jacob001",3,"allrb001",7,"wardt001",9,"fermf001",6,"skinj001",2,"magnm001","joned001"
"CLE199104230","19910423",0,"Tuesday",0,"T","N","KCA","CLE","CLE07","davis001","kinge001","morrd901","welkt901","scotd901","evanj901","","",4805,"STATS Inc.","","STATS Inc.","","",1,1,54,2,9,0,1,2,134,9,6,0,14,5,1,0,8,6,"davis001","kinge001","","","eisej001",7,"seitk001",5,"tartd001",9,"gibsk001",10,"cromw101",3,"stilk001",6,"macfm001",2,"mcrab001",8,"howad001",4,"colea001",8,"browj001",4,"baerc001",5,"jamec001",10,"jacob001",3,"allrb001",7,"wardt001",9,"escoj001",6,"skinj001",2,"","orosj001"
"CLE199104240","19910424",0,"Wednesday",0,"T","N","KCA","CLE","CLE07","sabeb001","swing001","welkt901","scotd901","evanj901","morrd901","","",5157,"STATS Inc.","","STATS Inc.","","",1,1,58,2,8,0,1,2,175,10,4,2,7,14,0,0,3,11,"montj002","joned001","","","eisej001",7,"seitk001",5,"tartd001",9,"gibsk001",10,"macfm001",2,"mormr001",3,"stilk001",6,"thurg001",8,"shumt001",4,"colea001",8,"huffm001",4,"baerc001",5,"bellj002",7,"jamec001",10,"aloms001",2,"jacob001",3,"allrb001",9,"escoj001",6,"montj002","joned001"
"CLE199105100","19910510",0,"Friday",0,"T","N","CAL","CLE","CLE07","langm001","kinge001","joycj901","voltv901","mckej901","fordd901","","",27301,"STATS Inc.","","STATS Inc.","","",1,1,56,6,10,0,1,1,168,9,12,2,14,5,0,1,5,3,"langm001","kinge001","","","polol001",7,"joynw001",3,"winfd001",9,"parkd001",10,"gaetg001",5,"parrl001",2,"hilld001",4,"felij001",8,"schod001",6,"huffm001",8,"browj001",4,"lewim001",6,"bellj002",10,"jamec001",3,"baerc001",5,"wardt001",9,"aloms001",2,"websm001",7,"eichm001","olins001"
"CLE199105110","19910511",0,"Saturday",0,"T","D","CAL","CLE","CLE07","abboj001","swing001","voltv901","mckej901","fordd901","joycj901","","",14720,"STATS Inc.","","STATS Inc.","","",1,1,69,5,7,0,1,1,140,9,2,1,8,5,0,1,5,6,"abboj001","swing001","harvb001","","polol001",7,"joynw001",3,"winfd001",9,"parkd001",10,"gaetg001",5,"felij001",8,"roseb001",4,"tingr001",2,"sojol001",6,"huffm001",8,"escoj001",4,"lewim001",6,"bellj002",7,"jamec001",3,"baerc001",5,"lopel001",10,"skinj001",2,"websm001",9,"harvb001",""
"CLE199105120","19910512",0,"Sunday",0,"T","D","CAL","CLE","CLE07","lewis001","candt001","mckej901","fordd901","joycj901","voltv901","","",12667,"STATS Inc.","","STATS Inc.","","",1,1,79,4,5,0,1,1,155,9,1,4,3,11,1,1,5,11,"candt001","lewis001","","","galld001",8,"joynw001",3,"winfd001",9,"parkd001",10,"gaetg001",5,"parrl001",2,"venam001",7,"sojol001",4,"schod001",6,"huffm001",8,"lewim001",4,"allrb001",7,"bellj002",10,"jamec001",3,"baerc001",5,"wardt001",9,"aloms001",2,"fermf001",6,"bails001",""
"CLE199105130","19910513",0,"Monday",0,"T","N","CAL","CLE","CLE07","finlc001","nagyc001","mckej901","joycj901","voltv901","fordd901","","",5880,"STATS Inc.","","STATS Inc.","","",1,1,79,4,0,0,1,1,198,9,9,5,16,14,0,3,12,12,"finlc001","olins001","robij001","","polol001",7,"joynw001",3,"winfd001",9,"parkd001",10,"gaetg001",5,"parrl001",2,"felij001",8,"sojol001",4,"schod001",6,"huffm001",8,"fermf001",6,"lewim001",4,"bellj002",10,"jamec001",3,"baerc001",5,"wardt001",9,"aloms001",2,"websm001",7,"robij001","orosj001"
