"COL200704020","20070402",0,"Monday",205,"F","D","ARI","COL","DEN02","webbb001","cooka002","mcclt901","culbf901","schrp901","drakr901","","",48169,"","","","","",1,1,66,6,7,0,0,2,198,9,8,6,12,11,1,2,8,10,"cruzj005","hawkl001","valvj001","","drews001",6,"byrne001",9,"hudso001",4,"tracc001",5,"hairs001",7,"jackc002",3,"younc004",8,"snydc002",2,"webbb001",1,"tavew001",8,"matsk001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"tulot001",6,"iannc001",2,"cooka002",1,"valvj001","ramir003"
"COL200704030","20070403",0,"Tuesday",635,"F","N","ARI","COL","DEN02","hernl003","franj003","culbf901","schrp901","drakr901","mcclt901","","",20547,"","","","","",1,1,52,8,15,0,0,2,195,11,3,4,11,10,2,0,11,8,"kim-b001","valvj001","","","drews001",6,"jackc002",3,"hudso001",4,"byrne001",9,"hairs001",7,"tracc001",5,"younc004",8,"snydc002",2,"hernl003",1,"tavew001",8,"matsk001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"tulot001",6,"iannc001",2,"franj003",1,"valvj001","kim-b001"
"COL200704040","20070404",0,"Wednesday",106,"F","D","ARI","COL","DEN02","david002","loper001","schrp901","drakr901","mcclt901","culbf901","","",19352,"","","","","",1,1,45,8,8,0,0,2,180,9,4,11,10,18,2,1,6,14,"loper001","david002","","","drews001",6,"calla001",9,"hudso001",4,"byrne001",8,"tracc001",5,"jackc002",3,"hairs001",7,"montm001",2,"david002",1,"finls001",8,"carrj001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"tulot001",6,"torry001",2,"loper001",1,"meddb001","bucht001"
"COL200704160","20070416",0,"Monday",636,"F","N","SFN","COL","DEN02","zitob001","franj003","demud901","cousd901","danlk901","eddid901","","",18222,"","","","","",1,1,57,6,11,0,0,3,148,9,8,0,13,6,2,1,8,7,"zitob001","franj003","","","robed001",8,"vizqo001",6,"aurir001",3,"bondb001",7,"durhr001",4,"molib001",2,"felip001",5,"lindt001",9,"zitob001",1,"tavew001",8,"carrj001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"tulot001",6,"iannc001",2,"franj003",1,"klins002","fuenb001"
"COL200704170","20070417",0,"Tuesday",638,"F","N","SFN","COL","DEN02","cainm001","hirsj001","cousd901","danlk901","eddid901","demud901","","",18207,"","","","","",1,1,57,5,8,0,0,2,163,9,3,5,7,7,0,0,7,6,"ramir003","corrk001","fuenb001","","robed001",8,"vizqo001",6,"aurir001",3,"bondb001",7,"durhr001",4,"molib001",2,"felip001",5,"winnr001",9,"cainm001",1,"tavew001",8,"carrj001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"torry001",2,"tulot001",6,"hirsj001",1,"corrk001","fuenb001"
"COL200704180","20070418",0,"Wednesday",635,"F","N","LAN","COL","DEN02","lowed001","loper001","wolfj901","tscht901","joycj901","nelsj901","","",20366,"","","","","",1,1,66,5,24,0,0,0,163,9,2,7,9,13,2,0,6,9,"bucht001","lowed001","","","furcr001",6,"pierj002",8,"garcn001",3,"liebm001",2,"ethia001",9,"clarb003",7,"betew001",5,"martr003",4,"lowed001",1,"finls001",8,"carrj001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"torry001",2,"tulot001",6,"loper001",1,"seanr001","hawkl001"
"COL200704190","20070419",0,"Thursday",105,"F","D","LAN","COL","DEN02","hendm001","cooka002","tscht901","joycj901","nelsj901","wolfj901","","",19135,"","","","","",1,1,56,5,9,0,0,1,161,9,8,1,10,5,0,1,6,4,"hendm001","cooka002","","","furcr001",6,"pierj002",8,"garcn001",3,"kentj001",4,"gonzl001",7,"martr004",2,"ethia001",9,"betew001",5,"hendm001",1,"tavew001",8,"carrj001",4,"atkig001",5,"hollm001",7,"bakej001",3,"hawpb001",9,"tulot001",6,"iannc001",2,"cooka002",1,"broxj001","hergm001"
"COL200704200","20070420",0,"Friday",705,"F","N","SDN","COL","DEN02","younc003","foggj001","drecb901","darlg901","poncl901","mealj901","","",22338,"","","","","",1,1,69,5,10,0,0,2,172,9,11,1,17,4,0,1,12,3,"younc003","foggj001","","","gilem001",4,"cruzj004",7,"gileb002",9,"gonza003",3,"camem001",8,"greek002",6,"branr001",5,"bower002",2,"younc003",1,"carrj001",4,"finls001",8,"atkig001",5,"heltt001",3,"hollm001",7,"bakej001",9,"torry001",2,"tulot001",6,"foggj001",1,"brocd001","fuenb001"
"COL200704210","20070421",0,"Saturday",605,"F","N","SDN","COL","DEN02","hensc002","franj003","darlg901","poncl901","mealj901","drecb901","","",22795,"","","","","",1,1,60,6,16,0,0,0,160,9,7,3,15,14,0,0,7,14,"hensc002","franj003","","","gilem001",4,"cruzj004",7,"gileb002",9,"gonza003",3,"camem001",8,"greek002",6,"kouzk001",5,"bower002",2,"hensc002",1,"tavew001",8,"carrj001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"iannc001",2,"barmc001",6,"franj003",1,"camek001","corpm001"
"COL200704220","20070422",0,"Sunday",108,"F","D","SDN","COL","DEN02","maddg002","hirsj001","poncl901","mealj901","drecb901","darlg901","","",25746,"","","","","",1,1,58,5,6,0,0,2,131,9,2,4,5,8,0,0,3,6,"hirsj001","maddg002","fuenb001","","cruzj004",7,"gileb002",9,"gonza003",3,"camem001",8,"greek002",6,"branr001",5,"blumg001",4,"bower002",2,"maddg002",1,"tavew001",8,"carrj001",4,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"torry001",2,"barmc001",6,"hirsj001",1,"merec001","fuenb001"
"COL200704270","20070427",0,"Friday",706,"F","N","ATL","COL","DEN02","jamec002","franj003","danlk901","eddid901","demud901","cousd901","","",25079,"","","","","",1,1,62,8,5,0,0,1,189,9,9,7,17,11,0,0,9,7,"jamec002","franj003","moylp001","","johnk003",4,"rente001",6,"jonec004",5,"jonea002",8,"franj004",9,"mccab002",2,"diazm003",7,"wilsc003",3,"jamec002",1,"tavew001",8,"tulot001",6,"atkig001",5,"heltt001",3,"hollm001",7,"torry001",2,"bakej001",9,"carrj001",4,"franj003",1,"moylp001","bucht001"
"COL200704280","20070428",0,"Saturday",607,"F","N","ATL","COL","DEN02","smolj001","hirsj001","eddid901","demud901","cousd901","danlk901","","",28178,"","","","","",1,1,78,1,8,0,0,1,149,9,6,2,6,10,1,1,6,9,"smolj001","hirsj001","","","johnk003",4,"rente001",6,"jonec004",5,"jonea002",8,"mccab002",2,"franj004",9,"thors001",3,"langr002",7,"smolj001",1,"tavew001",8,"tulot001",6,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"torry001",2,"carrj001",4,"hirsj001",1,"sorir001","fuenb001"
"COL200704290","20070429",0,"Sunday",106,"F","D","ATL","COL","DEN02","davik002","cooka002","demud901","cousd901","danlk901","eddid901","","",31445,"","","","","",1,1,82,8,5,0,0,1,220,11,7,9,16,8,1,1,8,10,"bautd002","colys001","","","johnk003",4,"rente001",6,"jonec004",5,"jonea002",8,"franj004",9,"thors001",3,"penab002",2,"langr002",7,"davik002",1,"tavew001",8,"tulot001",6,"atkig001",5,"heltt001",3,"hollm001",7,"hawpb001",9,"iannc001",2,"carrj001",4,"cooka002",1,"colys001","bautd002"
"COL200705100","20070510",0,"Thursday",636,"F","N","SFN","COL","DEN02","lowrn001","cooka002","buckc901","dowda901","westj901","rapue901","","",20120,"","","","","",1,1,76,6,5,0,0,2,174,9,3,5,8,9,2,1,11,6,"cooka002","lowrn001","fuenb001","","winnr001",8,"vizqo001",6,"aurir001",5,"bondb001",7,"durhr001",4,"klesr001",3,"molib001",2,"lewif001",9,"lowrn001",1,"carrj001",4,"tulot001",6,"hollm001",7,"atkig001",5,"bakej001",3,"torry001",2,"hawpb001",9,"finls001",8,"cooka002",1,"klins002","fuenb001"
"COL200705110","20070511",0,"Friday",705,"F","N","SFN","COL","DEN02","linct001","foggj001","dowda901","westj901","rapue901","buckc901","","",26162,"","","","","",1,1,79,8,11,0,0,1,185,9,8,3,11,8,0,1,8,8,"linct001","foggj001","","","lewif001",8,"klesr001",3,"aurir001",6,"bondb001",7,"durhr001",4,"molib001",2,"felip001",5,"ortmd001",9,"linct001",1,"finls001",8,"tulot001",6,"hollm001",7,"heltt001",3,"mabrj001",5,"hawpb001",9,"torry001",2,"quino001",4,"foggj001",1,"benia001","martt003"
"COL200705120","20070512",0,"Saturday",605,"F","N","SFN","COL","DEN02","zitob001","franj003","westj901","rapue901","buckc901","dowda901","","",33569,"","","","","",1,1,74,6,5,0,0,2,131,9,2,6,4,7,0,0,3,4,"franj003","zitob001","","","winnr001",8,"vizqo001",6,"aurir001",3,"bondb001",7,"durhr001",4,"molib001",2,"felip001",5,"ortmd001",9,"zitob001",1,"tavew001",8,"tulot001",6,"hollm001",7,"heltt001",3,"atkig001",5,"bakej001",9,"iannc001",2,"carrj001",4,"franj003",1,"chulv001","fuenb001"
"COL200705130","20070513",0,"Sunday",106,"F","D","SFN","COL","DEN02","cainm001","bucht001","rapue901","buckc901","dowda901","westj901","","",24243,"","","","","",1,1,83,2,3,0,0,2,182,9,15,2,22,7,0,0,11,8,"cainm001","bucht001","","","lewif001",8,"vizqo001",6,"felip001",5,"klesr001",3,"sweem001",7,"alfoe002",2,"ortmd001",9,"frank001",4,"cainm001",1,"tavew001",8,"tulot001",6,"hollm001",7,"heltt001",3,"atkig001",5,"hawpb001",9,"torry001",2,"quino001",4,"bucht001",1,"klins002","corpm001"
"COL200705150","20070515",0,"Tuesday",637,"F","N","ARI","COL","DEN02","johnr005","hirsj001","reedr901","meric901","marqa901","timmt901","","",20178,"","","","","",1,1,57,8,7,0,0,0,142,9,3,0,7,3,0,0,2,1,"johnr005","hirsj001","valvj001","","younc004",8,"jackc002",3,"hudso001",4,"tracc001",5,"byrne001",7,"drews001",6,"quenc001",9,"snydc002",2,"johnr005",1,"tavew001",8,"tulot001",6,"hollm001",7,"heltt001",3,"atkig001",5,"bakej001",9,"torry001",2,"carrj001",4,"hirsj001",1,"valvj001","affej001"
"COL200705160","20070516",0,"Wednesday",635,"F","N","ARI","COL","DEN02","webbb001","cooka002","meric901","marqa901","timmt901","reedr901","","",20023,"","","","","",1,1,70,8,9,0,0,2,145,9,3,5,5,8,1,1,5,5,"cooka002","webbb001","fuenb001","","younc004",8,"drews001",6,"hudso001",4,"byrne001",9,"clart002",3,"hairs001",7,"reynm001",5,"snydc002",2,"webbb001",1,"tavew001",8,"tulot001",6,"hollm001",7,"heltt001",3,"mabrj001",5,"hawpb001",9,"iannc001",2,"quino001",4,"cooka002",1,"cruzj005","fuenb001"
"COL200705170","20070517",0,"Thursday",105,"F","D","ARI","COL","DEN02","hernl003","foggj001","marqa901","timmt901","reedr901","meric901","","",23610,"","","","","",1,1,66,1,9,0,0,0,155,9,3,1,9,5,0,1,10,7,"hernl003","foggj001","valvj001","","younc004",8,"jackc002",3,"hudso001",4,"byrne001",7,"montm001",2,"reynm001",5,"smitj001",6,"quenc001",9,"hernl003",1,"tavew001",8,"tulot001",6,"hollm001",7,"heltt001",3,"atkig001",5,"hawpb001",9,"torry001",2,"quino001",4,"foggj001",1,"valvj001","julij001"
"COL200705180","20070518",0,"Friday",706,"F","N","KCA","COL","DEN02","delaj001","franj003","culbf901","schrp901","fostm901","mcclt901","","",22399,"","","","","",1,1,69,8,12,0,0,2,160,9,5,2,13,8,0,1,9,6,"duckb001","corpm001","sorij001","","dejed001",8,"grudm001",4,"teahm001",9,"sweem002",3,"browe001",7,"buckj001",2,"gorda001",5,"penat002",6,"delaj001",1,"tavew001",8,"tulot001",6,"hollm001",7,"heltt001",3,"atkig001",5,"bakej001",9,"torry001",2,"carrj001",4,"franj003",1,"sorij001","martt003"
