"DET195304160","19530416",0,"Thursday",0,"F","D","CLE","DET","DET04","garcm101","houta101","passa901","nappl901","duffj901","grieb901","","",25253,"Middlesworth","","R. Elliott","1996/05/21 8:19AM","",0,0,0,0,-1,0,0,0,181,9,11,8,15,10,2,0,6,8,"hoopb101","herbr101","","","boonr101",6,"avilb101",4,"dobyl101",8,"eastl101",3,"rosea101",5,"mitcd101",7,"simph101",9,"hegaj101",2,"garcm101",1,"kuenh101",6,"frieo101",4,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"baumj101",5,"battm101",2,"houta101",1,"hoopb101","jordm101"
"DET195304170","19530417",0,"Friday",0,"F","D","CLE","DET","DET04","fellb101","wighb101","nappl901","duffj901","grieb901","passa901","","",2642,"Middlesworth","","R. Elliott","1996/05/22 7:09AM","",0,0,0,0,-1,0,0,0,171,9,5,6,9,7,1,0,10,7,"madid101","fellb101","","","boonr101",6,"avilb101",4,"dobyl101",8,"eastl101",3,"rosea101",5,"mitcd101",7,"simph101",9,"hegaj101",2,"fellb101",1,"kuenh101",6,"frieo101",4,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"baumj101",5,"battm101",2,"wighb101",1,"brisl101","madid101"
"DET195304181","19530418",1,"Saturday",0,"F","D","SLA","DET","DET04","larsd102","hoefb101","duffj901","grieb901","passa901","nappl901","","",0,"Middlesworth","","R. Elliott","1996/05/24 8:27AM","",0,0,0,0,-1,0,0,0,199,11,8,7,12,16,2,3,10,13,"stuam101","houta101","trucv101","","grotj102",8,"huntb105",6,"dyckj101",7,"wertv101",9,"ellib103",5,"sievr101",3,"mossl101",2,"younb101",4,"larsd102",1,"kuenh101",6,"frieo101",4,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"baumj101",5,"battm101",2,"hoefb101",1,"trucv101","houta101"
"DET195304182","19530418",2,"Saturday",0,"F","D","SLA","DET","DET04","pilld101","marld101","grieb901","passa901","nappl901","duffj901","","",16093,"MIDDLESWORTH","","R. ELLIOTT","1996/05/24 8:46AM","",0,0,0,0,-1,0,0,0,111,9,3,2,6,4,0,0,4,2,"pilld101","marld101","cainb101","","grotj102",8,"younb101",4,"dyckj101",7,"wertv101",9,"ellib103",5,"sievr101",3,"mossl101",2,"huntb105",6,"pilld101",1,"kuenh101",6,"frieo101",4,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"baumj101",5,"buchj104",2,"marld101",1,"cainb101","jordm101"
"DET195304190","19530419",0,"Sunday",0,"F","D","SLA","DET","DET04","trucv101","garvn102","passa901","nappl901","duffj901","grieb901","","",7048,"Middlesworth","","R. Elliott","1996/05/24 6:20PM","",0,0,0,0,-1,0,0,0,212,11,6,3,16,8,2,0,12,11,"stuam101","garvn102","paigs101","","grotj102",8,"younb101",4,"dyckj101",7,"wertv101",9,"ellib103",5,"sievr101",3,"mossl101",2,"huntb105",6,"trucv101",1,"kuenh101",6,"frieo101",4,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"baumj101",5,"battm101",2,"garvn102",1,"paigs101","wighb101"
"DET195304210","19530421",0,"Tuesday",0,"F","D","CHA","DET","DET04","pierb101","herbr101","summb901","stevj901","robbs901","froeg901","","",2742,"Middlesworth","","R. Elliott","1996/05/24 6:47PM","",0,0,0,0,-1,0,0,0,166,9,7,5,11,11,1,3,13,8,"pierb101","herbr101","dorif101","","fox-n101",4,"fainf101",3,"minom101",7,"stepv101",5,"rivej101",8,"meles101",9,"carrc105",6,"lolls101",2,"pierb101",1,"kuenh101",6,"delsj101",8,"lundd102",9,"dropw101",3,"niemb101",7,"battm101",2,"frieo101",4,"baumj101",5,"herbr101",1,"dorif101","houta101"
"DET195304220","19530422",0,"Wednesday",0,"F","D","CHA","DET","DET04","dobsj101","jordm101","stevj901","robbs901","froeg901","summb901","","",2345,"Middlesworth","","R. Elliott","1996/05/24 8:09PM","",0,0,0,0,-1,0,0,0,163,9,9,7,15,14,0,0,7,8,"dobsj101","jordm101","dorif101","","fox-n101",4,"fainf101",3,"minom101",7,"stepv101",5,"rivej101",8,"meles101",9,"carrc105",6,"lolls101",2,"dobsj101",1,"kuenh101",6,"hatff101",5,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"battm101",2,"frieo101",4,"jordm101",1,"dorif101","foytp101"
"DET195304230","19530423",0,"Thursday",0,"F","D","CHA","DET","DET04","rogos101","hoefb101","robbs901","froeg901","summb901","stevj901","","",3567,"Middlesworth","","R. Elliott","1996/05/24 8:23PM","",0,0,0,0,-1,0,0,0,131,9,4,8,5,11,2,2,3,6,"hoefb101","rogos101","","","fox-n101",4,"fainf101",3,"minom101",7,"stepv101",5,"rivej101",8,"meles101",9,"carrc105",6,"lolls101",2,"rogos101",1,"kuenh101",6,"hatff101",5,"sullr101",7,"dropw101",3,"niemb101",9,"delsj101",8,"battm101",2,"frieo101",4,"hoefb101",1,"harre101",""
"DET195304280","19530428",0,"Tuesday",0,"F","D","BOS","DET","DET04","mcdem102","hoefb101","mcgob901","papaj901","mckib901","honoj901","","",3059,"Middlesworth","","R. Elliott","1996/05/25 9:00AM","",0,0,0,0,-1,0,0,0,151,9,2,0,6,3,0,2,6,9,"mcdem102","hoefb101","","","goodb101",4,"pierj102",9,"everh101",7,"gernd101",3,"kellg102",5,"whits103",2,"umpht101",8,"bollm101",6,"mcdem102",1,"kuenh101",6,"hatff101",5,"lundd102",9,"dropw101",3,"niemb101",7,"delsj101",8,"battm101",2,"frieo101",4,"hoefb101",1,"","madid101"
"DET195304290","19530429",0,"Wednesday",0,"F","D","BOS","DET","DET04","parnm101","marld101","papaj901","mckib901","honoj901","mcgob901","","",1767,"MIDDLESWORTH","","R. ELLIOTT","1996/05/25 6:53PM","",0,0,0,0,-1,0,0,0,175,9,10,4,17,14,1,1,13,11,"parnm101","marld101","kinde101","","goodb101",4,"pierj102",9,"kellg102",5,"gernd101",3,"whits103",2,"stepg101",7,"umpht101",8,"bollm101",6,"parnm101",1,"kuenh101",6,"hitcb101",5,"lundd102",8,"dropw101",3,"niemb101",7,"soucb101",9,"battm101",2,"pridj101",4,"marld101",1,"kinde101","houta101"
