"ATL198404240","19840424",0,"Tuesday",0,"F","N","CIN","ATL","ATL01","bereb001","barkl001","rennd901","monte901","grege901","weyel901","","",10969,"","","","","",0,0,0,0,-1,0,0,0,172,9,2,4,10,13,1,1,10,11,"barkl001","humet001","bedrs001","","redug001",7,"milne001",8,"concd001",6,"parkd001",9,"dried001",3,"esasn001",5,"oestr001",4,"bilad001",2,"bereb001",1,"washc001",9,"ramir001",6,"murpd001",8,"hornb001",5,"chamc001",3,"harpt001",7,"hubbg001",4,"beneb001",2,"barkl001",1,"franj001","bedrs001"
"ATL198404250","19840425",0,"Wednesday",0,"F","N","CIN","ATL","ATL01","sotom001","daylk001","monte901","grege901","weyel901","rennd901","","",13886,"","","","","",0,0,0,0,-1,0,0,0,180,9,4,3,8,8,1,1,8,7,"sotom001","daylk001","leslb001","","redug001",7,"milne001",8,"concd001",6,"parkd001",9,"peret001",3,"esasn001",5,"lawlt001",4,"bilad001",2,"sotom001",1,"washc001",9,"ramir001",6,"murpd001",8,"hornb001",5,"chamc001",3,"harpt001",7,"hubbg001",4,"beneb001",2,"daylk001",1,"leslb001","dedmj001"
"ATL198404260","19840426",0,"Thursday",0,"F","N","CIN","ATL","ATL01","russj001","mcmuc001","grege901","weyel901","rennd901","monte901","","",11068,"","","","","",0,0,0,0,-1,0,0,0,142,9,1,2,7,6,1,0,11,8,"mcmuc001","russj001","forst001","","walkd001",7,"milne001",8,"concd001",6,"parkd001",9,"dried001",3,"esasn001",5,"oestr001",4,"bilad001",2,"russj001",1,"washc001",9,"ramir001",6,"chamc001",3,"hornb001",5,"harpt001",7,"murpd001",8,"hubbg001",4,"beneb001",2,"mcmuc001",1,"humet001","forst001"
"ATL198405010","19840501",0,"Tuesday",0,"F","N","SDN","ATL","ATL01","showe001","mcmuc001","tatat901","willc901","wendh901","davib902","","",10748,"","","","","",0,0,0,0,-1,0,0,0,133,9,3,2,9,7,1,0,8,5,"showe001","mcmuc001","gossr001","","wigga001",4,"gwynt001",9,"nettg001",5,"garvs001",3,"kennt001",2,"mcrek001",8,"martc001",7,"tempg001",6,"showe001",1,"washc001",9,"ramir001",6,"perrg001",7,"murpd001",8,"chamc001",3,"hubbg001",4,"roysj001",5,"beneb001",2,"mcmuc001",1,"gossr001","bedrs001"
"ATL198405030","19840503",0,"Thursday",0,"F","N","SDN","ATL","ATL01","lollt001","falcp001","willc901","wendh901","davib902","tatat901","","",8072,"","","","","",0,0,0,0,-1,0,0,0,175,9,5,6,12,11,1,0,10,9,"bedrs001","gossr001","forst001","","salal001",5,"wigga001",4,"gwynt001",9,"garvs001",3,"kennt001",2,"mcrek001",8,"martc001",7,"tempg001",6,"lollt001",1,"washc001",9,"roysj001",5,"murpd001",8,"chamc001",3,"harpt001",7,"ramir001",6,"hubbg001",4,"treva001",2,"falcp001",1,"gossr001","forst001"
"ATL198405110","19840511",0,"Friday",0,"F","N","PIT","ATL","ATL01","candj001","mcmuc001","palld901","rungp901","marsr901","engeb901","","",24586,"","","","","",0,0,0,0,-1,0,0,0,152,10,2,4,6,8,1,1,7,7,"forst001","tekuk001","","","wynnm001",8,"ray-j001",4,"madlb001",5,"thomj001",3,"penat001",2,"harpb001",7,"frobd001",9,"berrd001",6,"candj001",1,"halla001",9,"rungp001",6,"murpd001",8,"watsb001",3,"harpt001",7,"hubbg001",4,"johnr001",5,"treva001",2,"mcmuc001",1,"tekuk001","forst001"
"ATL198405120","19840512",0,"Saturday",0,"F","N","PIT","ATL","ATL01","mcwil001","perep001","rungp901","marsr901","engeb901","palld901","","",41319,"","","","","",0,0,0,0,-1,0,0,0,158,9,3,4,5,9,2,3,5,13,"perep001","guanc001","dedmj001","","wynnm001",8,"ray-j001",4,"madlb001",5,"thomj001",3,"penat001",2,"harpb001",7,"frobd001",9,"berrd001",6,"mcwil001",1,"washc001",9,"rungp001",6,"murpd001",8,"watsb001",3,"harpt001",7,"hubbg001",4,"johnr001",5,"beneb001",2,"perep001",1,"guanc001","dedmj001"
"ATL198405130","19840513",0,"Sunday",0,"F","D","PIT","ATL","ATL01","tudoj001","falcp001","marsr901","engeb901","palld901","rungp901","","",23035,"","","","","",0,0,0,0,-1,0,0,0,197,10,8,9,16,14,1,2,13,9,"dedmj001","candj001","","","wynnm001",8,"lacyl001",9,"madlb001",5,"morrj002",4,"penat001",2,"harpb001",7,"varge001",3,"berrd001",6,"tudoj001",1,"washc001",9,"treva001",2,"murpd001",8,"chamc001",3,"harpt001",7,"hubbg001",4,"johnr001",5,"rungp001",6,"falcp001",1,"candj001","dedmj001"
"ATL198405250","19840525",0,"Friday",0,"F","D","SLN","ATL","ATL01","lapod001","barkl001","davib902","willc901","wendh901","tatat901","","",28734,"","","","","",0,0,0,0,-1,0,0,0,146,9,4,8,12,11,1,2,9,8,"barkl001","lapod001","moord001","","herrt001",4,"mcgew001",8,"smitl002",7,"portd001",2,"hendg001",9,"oberk001",5,"vansa001",3,"smito001",6,"lapod001",1,"halla001",9,"treva001",2,"ramir001",6,"murpd001",8,"hornb001",5,"perrg001",3,"hubbg001",4,"roysj001",7,"barkl001",1,"hortr001","moord001"
"ATL198405260","19840526",0,"Saturday",0,"F","D","SLN","ATL","ATL01","stupj001","mahlr001","willc901","wendh901","tatat901","davib902","","",39170,"","","","","",0,0,0,0,-1,0,0,0,152,9,3,7,8,9,1,1,7,9,"mahlr001","allen001","dedmj001","","herrt001",4,"mcgew001",8,"smitl002",7,"portd001",2,"hendg001",9,"vansa001",3,"oberk001",5,"smito001",6,"stupj001",1,"halla001",9,"ramir001",6,"murpd001",8,"chamc001",3,"hornb001",5,"perrg001",7,"hubbg001",4,"beneb001",2,"mahlr001",1,"ruckd001","dedmj001"
"ATL198405270","19840527",0,"Sunday",0,"F","D","SLN","ATL","ATL01","anduj001","mcmuc001","wendh901","tatat901","davib902","willc901","","",35329,"","","","","",0,0,0,0,-1,0,0,0,192,9,12,9,19,14,1,1,13,11,"anduj001","mcmuc001","suttb001","","smitl002",7,"herrt001",4,"vansa001",3,"hendg001",9,"portd001",2,"mcgew001",8,"oberk001",5,"smito001",6,"anduj001",1,"halla001",9,"treva001",2,"murpd001",8,"chamc001",3,"hornb001",5,"perrg001",7,"hubbg001",4,"roysj001",6,"mcmuc001",1,"suttb001","forst001"
"ATL198405280","19840528",0,"Monday",0,"F","N","SLN","ATL","ATL01","cox-d001","falcp001","froeb901","davig901","quicj901","kiblj901","","",11159,"","","","","",0,0,0,0,-1,0,0,0,137,9,2,6,5,8,1,1,9,2,"falcp001","cox-d001","moord001","","lyonb001",5,"herrt001",4,"smitl002",7,"hendg001",9,"howea001",3,"mcgew001",8,"portd001",2,"smito001",6,"cox-d001",1,"washc001",9,"treva001",2,"murpd001",8,"chamc001",3,"hornb001",5,"perrg001",7,"hubbg001",4,"roysj001",6,"falcp001",1,"hortr001","moord001"
"ATL198405290","19840529",0,"Tuesday",0,"F","N","CHN","ATL","ATL01","sands001","perep001","davig901","quicj901","kiblj901","froeb901","","",15156,"","","","","",0,0,0,0,-1,0,0,0,145,9,4,7,6,11,1,0,4,8,"perep001","brusw001","forst001","","dernb001",8,"sandr001",4,"mattg001",7,"durhl001",3,"hallm001",9,"cey-r001",5,"davij001",2,"bowal001",6,"sands001",1,"washc001",9,"treva001",2,"murpd001",8,"chamc001",3,"hornb001",5,"perrg001",7,"hubbg001",4,"roysj001",6,"perep001",1,"brusw001","forst001"
"ATL198405300","19840530",0,"Wednesday",0,"F","N","CHN","ATL","ATL01","trous001","barkl001","quicj901","kiblj901","froeb901","davig901","","",16660,"","","","","",0,0,0,0,-1,0,0,0,160,9,6,2,14,2,2,0,8,4,"trous001","barkl001","smitl001","","dernb001",8,"sandr001",4,"mattg001",7,"durhl001",3,"hallm001",9,"cey-r001",5,"davij001",2,"bowal001",6,"trous001",1,"halla001",9,"ramir001",6,"murpd001",8,"hornb001",5,"chamc001",3,"harpt001",7,"hubbg001",4,"treva001",2,"barkl001",1,"smitl001","garbg001"
"ATL198406140","19840614",0,"Thursday",0,"F","N","CIN","ATL","ATL01","russj001","barkl001","kiblj901","froeb901","harrl901","quicj901","","",24549,"","","","","",0,0,0,0,-1,0,0,0,144,9,0,3,1,10,1,1,4,8,"barkl001","russj001","moord001","","walkd001",7,"milne001",8,"cedec001",3,"parkd001",9,"concd001",6,"guldb001",2,"esasn001",5,"oestr001",4,"russj001",1,"washc001",9,"treva001",2,"murpd001",8,"chamc001",3,"kommb001",7,"ramir001",6,"hubbg001",4,"johnr001",5,"barkl001",1,"humet001","moord001"
"ATL198406150","19840615",0,"Friday",0,"F","N","CIN","ATL","ATL01","pastf001","mahlr001","froeb901","harrl901","quicj901","kiblj901","","",28779,"","","","","",0,0,0,0,-1,0,0,0,127,9,1,6,3,13,1,1,3,7,"mahlr001","pastf001","","","milne001",8,"walkd001",7,"parkd001",9,"dried001",3,"concd001",6,"krenw001",5,"guldb001",2,"oestr001",4,"pastf001",1,"washc001",9,"johnr001",5,"perrg001",3,"murpd001",8,"kommb001",7,"ramir001",6,"hubbg001",4,"beneb001",2,"mahlr001",1,"franj001",""
"ATL198406160","19840616",0,"Saturday",0,"F","N","CIN","ATL","ATL01","sotom001","falcp001","harrl901","quicj901","kiblj901","froeb901","","",47547,"","","","","",0,0,0,0,-1,0,0,0,171,9,2,1,8,6,0,0,11,9,"powet001","bedrs001","","","redug001",7,"milne001",8,"cedec001",9,"peret001",3,"concd001",6,"esasn001",5,"bilad001",2,"oestr001",4,"sotom001",1,"washc001",9,"ramir001",6,"perrg001",7,"murpd001",8,"chamc001",3,"oberk001",5,"hubbg001",4,"treva001",2,"falcp001",1,"powet001","bedrs001"
"ATL198406170","19840617",0,"Sunday",0,"F","D","CIN","ATL","ATL01","pulec001","perep001","quicj901","kiblj901","froeb901","harrl901","","",25456,"","","","","",0,0,0,0,-1,0,0,0,148,9,5,6,9,8,1,0,4,9,"perep001","owchb001","moord001","","milne001",8,"oestr001",4,"dried001",3,"parkd001",9,"concd001",6,"walkd001",7,"esasn001",5,"guldb001",2,"pulec001",1,"washc001",9,"ramir001",6,"perrg001",7,"murpd001",8,"chamc001",3,"oberk001",5,"hubbg001",4,"beneb001",2,"perep001",1,"humet001","moord001"
"ATL198406190","19840619",0,"Tuesday",0,"F","N","SFN","ATL","ATL01","davim001","mcmuc001","harvd901","westj901","crawj901","davib902","","",18627,"","","","","",0,0,0,0,-1,0,0,0,168,9,6,11,8,13,1,0,6,3,"campr001","cornj001","","","lemaj001",6,"davic001",8,"leonj001",7,"clarj001",9,"oliva001",3,"younj001",5,"brenb001",2,"wellb001",4,"davim001",1,"washc001",9,"hubbg001",4,"ramir001",6,"murpd001",8,"watsb001",3,"kommb001",7,"oberk001",5,"beneb001",2,"mcmuc001",1,"lercr001","forst001"
"ATL198406200","19840620",0,"Wednesday",0,"F","D","SFN","ATL","ATL01","robij001","barkl001","westj901","crawj901","davib902","harvd901","","",17665,"","","","","",0,0,0,0,-1,0,0,0,173,9,5,6,10,6,1,0,6,8,"barkl001","robij001","forst001","","lemaj001",6,"davic001",8,"younj001",5,"clarj001",9,"leonj001",7,"thoms001",3,"brenb001",2,"wellb001",4,"robij001",1,"ramir001",6,"oberk001",5,"perrg001",7,"murpd001",8,"chamc001",3,"kommb001",9,"hubbg001",4,"beneb001",2,"barkl001",1,"lercr001","forst001"
"ATL198406210","19840621",0,"Thursday",0,"F","N","SFN","ATL","ATL01","laskb001","mahlr001","crawj901","davib902","harvd901","westj901","","",18375,"","","","","",0,0,0,0,-1,0,0,0,163,9,5,3,10,8,1,3,12,6,"laskb001","mahlr001","mintg001","","lemaj001",6,"richg001",9,"davic001",8,"leonj001",7,"thoms001",3,"younj001",5,"brenb001",2,"kuipd001",4,"laskb001",1,"washc001",9,"ramir001",6,"perrg001",7,"murpd001",8,"chamc001",3,"oberk001",5,"hubbg001",4,"beneb001",2,"mahlr001",1,"mintg001","moord001"
"ATL198406220","19840622",0,"Friday",0,"F","N","LAN","ATL","ATL01","welcb001","falcp001","ripps901","weyel901","rennd901","monte901","","",45931,"","","","","",0,0,0,0,-1,0,0,0,167,9,10,4,16,12,2,1,9,9,"welcb001","falcp001","","","sax-s001",4,"landk001",8,"reynr001",7,"guerp001",5,"marsm001",3,"yeags001",2,"maldc001",9,"russb001",6,"welcb001",1,"washc001",9,"ramir001",6,"murpd001",8,"chamc001",3,"kommb001",7,"oberk001",5,"hubbg001",4,"treva001",2,"falcp001",1,"niedt001","bedrs001"
"ATL198406230","19840623",0,"Saturday",0,"F","D","LAN","ATL","ATL01","valef001","perep001","weyel901","rennd901","monte901","ripps901","","",46036,"","","","","",0,0,0,0,-1,0,0,0,184,9,10,2,14,4,1,1,7,4,"valef001","perep001","herso001","","sax-s001",4,"stubf001",9,"landk001",8,"guerp001",5,"marsm001",7,"sciom001",2,"brocg001",3,"russb001",6,"valef001",1,"washc001",9,"ramir001",6,"perrg001",3,"murpd001",8,"kommb001",7,"oberk001",5,"hubbg001",4,"beneb001",2,"perep001",1,"herso001","garbg001"
"ATL198406240","19840624",0,"Sunday",0,"F","D","LAN","ATL","ATL01","penaa001","mcmuc001","rennd901","monte901","ripps901","weyel901","","",43475,"","","","","",0,0,0,0,-1,0,0,0,177,9,5,2,10,10,1,0,7,10,"penaa001","mcmuc001","niedt001","","sax-s001",4,"stubf001",9,"landk001",8,"guerp001",5,"marsm001",7,"sciom001",2,"brocg001",3,"russb001",6,"penaa001",1,"washc001",9,"oberk001",5,"ramir001",6,"murpd001",8,"chamc001",3,"kommb001",7,"hubbg001",4,"treva001",2,"mcmuc001",1,"niedt001","moord001"
"ATL198406251","19840625",1,"Monday",0,"F","N","HOU","ATL","ATL01","lacom001","barkl001","crawj901","davib902","harvd901","westj901","","",0,"","","","","",0,0,0,0,-1,0,0,0,193,9,8,5,13,7,1,1,5,6,"lacom001","barkl001","dipif001","","dorab001",4,"reync001",6,"spilh001",3,"cruzj001",7,"mumpj001",8,"knigr001",5,"puhlt001",9,"bailm001",2,"lacom001",1,"ramir001",6,"oberk001",5,"perrg001",7,"murpd001",8,"chamc001",3,"kommb001",9,"hubbg001",4,"treva001",2,"barkl001",1,"dipif001","falcp001"
"ATL198406252","19840625",2,"Monday",0,"F","N","HOU","ATL","ATL01","maddm001","mahlr001","davib902","harvd901","westj901","crawj901","","",22705,"","","","","",0,0,0,0,-1,0,0,0,136,9,4,6,8,9,1,1,4,7,"mahlr001","maddm001","moord001","","dorab001",4,"reync001",6,"cabee001",3,"cruzj001",7,"bassk001",8,"knigr001",5,"puhlt001",9,"ashba001",2,"maddm001",1,"halla001",7,"roysj001",4,"ramir001",6,"murpd001",8,"kommb001",9,"perrg001",3,"johnr001",5,"beneb001",2,"mahlr001",1,"sambj001","moord001"
"ATL198406260","19840626",0,"Tuesday",0,"F","N","HOU","ATL","ATL01","niekj001","campr001","harvd901","westj901","crawj901","davib902","","",16026,"","","","","",0,0,0,0,-1,0,0,0,171,9,10,5,12,11,0,1,8,6,"niekj001","campr001","","","dorab001",4,"reync001",6,"walld001",3,"cruzj001",7,"mumpj001",8,"knigr001",5,"puhlt001",9,"bailm001",2,"niekj001",1,"halla001",7,"roysj001",4,"ramir001",6,"murpd001",8,"chamc001",3,"oberk001",5,"kommb001",9,"beneb001",2,"campr001",1,"dipif001","garbg001"
"ATL198406270","19840627",0,"Wednesday",0,"F","N","HOU","ATL","ATL01","scotm001","perep001","westj901","crawj901","davib902","harvd901","","",13414,"","","","","",0,0,0,0,-1,0,0,0,142,9,4,6,8,10,1,0,7,6,"perep001","scotm001","moord001","","dorab001",4,"reync001",6,"walld001",3,"cruzj001",7,"mumpj001",8,"knigr001",5,"puhlt001",9,"bailm001",2,"scotm001",1,"roysj001",6,"oberk001",5,"perrg001",7,"murpd001",8,"chamc001",3,"kommb001",9,"hubbg001",4,"beneb001",2,"perep001",1,"dawlb001","moord001"
"ATL198407020","19840702",0,"Monday",0,"F","D","MON","ATL","ATL01","palmd001","perep001","willc901","dalej901","demud901","tatat901","","",15062,"","","","","",0,0,0,0,-1,0,0,0,170,9,5,4,7,14,1,0,2,11,"palmd001","perep001","rearj001","","raint001",8,"rosep001",3,"dawsa001",9,"cartg001",2,"wallt001",5,"scott001",7,"littb001",4,"salaa001",6,"palmd001",1,"ramir001",6,"oberk001",5,"washc001",9,"murpd001",8,"chamc001",3,"perrg001",7,"hubbg001",4,"treva001",2,"perep001",1,"rearj001","moord001"
"ATL198407030","19840703",0,"Tuesday",0,"F","N","MON","ATL","ATL01","gullb001","mcmuc001","dalej901","demud901","tatat901","willc901","","",27402,"","","","","",0,0,0,0,-1,0,0,0,138,9,3,5,7,9,1,1,8,6,"mcmuc001","gullb001","moord001","","raint001",8,"flynd001",4,"dawsa001",9,"cartg001",3,"wallt001",5,"scott001",7,"ramor001",2,"ramsm001",6,"gullb001",1,"ramir001",6,"johnr001",5,"washc001",9,"murpd001",8,"chamc001",3,"kommb001",7,"hubbg001",4,"beneb001",2,"mcmuc001",1,"lucag001","moord001"
"ATL198407040","19840704",0,"Wednesday",0,"F","N","MON","ATL","ATL01","lea-c001","bedrs001","demud901","tatat901","willc901","dalej901","","",47431,"","","","","",0,0,0,0,-1,0,0,0,167,9,7,4,10,5,0,3,10,2,"lea-c001","bedrs001","","","raint001",8,"rosep001",3,"dawsa001",9,"cartg001",2,"wallt001",5,"stenm001",7,"flynd001",4,"ramsm001",6,"lea-c001",1,"ramir001",6,"johnr001",5,"washc001",9,"murpd001",8,"chamc001",3,"kommb001",7,"hubbg001",4,"beneb001",2,"bedrs001",1,"","campr001"
"ATL198407120","19840712",0,"Thursday",0,"F","N","NYN","ATL","ATL01","darlr001","mahlr001","brocf901","willb901","steld901","mcshj901","","",19468,"","","","","",0,0,0,0,-1,0,0,0,182,9,8,6,14,7,1,1,9,5,"orosj001","moord001","siskd001","","backw001",4,"wilsm001",8,"hernk001",3,"strad001",9,"fostg001",7,"brooh001",5,"fitzm001",2,"gardr001",6,"darlr001",1,"washc001",9,"ramir001",6,"perrg001",7,"murpd001",8,"chamc001",3,"oberk001",5,"hubbg001",4,"beneb001",2,"mahlr001",1,"siskd001","dedmj001"
"ATL198407130","19840713",0,"Friday",0,"F","N","NYN","ATL","ATL01","terrw001","perep001","willb901","steld901","mcshj901","brocf901","","",29949,"","","","","",0,0,0,0,-1,0,0,0,161,9,5,4,7,7,0,1,2,7,"terrw001","perep001","orosj001","","backw001",4,"wilsm001",8,"hernk001",3,"strad001",9,"fostg001",7,"brooh001",5,"fitzm001",2,"gardr001",6,"terrw001",1,"washc001",9,"oberk001",5,"ramir001",6,"murpd001",8,"chamc001",3,"perrg001",7,"hubbg001",4,"treva001",2,"perep001",1,"orosj001","bedrs001"
"ATL198407140","19840714",0,"Saturday",0,"F","N","NYN","ATL","ATL01","bereb001","mcmuc001","steld901","mcshj901","brocf901","willb901","","",41138,"","","","","",0,0,0,0,-1,0,0,0,139,9,7,0,15,2,0,1,7,5,"bereb001","mcmuc001","","","backw001",4,"heepd001",9,"hernk001",3,"strad001",8,"fostg001",7,"brooh001",5,"gardr001",6,"ortij001",2,"bereb001",1,"ramir001",6,"oberk001",5,"washc001",9,"murpd001",8,"chamc001",3,"harpt001",7,"hubbg001",4,"treva001",2,"mcmuc001",1,"gormt001","falcp001"
"ATL198407150","19840715",0,"Sunday",0,"F","D","NYN","ATL","ATL01","goodd001","barkl001","mcshj901","brocf901","willb901","steld901","","",21447,"","","","","",0,0,0,0,-1,0,0,0,186,9,3,8,7,6,1,1,7,8,"moord001","goodd001","bedrs001","","backw001",4,"wilsm001",8,"hernk001",3,"strad001",9,"heepd001",7,"brooh001",5,"fitzm001",2,"gardr001",6,"goodd001",1,"ramir001",6,"oberk001",5,"washc001",9,"murpd001",8,"chamc001",3,"harpt001",7,"hubbg001",4,"beneb001",2,"barkl001",1,"gaffb001","bedrs001"
"ATL198407190","19840719",0,"Thursday",0,"F","N","PHI","ATL","ATL01","koosj001","mcmuc001","engeb901","marsr901","demud901","palld901","","",20227,"","","","","",0,0,0,0,-1,0,0,0,140,9,9,1,17,4,0,2,12,4,"koosj001","mcmuc001","","","maddg001",8,"hayev001",7,"samuj001",4,"schmm001",5,"corct001",3,"lezcs001",9,"virgo001",2,"dejei001",6,"koosj001",1,"perrg001",7,"ramir001",6,"washc001",9,"murpd001",8,"chamc001",3,"hubbg001",4,"oberk001",5,"treva001",2,"mcmuc001",1,"","garbg001"
"ATL198407200","19840720",0,"Friday",0,"F","N","PHI","ATL","ATL01","hudsc001","barkl001","demud901","marsr901","palld901","engeb901","","",29162,"","","","","",0,0,0,0,-1,0,0,0,149,9,1,13,5,13,3,0,5,5,"barkl001","hudsc001","","","maddg001",8,"hayev001",7,"samuj001",4,"schmm001",5,"corct001",3,"lezcs001",9,"diazb001",2,"dejei001",6,"hudsc001",1,"ramir001",6,"oberk001",5,"washc001",9,"murpd001",8,"chamc001",3,"kommb001",7,"hubbg001",4,"treva001",2,"barkl001",1,"kernj001",""
"ATL198407210","19840721",0,"Saturday",0,"F","D","PHI","ATL","ATL01","grosk001","campr001","marsr901","palld901","engeb901","demud901","","",34890,"","","","","",0,0,0,0,-1,0,0,0,158,9,3,5,4,10,0,2,9,4,"campr001","grosk001","moord001","","maddg001",8,"hayev001",7,"samuj001",4,"schmm001",5,"corct001",3,"lezcs001",9,"virgo001",2,"dejei001",6,"grosk001",1,"roysj001",6,"oberk001",5,"washc001",9,"murpd001",8,"chamc001",3,"kommb001",7,"hubbg001",4,"beneb001",2,"campr001",1,"holla001","moord001"
