"MON199004130","19900413",0,"Friday",134,"F","D","NYN","MON","MON02","coned001","grosk001","darlg901","froeb901","pullf901","ripps901","","",44183,"Tom Renyak","","Ruth R. Subers","","",2,1,70,0,0,4,1,5,180,10,4,1,11,7,1,0,10,6,"machj001","halld001","franj001","","jeffg001",4,"millk001",8,"johnh001",5,"strad001",9,"mcrek001",7,"marsm001",3,"lyonb002",2,"elstk001",6,"coned001",1,"deshd001",4,"grism001",8,"raint001",7,"wallt001",5,"galaa001",3,"walkl001",9,"santn001",2,"owens001",6,"grosk001",1,"franj001","burkt001"
"MON199004140","19900414",0,"Saturday",135,"F","D","NYN","MON","MON02","goodd001","martd001","froeb901","pullf901","ripps901","darlg901","","",16165,"D Gordon","","Tom Eckel","","",2,0,0,0,-1,4,1,5,169,9,5,6,10,9,2,3,8,4,"martd001","goodd001","freys001","","jeffg001",4,"millk001",8,"johnh001",5,"strad001",9,"mcrek001",7,"marsm001",3,"lyonb002",2,"elstk001",6,"goodd001",1,"deshd001",4,"grism001",8,"raint001",7,"wallt001",5,"galaa001",3,"walkl001",9,"santn001",2,"owens001",6,"martd001",1,"whitw001","freys001"
"MON199004150","19900415",0,"Sunday",805,"F","N","NYN","MON","MON02","darlr001","smitz001","pullf901","ripps901","darlg901","froeb901","","",10187,"David Annis","","David Annis","","",2,1,0,0,-1,4,1,5,148,9,1,3,6,9,0,0,4,6,"smitz001","darlr001","burkt001","","jeffg001",4,"millk001",8,"johnh001",5,"strad001",9,"mcrek001",7,"marsm001",3,"elstk001",6,"merco001",2,"darlr001",1,"deshd001",4,"martd002",8,"raint001",7,"wallt001",5,"galaa001",3,"walkl001",9,"santn001",2,"owens001",6,"smitz001",1,"innij001","burkt001"
"MON199004160","19900416",0,"Monday",738,"F","N","PHI","MON","MON02","mulht001","boydo001","bonig901","tatat901","(none)","quicj901","","",11063,"Fred Reissu","","Tom Eckel","","",2,1,71,0,-1,4,1,4,169,9,4,5,9,8,0,0,6,8,"heskj001","parrj001","freys001","","dyksl001",8,"herrt001",4,"krukj001",7,"jordr001",3,"hayev001",9,"thond001",6,"dauld001",2,"hayec001",5,"mulht001",1,"deshd001",4,"nixoo001",8,"raint001",7,"wallt001",5,"galaa001",3,"grism001",9,"fitzm001",2,"owens001",6,"boydo001",1,"mcelc001","freys001"
"MON199004170","19900417",0,"Tuesday",735,"F","N","PHI","MON","MON02","combp001","gardm001","tatat901","quicj901","hirsm901","bonig901","","",8406,"DeCoursey","","Tom Eckel","","",2,1,0,0,-1,4,1,5,173,9,1,2,7,7,1,0,8,6,"halld001","froht001","freys001","","dyksl001",8,"herrt001",4,"hayev001",9,"jordr001",3,"krukj001",7,"thond001",6,"hayec001",5,"lakes001",2,"combp001",1,"deshd001",4,"grism001",8,"raint001",7,"wallt001",5,"galaa001",3,"walkl001",9,"santn001",2,"owens001",6,"gardm001",1,"parrj001","freys001"
"MON199004180","19900418",0,"Wednesday",735,"F","N","PHI","MON","MON02","howek001","grosk001","quicj901","hirsm901","bonig901","tatat901","","",10096,"Walt DeSoi","","Tom Eckel","","",2,1,70,0,-1,4,1,4,177,9,4,3,8,9,1,0,12,10,"howek001","grosk001","mcdor001","","dyksl001",8,"herrt001",4,"hayev001",9,"jordr001",3,"krukj001",7,"hayec001",5,"dauld001",2,"bookr001",6,"howek001",1,"deshd001",4,"grism001",8,"raint001",7,"wallt001",5,"galaa001",3,"walkl001",9,"santn001",2,"owens001",6,"grosk001",1,"mcdor001","halld001"
"MON199004300","19900430",0,"Monday",635,"F","N","HOU","MON","MON02","deshj001","martd001","hallt901","harvd901","crawj901","demud901","","",10060,"M. Baumgartner","","Ruth R. Subers","","",2,1,72,0,-1,4,1,0,201,9,4,2,11,7,2,0,9,12,"andel001","martd001","smitd001","","young001",8,"yelde001",4,"biggc001",2,"davig001",3,"wilsg001",9,"anthe001",7,"camik001",5,"ramir001",6,"deshj001",1,"deshd001",4,"grism001",8,"raint001",7,"wallt001",5,"galaa001",3,"walkl001",9,"fitzm001",2,"owens001",6,"martd001",1,"smitd001","sampb002"
"MON199005010","19900501",0,"Tuesday",635,"F","N","HOU","MON","MON02","portm001","gardm001","harvd901","crawj901","demud901","hallt901","","",9700,"R. Hiriart","","Greg Pacheco","","",2,1,0,0,-1,4,1,4,222,13,1,2,6,11,2,0,5,14,"halld001","andel001","","","young001",8,"yelde001",4,"biggc001",2,"davig001",3,"wilsg001",9,"anthe001",7,"camik001",5,"ramir001",6,"portm001",1,"deshd001",4,"grism001",9,"johnw001",3,"wallt001",5,"aldrm001",7,"martd002",8,"santn001",2,"owens001",6,"gardm001",1,"andel001","halld001"
"MON199005020","19900502",0,"Wednesday",738,"F","N","ATL","MON","MON02","clarm001","smitz001","crawj901","demud901","hallt901","harvd901","","",9575,"","","M. Duca","","",1,0,0,0,-1,4,1,5,164,9,8,1,11,5,0,2,8,6,"clarm001","smitz001","","","mcdoo001",8,"lemkm001",5,"gantr001",7,"presj001",3,"murpd001",9,"thoma001",6,"olsog002",2,"treaj001",4,"clarm001",1,"deshd001",4,"grism001",9,"johnw001",3,"wallt001",5,"aldrm001",7,"santn001",2,"martd002",8,"owens001",6,"smitz001",1,"castt001","freys001"
"MON199005030","19900503",0,"Thursday",736,"F","N","ATL","MON","MON02","glavt001","boydo001","demud901","hallt901","harvd901","crawj901","","",9057,"M Cassin","","Tom Eckel","","",2,1,0,0,-1,4,1,5,182,9,4,1,10,2,0,0,9,8,"kerfc001","halld001","boevj001","","mcdoo001",8,"treaj001",4,"gregt001",7,"presj001",3,"murpd001",9,"white002",2,"thoma001",6,"lemkm001",5,"glavt001",1,"nixoo001",8,"noboj001",4,"raint001",7,"wallt001",5,"galaa001",3,"grism001",9,"fitzm001",2,"owens001",6,"boydo001",1,"boevj001","burkt001"
"MON199005040","19900504",0,"Friday",737,"F","N","SFN","MON","MON02","reusr001","grosk001","davib902","willc901","mcshj901","monte901","","",14001,"Expos","","David W. Smith","","",1,0,0,0,-1,0,0,5,138,9,4,5,11,8,1,0,7,5,"grosk001","reusr001","burkt001","","butlb001",8,"thomr003",4,"clarw001",3,"mitck001",7,"leacr001",9,"willm003",5,"kennt001",2,"uribj001",6,"reusr001",1,"deshd001",4,"martd002",8,"raint001",7,"wallt001",5,"galaa001",3,"aldrm001",9,"fitzm001",2,"folet001",6,"grosk001",1,"thurm001","burkt001"
"MON199005050","19900505",0,"Saturday",135,"F","D","SFN","MON","MON02","burkj001","martd001","willc901","mcshj901","monte901","hirsm901","","",14544,"B. MacInnes","","G. Fitzgerald","","",0,0,70,0,-1,4,1,5,152,9,4,1,8,6,1,0,3,4,"burkj001","martd001","branj001","","butlb001",8,"thomr003",4,"clarw001",3,"mitck001",7,"leacr001",9,"willm003",5,"kennt001",2,"uribj001",6,"burkj001",1,"deshd001",4,"martd002",8,"raint001",7,"galaa001",3,"wallt001",5,"aldrm001",9,"santn001",2,"owens001",6,"martd001",1,"branj001","sampb002"
"MON199005060","19900506",0,"Sunday",135,"F","D","SFN","MON","MON02","hamma001","gardm001","mcshj901","monte901","hirsm901","willc901","","",16043,"B. MacInnes","","G. Fitzgerald","","",1,0,70,0,-1,4,1,5,145,9,0,7,6,13,1,1,8,7,"gardm001","hamma001","","","butlb001",8,"thomr003",4,"clarw001",3,"mitck001",7,"leacr001",9,"willm003",5,"kennt001",2,"uribj001",6,"hamma001",1,"deshd001",4,"grism001",9,"raint001",7,"galaa001",3,"wallt001",5,"santn001",2,"nixoo001",8,"owens001",6,"gardm001",1,"camae001",""
"MON199005070","19900507",0,"Monday",737,"F","N","SFN","MON","MON02","garrs001","smitz001","laynj901","wintm901","davig901","rungp901","","",9265,"Expos","","David W. Smith","","",1,0,0,0,-1,0,0,5,174,9,6,7,17,9,1,1,12,8,"freys001","bedrs001","","","butlb001",8,"thomr003",4,"clarw001",3,"mitck001",7,"bassk001",9,"willm003",5,"cartg001",2,"uribj001",6,"garrs001",1,"deshd001",4,"grism001",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"santn001",2,"owens001",6,"smitz001",1,"bedrs001","freys001"
"MON199005080","19900508",0,"Tuesday",737,"F","N","LAN","MON","MON02","belct001","sampb002","wintm901","davig901","rungp901","laynj901","","",12599,"David Annis","","David Annis","","",2,1,0,0,0,4,1,5,180,9,1,9,5,11,5,1,4,8,"sampb002","belct001","halld001","","samuj001",8,"randw001",4,"danik001",7,"brooh001",9,"sciom001",2,"harrl001",5,"traxb001",3,"grifa001",6,"belct001",1,"deshd001",4,"grism001",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"owens001",6,"sampb002",1,"crewt001","halld001"
"MON199005090","19900509",0,"Wednesday",735,"F","N","LAN","MON","MON02","valef001","grosk001","davig901","rungp901","laynj901","wintm901","","",13215,"B. MacInnes","","G. Fitzgerald","","",3,0,70,0,-1,4,1,5,175,9,3,5,6,9,4,2,2,8,"grosk001","valef001","burkt001","","samuj001",8,"randw001",4,"danik001",7,"murre001",3,"brooh001",9,"sciom001",2,"harrl001",5,"grifa001",6,"valef001",1,"deshd001",4,"grism001",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"owens001",6,"grosk001",1,"aased001","burkt001"
"MON199005100","19900510",0,"Thursday",137,"F","D","LAN","MON","MON02","martr002","martd001","rungp901","laynj901","wintm901","davig901","","",9157,"Expos","","David W. Smith","","",1,0,0,0,-1,0,0,5,181,9,2,8,8,12,1,0,6,8,"martd001","martr002","","","samuj001",8,"randw001",4,"danik001",7,"murre001",3,"brooh001",9,"sciom001",2,"harrl001",5,"grifa001",6,"martr002",1,"deshd001",4,"martd002",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"santn001",2,"owens001",6,"martd001",1,"munom001",""
"MON199005220","19900522",0,"Tuesday",735,"F","N","SDN","MON","MON02","white001","gardm001","froeb901","pullf901","ripps901","darlg901","","",11690,"K. Wayne","","David W. Smith","","",2,1,0,0,-1,0,0,5,157,9,1,6,5,13,0,2,12,10,"gardm001","white001","","","stepp001",3,"gwynt001",9,"alomr001",4,"cartj001",8,"lynnf001",7,"santb001",2,"paglm001",5,"tempg001",6,"white001",1,"deshd001",4,"martd002",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"goffj001",2,"owens001",6,"gardm001",1,"clemp001","schmd001"
"MON199005230","19900523",0,"Wednesday",435,"F","D","SDN","MON","MON02","hursb001","boydo001","pullf901","ripps901","darlg901","froeb901","","",12469,"BRADLEY, DAVID","","FRUEHLING, DAVI","","",3,1,0,2,0,4,1,5,149,9,0,4,5,9,0,0,4,8,"boydo001","hursb001","","","robeb002",7,"gwynt001",9,"alomr001",4,"cartj001",8,"santb001",2,"stepp001",3,"paglm001",5,"tempg001",6,"hursb001",1,"deshd001",4,"grism001",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"owens001",6,"boydo001",1,"schic001",""
"MON199005240","19900524",0,"Thursday",735,"F","N","CIN","MON","MON02","robir001","grosk001","ripps901","darlg901","froeb901","pullf901","","",14562,"Michael Millett","","David W. Smith","","",2,1,0,0,-1,0,0,5,173,9,7,1,13,10,1,1,10,10,"robir001","grosk001","","","saboc001",5,"hatcb001",8,"larkb001",6,"davie001",7,"oneip001",9,"benzt001",3,"oestr001",4,"olivj001",2,"robir001",1,"deshd001",4,"martd002",8,"raint001",7,"aldrm001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"owens001",6,"grosk001",1,"layat001","burkt001"
"MON199005250","19900525",0,"Friday",739,"F","N","CIN","MON","MON02","armsj001","martd001","darlg901","froeb901","pullf901","ripps901","","",17058,"John Matthew IV","","Tom Eckel","","",2,1,0,0,-1,4,1,4,156,9,5,0,9,4,0,0,10,4,"armsj001","martd001","","","saboc001",5,"winnh001",8,"larkb001",6,"davie001",7,"oneip001",9,"benzt001",3,"oestr001",4,"olivj001",2,"armsj001",1,"deshd001",4,"martd002",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"goffj001",2,"folet001",6,"martd001",1,"myerr001","halld001"
"MON199005260","19900526",0,"Saturday",139,"F","D","CIN","MON","MON02","jackd001","smitz001","froeb901","pullf901","ripps901","darlg901","","",14653,"Keith Knopf","","David W. Smith","","",2,1,0,0,-1,0,0,5,184,9,5,3,12,9,1,2,9,10,"dibbr001","burkt001","myerr001","","saboc001",5,"hatcb001",8,"larkb001",6,"davie001",7,"benzt001",3,"olivj001",2,"roomr001",9,"quinl001",4,"jackd001",1,"nixoo001",8,"noboj001",4,"raint001",7,"galaa001",3,"wallt001",5,"grism001",9,"fitzm001",2,"owens001",6,"smitz001",1,"myerr001","burkt001"
"MON199005270","19900527",0,"Sunday",135,"F","D","CIN","MON","MON02","rijoj001","gardm001","pullf901","ripps901","darlg901","froeb901","","",30183,"Michael Millett","","David W. Smith","","",0,1,0,0,-1,0,0,5,173,9,3,5,10,10,1,0,7,7,"halld001","birtt001","burkt001","","hatcb001",8,"morrh001",7,"larkb001",6,"benzt001",3,"oneip001",9,"quinl001",5,"oestr001",4,"olivj001",2,"rijoj001",1,"deshd001",4,"grism001",8,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"owens001",6,"gardm001",1,"dibbr001","burkt001"
"MON199006070","19900607",0,"Thursday",739,"F","N","SLN","MON","MON02","delej001","smitz001","crawj901","demud901","hallt901","harvd901","","",15360,"David Annis","","David Annis","","",2,1,70,0,0,4,1,5,175,9,2,3,10,6,0,0,12,6,"smitz001","delej001","schmd001","","colev001",7,"smito001",6,"mcgew001",8,"guerp001",3,"pendt001",5,"zeilt001",2,"thomm001",9,"oquej001",4,"delej001",1,"deshd001",4,"martd002",8,"raint001",7,"galaa001",3,"wallt001",5,"aldrm001",9,"santn001",2,"owens001",6,"smitz001",1,"niedt001","schmd001"
"MON199006080","19900608",0,"Friday",736,"F","N","SLN","MON","MON02","smitb001","martd001","demud901","hallt901","harvd901","crawj901","","",20127,"David Annis","","David Annis","","",2,1,70,0,0,4,1,5,190,9,2,18,8,14,2,1,8,4,"martd001","smitb001","","","colev001",7,"smito001",6,"mcgew001",8,"guerp001",3,"walld001",5,"thomm001",9,"oquej001",4,"pagnt001",2,"smitb001",1,"deshd001",4,"martd002",8,"raint001",7,"galaa001",3,"wallt001",5,"aldrm001",9,"santn001",2,"owens001",6,"martd001",1,"jonet002","sampb002"
"MON199006090","19900609",0,"Saturday",738,"F","N","SLN","MON","MON02","terrs001","gardm001","hallt901","harvd901","crawj901","demud901","","",27388,"David Annis","","David Annis","","",2,1,70,0,0,4,1,5,149,9,1,3,5,7,1,1,6,7,"gardm001","terrs001","schmd001","","colev001",7,"smito001",6,"mcgew001",8,"guerp001",3,"pendt001",5,"thomm001",9,"zeilt001",2,"oquej001",4,"terrs001",1,"deshd001",4,"martd002",8,"aldrm001",7,"galaa001",3,"wallt001",5,"walkl001",9,"santn001",2,"folet001",6,"gardm001",1,"smitl001","schmd001"
"MON199006100","19900610",0,"Sunday",139,"F","D","SLN","MON","MON02","magrj001","boydo001","harvd901","crawj901","demud901","hallt901","","",30349,"David Annis","","David Annis","","",2,1,70,0,0,4,1,5,176,9,5,3,10,8,0,1,7,8,"magrj001","boydo001","smitl001","","smito001",6,"thomm001",9,"mcgew001",8,"guerp001",3,"pendt001",5,"walld001",7,"oquej001",4,"pagnt001",2,"magrj001",1,"deshd001",4,"owens001",6,"noboj001",9,"galaa001",3,"wallt001",5,"fitzm001",2,"nixoo001",7,"martd002",8,"boydo001",1,"smitl001","halld001"
"MON199006180","19900618",0,"Monday",739,"F","N","CHN","MON","MON02","harkm001","martd001","rungp901","wintm901","laynj901","davig901","","",15898,"Bill Disney","","Bill Disney","","",2,1,0,0,-1,0,0,5,155,9,1,5,4,7,0,1,4,7,"martd001","harkm001","","","smitd003",7,"sandr001",4,"gracm001",3,"dawsa001",9,"wynnm001",8,"wilkc001",5,"dunss001",6,"giraj001",2,"harkm001",1,"martd002",8,"owens001",6,"aldrm001",7,"galaa001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"folet001",4,"martd001",1,"nunej001",""
"MON199006190","19900619",0,"Tuesday",630,"F","N","CHN","MON","MON02","bosks001","gardm001","wintm901","laynj901","davig901","rungp901","","",20306,"Sklansky","","Tom Eckel","","",2,1,0,0,-1,4,1,4,161,9,2,1,5,7,0,0,3,8,"bosks001","gardm001","lancl001","","wynnm001",8,"sandr001",4,"gracm001",3,"dawsa001",9,"clard001",7,"villh001",2,"dunss001",6,"wilkc001",5,"bosks001",1,"martd002",8,"owens001",6,"aldrm001",7,"galaa001",3,"wallt001",5,"walkl001",9,"santn001",2,"folet001",4,"gardm001",1,"lancl001","sampb002"
"MON199006200","19900620",0,"Wednesday",740,"F","N","CHN","MON","MON02","maddg002","boydo001","laynj901","davig901","rungp901","wintm901","","",22058,"Gillette","","Gillette","","",0,0,0,0,-1,4,1,5,151,9,2,3,6,5,1,1,5,4,"mohod001","maddg002","schmd001","","varsg001",9,"ramod001",5,"gracm001",3,"clard001",7,"wynnm001",8,"wilkc001",4,"dunss001",6,"giraj001",2,"maddg002",1,"martd002",8,"owens001",6,"raint001",7,"galaa001",3,"wallt001",5,"walkl001",9,"fitzm001",2,"folet001",4,"boydo001",1,"lancl001","schmd001"
"MON199006220","19900622",0,"Friday",740,"F","N","PIT","MON","MON02","terrw001","grosk001","davig901","hirsm901","wendh901","brocf901","","",22968,"Mitch Melnick","","M. Duca","","",1,0,0,0,-1,4,1,5,182,9,3,4,8,6,0,0,7,6,"sampb002","belis001","schmd001","","backw001",5,"bellj001",6,"vansa001",8,"bonib001",9,"bondb001",7,"breas001",3,"lavam001",2,"lindj002",4,"terrw001",1,"martd002",8,"owens001",6,"walkl001",9,"galaa001",3,"wallt001",5,"aldrm001",7,"fitzm001",2,"folet001",4,"grosk001",1,"belis001","schmd001"
"MON199006230","19900623",0,"Saturday",740,"F","N","PIT","MON","MON02","drabd001","smitz001","wendh901","brocf901","(none)","davig901","","",27605,"R. Cerletti","","David W. Smith","","",3,1,0,0,-1,0,0,5,170,9,1,6,6,9,2,1,9,8,"smitz001","drabd001","","","redug001",3,"bellj001",6,"kingj001",5,"bonib001",9,"bondb001",7,"slaud001",2,"reynr001",8,"lindj002",4,"drabd001",1,"martd002",8,"owens001",6,"walkl001",9,"galaa001",3,"wallt001",5,"aldrm001",7,"fitzm001",2,"folet001",4,"smitz001",1,"rossm001","halld001"
"MON199006240","19900624",0,"Sunday",135,"F","D","PIT","MON","MON02","heatn001","martd001","brocf901","davig901","barnr901","wendh901","","",41054,"David W. Smith","","David W. Smith","","",2,1,0,0,-1,0,0,5,216,9,5,3,10,8,0,1,7,6,"heatn001","martd001","belis001","","backw001",5,"bellj001",6,"vansa001",8,"bonib001",9,"bondb001",7,"breas001",3,"lavam001",2,"bellr001",4,"heatn001",1,"nixoo001",8,"owens001",6,"fitzm001",9,"galaa001",3,"wallt001",5,"roomr001",7,"santn001",2,"noboj001",4,"martd001",1,"belis001","sampb002"
"MON199006290","19900629",0,"Friday",737,"F","N","ATL","MON","MON02","glavt001","martd001","quicj901","rennd901","tatat901","bonig901","","",14210,"Bill Disney","","Bill Disney","","",2,1,0,0,-1,0,0,5,172,9,4,2,6,5,2,0,5,7,"glavt001","martd001","heskj001","","mcdoo001",8,"treaj001",4,"gantr001",7,"presj001",5,"justd001",3,"murpd001",9,"olsog002",2,"blauj001",6,"glavt001",1,"owens001",6,"noboj001",4,"walkl001",9,"galaa001",3,"wallt001",5,"fitzm001",2,"roomr001",7,"martd002",8,"martd001",1,"heskj001","halld001"
"MON199006300","19900630",0,"Saturday",738,"F","N","ATL","MON","MON02","leibc001","gardm001","rennd901","tatat901","bonig901","quicj901","","",16514,"Bill Disney","","Bill Disney","","",2,1,0,0,-1,0,0,5,192,9,7,6,13,14,2,1,11,9,"leibc001","gardm001","heskj001","","mcdoo001",8,"treaj001",4,"smitl002",7,"justd001",3,"murpd001",9,"kremj001",2,"blauj001",6,"thoma001",5,"leibc001",1,"nixoo001",8,"grism001",7,"walkl001",9,"wallt001",5,"santn001",2,"galaa001",3,"noboj001",4,"owens001",6,"gardm001",1,"heskj001","schmd001"
"MON199007010","19900701",0,"Sunday",137,"F","D","ATL","MON","MON02","avers001","boydo001","tatat901","bonig901","quicj901","rennd901","","",27763,"Bill Disney","","Bill Disney","","",2,1,0,0,-1,0,0,5,150,9,1,5,6,8,1,1,5,7,"boydo001","avers001","","","smitl002",7,"treaj001",4,"gantr001",8,"presj001",5,"justd001",3,"murpd001",9,"thoma001",6,"kremj001",2,"avers001",1,"nixoo001",8,"grism001",7,"walkl001",9,"wallt001",5,"fitzm001",2,"galaa001",3,"noboj001",4,"owens001",6,"boydo001",1,"merck001","schmd001"
"MON199007020","19900702",0,"Monday",737,"F","N","ATL","MON","MON02","smolj001","farmh001","harvd901","crawj901","demud901","grege901","","",14425,"Bill Disney","","Bill Disney","","",2,1,0,0,-1,0,0,5,151,9,6,3,10,5,0,0,6,7,"smolj001","farmh001","boevj001","","mcdoo001",8,"treaj001",4,"gantr001",7,"presj001",5,"justd001",3,"murpd001",9,"olsog002",2,"thoma001",6,"smolj001",1,"nixoo001",7,"martd002",8,"walkl001",9,"wallt001",5,"aldrm001",3,"santn001",2,"folet001",4,"owens001",6,"farmh001",1,"boevj001","sampb002"
"MON199007030","19900703",0,"Tuesday",735,"F","N","CIN","MON","MON02","browt001","smitz001","crawj901","demud901","grege901","harvd901","","",14944,"MILLETT, MICHAE","","FRUEHLING, DAVI","","",2,1,0,2,0,4,1,5,127,9,2,0,9,3,0,1,7,5,"browt001","smitz001","myerr001","","hatcb001",7,"larkb001",6,"saboc001",5,"davie001",8,"benzt001",3,"bragg001",9,"duncm001",4,"olivj001",2,"browt001",1,"nixoo001",8,"grism001",7,"walkl001",9,"wallt001",5,"fitzm001",2,"galaa001",3,"noboj001",4,"owens001",6,"smitz001",1,"myerr001",""
"MON199007040","19900704",0,"Wednesday",743,"F","N","CIN","MON","MON02","scuds001","martd001","demud901","grege901","harvd901","crawj901","","",15827,"WHITE, DOUG","","FRUEHLING, DAVI","","",3,1,0,2,0,4,1,5,150,9,3,5,5,9,0,0,4,6,"martd001","scuds001","schmd001","","saboc001",5,"larkb001",6,"oneip001",9,"davie001",8,"grifk001",3,"bragg001",7,"oestr001",4,"olivj001",2,"scuds001",1,"martd002",8,"fitzm001",2,"walkl001",9,"wallt001",5,"aldrm001",7,"galaa001",3,"folet001",4,"owens001",6,"martd001",1,"mahlr001","schmd001"
"MON199007050","19900705",0,"Thursday",735,"F","N","HOU","MON","MON02","scotm001","gardm001","hirsm901","darlg901","froeb901","pullf901","","",14885,"SATTLER, SAM","","FRUEHLING, DAVI","","",2,1,65,2,0,4,1,4,157,9,0,11,4,9,1,0,6,7,"gardm001","scotm001","","","yelde001",8,"ramir001",6,"oberk001",5,"stubf001",3,"biggc001",7,"anthe001",9,"gedmr001",2,"rohdd001",4,"scotm001",1,"martd002",8,"folet001",4,"walkl001",9,"wallt001",5,"aldrm001",7,"galaa001",3,"santn001",2,"owens001",6,"gardm001",1,"hernx001",""
