"PIT196104180","19610418",0,"Tuesday",0,"F","D","CHN","PIT","PIT06","ellsd101","mizew101","venzt901","sudoe901","dascf901","secof101","","",30781,"Cubs","Ron Rakowski","Ron Rakowski","1992/08/17 12:44PM","",1,2,42,0,-1,2,2,2,141,9,3,5,7,12,1,0,5,8,"mizew101","wrigm101","facer101","","ashbr101",7,"zimmd101",4,"willb104",9,"santr102",5,"banke101",6,"rodga101",3,"heisa101",8,"bertd101",2,"ellsd101",1,"skinb101",7,"groad101",6,"clemr101",9,"stuad101",3,"mazeb101",4,"smith106",2,"bakeg101",5,"virdb101",8,"mizew101",1,"wrigm101","facer101"
"PIT196104190","19610419",0,"Wednesday",0,"F","N","CHN","PIT","PIT06","andeb102","frieb102","sudoe901","dascf901","secof101","venzt901","","",12742,"Cubs","Ron Rakowski","Ron Rakowski","1992/08/17 4:42PM","",1,2,42,0,-1,4,1,4,144,9,1,4,3,10,0,0,5,9,"frieb102","andeb102","","","ashbr101",7,"zimmd101",4,"willb104",9,"santr102",5,"banke101",6,"bouce101",3,"heisa101",8,"bertd101",2,"andeb102",1,"virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"mazeb101",4,"smith106",2,"bakeg101",5,"frieb102",1,"drotd101",""
"PIT196104200","19610420",0,"Thursday",0,"F","N","CHN","PIT","PIT06","hobbg101","gibbj102","dascf901","secof101","venzt901","sudoe901","","",10428,"Cubs","Ron Rakowski","Ron Rakowski","1992/08/18 12:22PM","",1,2,49,0,0,4,1,4,118,9,3,0,10,6,1,0,7,5,"hobbg101","gibbj102","","","heisa101",8,"zimmd101",4,"willb104",9,"santr102",5,"banke101",6,"thomf103",7,"rodga101",3,"bertd101",2,"hobbg101",1,"virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"smith106",2,"mazeb101",4,"gibbj102",1,"","labic101"
"PIT196104230","19610423",0,"Sunday",205,"F","D","MLN","PIT","PIT06","spahw101","law-v101","burkk101","pelec901","conlj102","forma901","donaa901","",21249,"Miley Collect.","Ron Rakowski","Ron Rakowski","1994/09/08 12:58AM","",3,0,0,0,-1,0,0,1,143,9,3,1,13,7,0,0,9,8,"spahw101","law-v101","","","mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"coviw101",7,"adcoj101",3,"lau-c101",2,"demej101",9,"spahw101",1,"skinb101",7,"groad101",6,"clemr101",9,"stuad101",3,"hoakd101",5,"cimog101",8,"smith106",2,"mazeb101",4,"law-v101",1,"","facer101"
"PIT196104240","19610424",0,"Monday",0,"F","N","MLN","PIT","PIT06","buhlb101","frieb102","pelec901","conlj102","forma901","donaa901","burkk101","",14826,"243","Ron Rakowski","Ron Rakowski","1994/09/08 10:58PM","",0,0,0,0,-1,0,0,0,150,9,6,7,7,13,1,2,4,8,"frieb102","drabm101","labic101","","mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"coviw101",7,"adcoj101",3,"lau-c101",2,"demej101",9,"buhlb101",1,"cimog101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"smith106",2,"mazeb101",4,"frieb102",1,"mcmad102","labic101"
"PIT196104260","19610426",0,"Wednesday",0,"F","N","PHI","PIT","PIT06","greed101","mizew101","smitv101","boggd901","gormt101","lands901","","",9420,"Allen Lewis","Ron Rakowski","Ron Rakowski","1994/09/08 11:17PM","",1,0,0,0,-1,0,0,0,157,9,2,3,8,7,1,0,7,8,"mizew101","greed101","","","malkb101",5,"callj101",9,"taylt101",4,"smitb104",7,"gonzt101",8,"herrp101",3,"dalrc101",2,"amarr101",6,"greed101",1,"cimog101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"burgs101",2,"mazeb101",4,"mizew101",1,"buzhj101",""
"PIT196105050","19610505",0,"Friday",0,"F","N","LAN","PIT","PIT06","podrj101","frieb102","forma901","barla901","craws901","jackb901","varge901","",25023,"Allan Roth","David W. Smith","David W. Smith","1994/01/21 9:45PM","",1,1,0,0,-1,0,0,0,158,9,10,0,15,7,0,5,10,8,"podrj101","frieb102","farrt101","","willm102",6,"daviw102",8,"davit103",5,"moonw101",7,"larkn101",3,"howaf102",9,"rosej101",2,"nealc101",4,"podrj101",1,"skinb101",7,"groad101",6,"clemr101",9,"stuad101",3,"cimog101",8,"hoakd101",5,"smith106",2,"mazeb101",4,"frieb102",1,"farrt101","greef101"
"PIT196105060","19610506",0,"Saturday",0,"F","D","LAN","PIT","PIT06","crair101","gibbj102","barla901","craws901","jackb901","varge901","forma901","",9736,"Allan Roth","David W. Smith","David W. Smith","1994/01/22 9:34AM","",1,1,0,0,-1,0,0,0,144,9,5,9,8,13,2,1,3,10,"gibbj102","crair101","facer101","","willm102",6,"gillj102",5,"moonw101",7,"davit103",8,"hodgg101",3,"howaf102",9,"nealc101",4,"rosej101",2,"crair101",1,"virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"burgs101",2,"mazeb101",4,"gibbj102",1,"goldj102","facer101"
"PIT196105070","19610507",0,"Sunday",0,"F","D","LAN","PIT","PIT06","koufs101","wittr101","craws901","jackb901","varge901","forma901","barla901","",17363,"Allan Roth","David W. Smith","David W. Smith","1994/01/22 9:51AM","",1,1,0,0,-1,0,0,0,154,9,4,2,6,10,0,0,3,6,"koufs101","wittr101","sherl101","","willm102",6,"daviw102",8,"davit103",5,"moonw101",7,"larkn101",3,"howaf102",9,"rosej101",2,"nealc101",4,"koufs101",1,"virdb101",8,"groad101",6,"clemr101",9,"stuad101",3,"cimog101",7,"hoakd101",5,"smith106",2,"mazeb101",4,"wittr101",1,"sherl101","facer101"
"PIT196105090","19610509",0,"Tuesday",0,"F","N","SFN","PIT","PIT06","sanfj101","haddh101","sudoe901","dascf901","secof101","steim901","venzt901","",17250,"Bob Stevens","Ron Rakowski","Ron Rakowski","1994/09/08 11:55PM","",1,0,0,0,-1,0,0,0,143,9,6,9,13,13,0,0,7,5,"haddh101","sanfj101","labic101","","davej101",5,"amalj101",4,"maysw101",8,"alouf101",9,"cepeo101",3,"kuenh101",7,"baile101",2,"pagaj101",6,"sanfj101",1,"virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"burgs101",2,"mazeb101",4,"haddh101",1,"fishe102","labic101"
