"CIN196104110","19610411",0,"Tuesday",0,"F","D","CHN","CIN","CIN07","hobbg101","otooj101","boggd901","gormt101","lands901","smitv101","","",28713,"Cubs","Ron Rakowski","Ron Rakowski","1992/08/13 8:41PM","",1,2,57,0,-1,4,1,1,116,9,1,7,4,14,0,0,2,5,"otooj101","hobbg101","","","ashbr101",7,"zimmd101",4,"willb104",9,"banke101",6,"santr102",5,"heisa101",8,"rodga101",3,"thacm101",2,"hobbg101",1,"kaske101",6,"pinsv101",8,"robif103",7,"postw101",9,"freeg102",5,"coleg101",3,"baile101",2,"baumj102",4,"otooj101",1,"brewj102",""
"CIN196104130","19610413",0,"Thursday",0,"F","D","CHN","CIN","CIN07","ellsd101","purkb101","gormt101","lands901","smitv101","boggd901","","",1216,"Cubs","Ron Rakowski","Ron Rakowski","1996/08/23 7:33AM","",1,2,45,3,-1,4,1,2,140,9,2,5,8,14,0,1,10,9,"purkb101","schaj105","","","ashbr101",7,"zimmd101",4,"willb104",9,"santr102",5,"banke101",6,"bouce101",3,"tayls102",2,"heisa101",8,"ellsd101",1,"kaske101",6,"pinsv101",8,"robif103",7,"postw101",9,"freeg102",5,"coleg101",3,"baile101",2,"baumj102",4,"purkb101",1,"brewj102",""
"CIN196104290","19610429",0,"Saturday",0,"F","N","PIT","CIN","CIN07","law-v101","jay-j101","boggd901","gormt101","lands901","smitv101","","",9173,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 2:28PM","",1,0,39,0,-1,4,1,4,136,9,6,3,7,5,0,2,6,3,"law-v101","jay-j101","facer101","","virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"burgs101",2,"mazeb101",4,"law-v101",1,"blasd101",4,"freeg102",5,"bellg103",7,"postw101",9,"robif103",8,"coleg101",3,"schmb101",2,"cardl101",6,"jay-j101",1,"facer101","henrb101"
"CIN196104301","19610430",1,"Sunday",0,"F","D","PIT","CIN","CIN07","frieb102","hookj101","gormt101","lands901","smitv101","boggd901","","",0,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 3:22PM","",1,0,0,0,-1,0,0,0,141,9,6,3,9,10,1,1,5,7,"frieb102","hookj101","facer101","","virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"smith106",2,"mazeb101",4,"frieb102",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"schmb101",2,"cardl101",6,"hookj101",1,"facer101","nunnh101"
"CIN196104302","19610430",2,"Sunday",0,"F","D","PIT","CIN","CIN07","gibbj102","purkb101","lands901","smitv101","boggd901","gormt101","","",11743,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 4:12PM","",1,0,0,0,-1,0,0,0,126,9,2,4,6,6,2,0,4,5,"purkb101","gibbj102","","","virdb101",8,"groad101",6,"skinb101",7,"stuad101",3,"clemr101",9,"hoakd101",5,"burgs101",2,"mazeb101",4,"gibbj102",1,"cardl101",6,"blasd101",4,"freeg102",5,"postw101",9,"robif103",8,"bellg103",7,"coleg101",3,"zimmj101",2,"purkb101",1,"shanb102",""
"CIN196105010","19610501",0,"Monday",0,"F","N","PHI","CIN","CIN07","rober102","otooj101","forma901","barla901","craws901","varge901","","",2089,"Allen Lewis","Ron Rakowski","Ron Rakowski","1996/08/22 4:23PM","",1,0,0,0,-1,0,0,0,136,9,2,3,6,12,0,0,3,9,"otooj101","rober102","","","malkb101",5,"callj101",9,"taylt101",4,"smitb104",7,"herrp101",3,"delgb101",8,"neemc101",2,"amarr101",6,"rober102",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"schmb101",2,"cardl101",6,"otooj101",1,"baldj101",""
"CIN196105020","19610502",0,"Tuesday",0,"F","N","PHI","CIN","CIN07","greed101","huntk101","barla901","craws901","varge901","forma901","jackb901","",3026,"Allen Lewis","Ron Rakowski","Ron Rakowski","1994/09/14 5:08PM","",1,0,0,0,-1,0,0,0,150,9,2,3,6,4,1,0,9,1,"huntk101","greed101","brosj101","","sadob101",5,"taylt101",4,"callj101",9,"gonzt101",8,"smitb104",7,"herrp101",3,"dalrc101",2,"amarr101",6,"greed101",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"schmb101",2,"cardl101",6,"huntk101",1,"ferrd102","brosj101"
"CIN196105030","19610503",0,"Wednesday",0,"F","N","PHI","CIN","CIN07","buzhj101","maloj102","craws901","varge901","forma901","barla901","jackb901","",4018,"Allen Lewis","Ron Rakowski","Ron Rakowski","1996/08/23 5:25PM","",1,0,0,0,-1,0,0,0,171,9,3,9,8,9,1,1,10,3,"maloj102","buzhj101","henrb101","","sadob101",5,"callj101",9,"currt101",7,"gonzt101",8,"dalrc101",2,"herrp101",3,"malkb101",4,"amarr101",6,"buzhj101",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"schmb101",2,"cardl101",6,"maloj102",1,"lehmk101","henrb101"
"CIN196105040","19610504",0,"Thursday",0,"F","N","PHI","CIN","CIN07","mahaa102","jay-j101","varge901","forma901","barla901","craws901","jackb901","",3087,"Allen Lewis","Ron Rakowski","Ron Rakowski","1994/09/14 5:37PM","",1,0,0,0,-1,0,0,0,135,9,0,4,1,7,0,0,1,7,"jay-j101","mahaa102","","","sadob101",5,"callj101",9,"currt101",7,"gonzt101",8,"dalrc101",2,"herrp101",3,"malkb101",4,"amarr101",6,"mahaa102",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"cardl101",6,"zimmj101",2,"jay-j101",1,"",""
"CIN196105100","19610510",0,"Wednesday",805,"F","N","SLN","CIN","CIN07","simmc101","jay-j101","jackb901","varge901","barla901","craws901","","",10144,"Cardinals","Ron Rakowski","Ron Rakowski","1994/09/14 6:19PM","",1,0,0,0,-1,0,0,0,168,9,2,3,6,10,0,1,9,11,"jay-j101","simmc101","henrb101","","landd101",8,"javij101",4,"whitb105",3,"boyek101",5,"musis101",7,"spend101",6,"cunnj101",9,"smith108",2,"simmc101",1,"blasd101",4,"pinsv101",8,"robif103",7,"postw101",9,"freeg102",5,"cardl101",6,"coleg101",3,"schmb101",2,"jay-j101",1,"mcdal101","henrb101"
"CIN196105190","19610519",0,"Friday",0,"F","N","MLN","CIN","CIN07","burdl101","otooj101","secof101","steim901","venzt901","sudoe901","dascf901","",15589,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 6:55PM","",1,0,0,0,-1,0,0,0,129,9,2,3,5,8,0,0,7,6,"otooj101","burdl101","","","mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"thomf103",7,"adcoj101",3,"demej101",9,"lau-c101",2,"burdl101",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"kaske101",6,"schmb101",2,"otooj101",1,"",""
"CIN196105200","19610520",0,"Saturday",0,"F","D","MLN","CIN","CIN07","nottd101","huntk101","steim901","venzt901","sudoe901","dascf901","secof101","",6785,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 7:48PM","",1,0,0,0,-1,0,0,0,178,9,9,5,12,11,0,2,7,9,"mcmad102","huntk101","drabm101","","mayel101",9,"mcmir101",6,"mathe101",5,"aaroh101",8,"bollf101",4,"adcoj101",3,"thomf103",7,"lau-c101",2,"nottd101",1,"blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"kaske101",6,"schmb101",2,"huntk101",1,"drabm101","henrb101"
"CIN196105211","19610521",1,"Sunday",0,"F","D","MLN","CIN","CIN07","spahw101","jay-j101","venzt901","sudoe901","dascf901","secof101","steim901","",0,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 11:30PM","",1,0,0,0,-1,0,0,0,165,9,6,7,10,11,2,1,5,7,"jay-j101","drabm101","","","mayel101",9,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"torrj101",2,"thomf103",7,"mcmir101",6,"spahw101",1,"blasd101",4,"kaske101",6,"robif103",7,"postw101",9,"freeg102",5,"coleg101",3,"pinsv101",8,"zimmj101",2,"jay-j101",1,"drabm101",""
"CIN196105212","19610521",2,"Sunday",0,"F","D","MLN","CIN","CIN07","willc104","maloj102","sudoe901","dascf901","secof101","steim901","venzt901","",25809,"Jim Ferguson","Ron Rakowski","Ron Rakowski","1996/08/22 9:30PM","",1,0,0,0,-1,0,0,0,165,9,3,2,6,11,0,0,6,7,"willc104","maloj102","raymc101","","mayel101",9,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"torrj101",2,"thomf103",7,"logaj101",6,"willc104",1,"blasd101",4,"kaske101",6,"bellg103",7,"postw101",9,"freeg102",5,"coleg101",3,"pinsv101",8,"schmb101",2,"maloj102",1,"raymc101","nunnh101"
"CIN196105220","19610522",0,"Monday",0,"F","N","LAN","CIN","CIN07","wills102","purkb101","conlj102","burkk101","steim901","pelec901","donaa901","",3141,"Allan Roth","David W. Smith","David W. Smith","1994/03/03 5:58PM","",1,1,0,0,-1,0,0,0,181,10,2,1,10,4,2,0,10,5,"wills102","purkb101","","","willm102",6,"gillj102",4,"daviw102",8,"moonw101",7,"davit103",5,"snidd101",9,"larkn101",3,"rosej101",2,"wills102",1,"blasd101",4,"kaske101",6,"bellg103",9,"robif103",7,"freeg102",5,"coleg101",3,"pinsv101",8,"schmb101",2,"purkb101",1,"","henrb101"
"CIN196105230","19610523",0,"Tuesday",0,"F","N","LAN","CIN","CIN07","drysd101","huntk101","burkk101","steim901","pelec901","donaa901","conlj102","",6628,"Allan Roth","David W. Smith","David W. Smith","1994/03/19 12:34PM","",1,1,0,0,-1,0,0,0,155,9,0,2,5,7,0,0,10,7,"huntk101","drysd101","henrb101","","willm102",6,"gillj102",4,"daviw102",8,"moonw101",7,"davit103",5,"snidd101",9,"larkn101",3,"rosej101",2,"drysd101",1,"kaske101",6,"blasd101",4,"pinsv101",8,"robif103",7,"bellg103",9,"coleg101",3,"freeg102",5,"zimmj101",2,"huntk101",1,"perrr101","henrb101"
"CIN196105240","19610524",0,"Wednesday",0,"F","N","SFN","CIN","CIN07","mccom103","otooj101","steim901","pelec901","donaa901","conlj102","burkk101","",10699,"Bob Stevens","Ron Rakowski","Ron Rakowski","1996/08/22 8:44PM","",1,0,0,0,-1,0,0,0,151,9,5,4,9,9,1,2,6,5,"mccom103","otooj101","bolib101","","alouf101",9,"amalj101",4,"maysw101",8,"cepeo101",3,"kuenh101",7,"davej101",5,"baile101",2,"pagaj101",6,"mccom103",1,"kaske101",6,"blasd101",4,"pinsv101",8,"robif103",7,"freeg102",5,"postw101",9,"coleg101",3,"zimmj101",2,"otooj101",1,"bolib101","bridm101"
"CIN196105270","19610527",0,"Saturday",0,"F","N","PHI","CIN","CIN07","buzhj101","jay-j101","sudoe901","dascf901","secof101","venzt901","","",7690,"Allen Lewis","Ron Rakowski","Ron Rakowski","1994/09/14 8:59PM","",1,0,0,0,-1,0,0,0,140,9,4,5,7,8,3,1,4,4,"jay-j101","buzhj101","brosj101","","malkb101",4,"colec105",2,"callj101",7,"herrp101",3,"gonzt101",8,"waltk101",9,"smitc105",6,"woodj103",5,"buzhj101",1,"kaske101",6,"blasd101",4,"pinsv101",8,"robif103",7,"coleg101",3,"bellg103",9,"freeg102",5,"zimmj101",2,"jay-j101",1,"shorc102","brosj101"
"CIN196105280","19610528",0,"Sunday",0,"F","D","PHI","CIN","CIN07","sullf101","purkb101","dascf901","secof101","venzt901","sudoe901","","",6632,"Allen Lewis","Ron Rakowski","Ron Rakowski","1994/09/14 9:27PM","",1,0,0,0,-1,0,0,0,123,9,2,4,8,6,0,0,7,7,"purkb101","sullf101","","","malkb101",4,"colec105",2,"callj101",7,"herrp101",3,"gonzt101",8,"waltk101",9,"smitc105",6,"woodj103",5,"sullf101",1,"kaske101",6,"blasd101",4,"pinsv101",8,"robif103",7,"bellg103",9,"coleg101",3,"freeg102",5,"zimmj101",2,"purkb101",1,"lehmk101",""
"CIN196106020","19610602",0,"Friday",0,"F","N","CHN","CIN","CIN07","curtj102","purkb101","lands901","smitv101","boggd901","gormt101","","",12656,"Cubs","Ron Rakowski","Ron Rakowski","1996/08/22 12:56PM","",1,2,68,0,-1,1,1,2,175,9,7,6,13,9,2,1,7,6,"curtj102","purkb101","elstd101","","ashbr101",8,"zimmd101",4,"santr102",5,"banke101",7,"altmg101",9,"bouce101",3,"tayls102",2,"kindj101",6,"curtj102",1,"blasd101",4,"kaske101",6,"pinsv101",8,"robif103",7,"freeg102",5,"postw101",9,"coleg101",3,"zimmj101",2,"purkb101",1,"elstd101","nunnh101"
"CIN196106030","19610603",0,"Saturday",0,"F","D","CHN","CIN","CIN07","ellsd101","huntk101","smitv101","boggd901","gormt101","lands901","","",5756,"Cubs","Ron Rakowski","Ron Rakowski","1996/08/22 12:32PM","",1,2,75,0,-1,4,1,3,175,9,10,7,11,8,1,1,7,5,"hobbg101","brosj101","","","ashbr101",8,"zimmd101",4,"santr102",5,"banke101",7,"altmg101",9,"bouce101",3,"bertd101",2,"kindj101",6,"ellsd101",1,"blasd101",4,"kaske101",6,"pinsv101",8,"robif103",7,"freeg102",5,"postw101",9,"coleg101",3,"zimmj101",2,"huntk101",1,"hobbg101","henrb101"
"CIN196106041","19610604",1,"Sunday",0,"F","D","CHN","CIN","CIN07","andeb102","maloj102","boggd901","gormt101","lands901","smitv101","","",0,"Cubs","Ron Rakowski","Ron Rakowski","1996/08/22 5:17AM","",1,2,80,0,-1,4,1,1,148,9,1,3,3,6,1,0,6,7,"maloj102","andeb102","","","ashbr101",8,"zimmd101",4,"santr102",5,"banke101",7,"altmg101",9,"bouce101",3,"bertd101",2,"kindj101",6,"andeb102",1,"kaske101",6,"blasd101",4,"pinsv101",8,"robif103",9,"lyncj102",7,"coleg101",3,"freeg102",5,"zimmj101",2,"maloj102",1,"brewj102",""
