"TOR197804250","19780425",0,"Tuesday",403,"T","D","CLE","TOR","TOR01","garlw101","garvj101","clara901","kunkb101","deegb901","coont901","","",11348,"Indians, Jays","Doug Burks","Doug Burks","1996/12/29 7:09PM","",0,0,68,0,-1,0,0,0,130,9,6,5,10,10,1,1,5,7,"garlw101","garvj101","kinnd101","","dadep101",9,"cox-t101",7,"bellb001",5,"thora001",3,"blanl101",6,"hortw101",10,"pruir101",2,"speeh101",8,"kuipd001",4,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",7,"ceror001",2,"iorgg001",4,"gomel101",6,"kinnd101","willm101"
"TOR197805090","19780509",0,"Tuesday",734,"T","N","OAK","TOR","TOR01","brobp101","undet001","pales901","denkd901","phild901","mccol901","","",11339,"TOR/OAK","Chris Chestnut","Chris Chestnut","1997/02/04 5:57PM","",1,0,61,0,-1,0,0,0,151,9,0,4,5,6,0,1,8,5,"undet001","brobp101","","","nortb101",8,"edwam101",4,"pagem001",7,"alexg101",10,"guerm101",6,"reved101",3,"stags101",5,"essij001",2,"dilom001",9,"boser101",8,"bailb001",5,"upshw001",7,"cartr101",10,"maybj101",3,"huttt101",9,"ashba001",2,"mckad101",4,"gomel101",6,"heavd101",""
"TOR197805100","19780510",0,"Wednesday",737,"T","N","OAK","TOR","TOR01","langr001","clanj001","denkd901","phild901","mccol901","pales901","","",21766,"OAK/TOR","Chris Chestnut","Chris Chestnut","1997/02/04 6:42PM","",1,0,59,0,-1,0,0,0,159,9,1,3,6,5,0,3,9,4,"clanj001","langr001","","","nortb101",8,"edwam101",4,"pagem001",7,"thomg101",9,"guerm101",6,"reved101",3,"alexg101",10,"essij001",2,"stags101",5,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"upshw001",7,"ceror001",2,"mckad101",4,"gomel101",6,"sosae101",""
"TOR197805120","19780512",0,"Friday",816,"T","N","SEA","TOR","TOR01","mitcp101","jeffj101","goetr901","brinj901","fordd901","bremn901","","",11518,"TOR","Dunkle","Dunkle","1997/02/01 10:12PM","",1,0,57,0,-1,0,0,0,153,9,3,8,8,15,1,0,9,10,"jeffj101","rawls001","","","cruzj002",4,"reync001",6,"braus001",10,"bochb001",7,"joner002",8,"steib001",5,"stinb101",2,"bernj101",3,"halej101",9,"boser101",8,"bailb001",9,"huttt101",7,"cartr101",10,"maybj101",3,"hower001",5,"ashba001",2,"mckad101",4,"gomel101",6,"houst101",""
"TOR197805130","19780513",0,"Saturday",448,"T","D","SEA","TOR","TOR01","poled101","lemad101","brinj901","fordd901","bremn901","goetr901","","",21350,"TOR","Dunkle","Dunkle","1997/02/01 10:24PM","",1,0,55,0,-1,0,0,0,170,9,9,6,11,9,3,0,9,7,"poled101","lemad101","romoe101","","cruzj002",4,"reync001",6,"braus001",10,"bochb001",7,"joner002",8,"steib001",5,"bernj101",3,"halej101",9,"plumb101",2,"boser101",8,"bailb001",9,"huttt101",7,"cartr101",10,"maybj101",3,"hower001",5,"ashba001",2,"mckad101",4,"gomel101",6,"romoe101","willm101"
"TOR197805150","19780515",0,"Monday",731,"T","N","CAL","TOR","TOR01","bretk101","garvj101","fordd901","bremn901","goetr901","brinj901","","",11295,"Angels/Toronto","Greg Beston","Greg Beston","1997/02/03 4:51PM","",0,0,61,0,20,0,0,4,168,9,6,10,8,11,2,1,8,4,"moorb101","hartp001","","","gricb001",4,"chald101",6,"bostl101",8,"rudij101",10,"bayld001",7,"jackr002",3,"rettm101",9,"lansc001",5,"downb001",2,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"veleo101",7,"maybj101",3,"ceror001",2,"mckad101",4,"gomel101",6,"milld101","murpt101"
"TOR197805160","19780516",0,"Tuesday",732,"T","N","CAL","TOR","TOR01","aased001","undet001","bremn901","goetr901","brinj901","fordd901","","",12044,"Angels/Toronto","Greg Beston","Greg Beston","1997/02/03 5:35PM","",0,0,61,0,-1,0,0,4,159,9,4,5,9,9,1,1,10,9,"willm101","aased001","murpt101","","gricb001",4,"chald101",6,"bostl101",8,"rudij101",10,"bayld001",7,"jackr002",3,"rettm101",9,"lansc001",5,"downb001",2,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",7,"mckad101",4,"ashba001",2,"gomel101",6,"larod101","murpt101"
"TOR197805190","19780519",0,"Friday",730,"T","N","NYA","TOR","TOR01","tidrd001","jeffj101","reilm901","hallb901","dimul901","kaisk901","","",26025,"","Russel Tisseman","Russel Tisseman","1996/10/10 1:47PM","",0,0,79,0,14,0,0,0,167,9,11,3,14,12,0,1,9,10,"tidrd001","jeffj101","","","rivem001",8,"randw001",4,"munst101",2,"jackr001",9,"chamc001",3,"nettg001",5,"pinil001",7,"spenj101",10,"dentb001",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",7,"mckad101",4,"ceror001",2,"gomel101",6,"eastr101","walld103"
"TOR197805200","19780520",0,"Saturday",130,"T","D","NYA","TOR","TOR01","beatj001","lemad101","hallb901","dimul901","kaisk901","reilm901","","",30550,"","Russel Tisseman","Russel Tisseman","1996/10/12 1:27PM","",0,0,68,0,8,0,0,0,145,9,8,10,15,9,3,1,10,4,"lemad101","clayk101","","ceror001","rivem001",8,"randw001",4,"munst101",2,"jackr001",9,"chamc001",10,"nettg001",5,"pinil001",7,"spenj101",3,"dentb001",6,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"ewins101",10,"ceror001",2,"mckad101",4,"gomel101",6,"holtk101","murpt101"
"TOR197805211","19780521",1,"Sunday",137,"T","D","NYA","TOR","TOR01","figue101","undet001","dimul901","kaisk901","reilm901","hallb901","","",0,"6/7","Dunkle","Dunkle","1997/03/04 10:08PM","",1,0,61,0,13,0,0,0,138,9,2,1,9,8,0,0,7,6,"figue101","undet001","gossr001","","rivem001",8,"randw001",4,"munst101",10,"jackr001",9,"pinil001",7,"chamc001",3,"nettg001",5,"johnc001",2,"dentb001",6,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"ewins101",10,"ceror001",2,"mckad101",4,"gomel101",6,"gossr001","murpt101"
"TOR197805212","19780521",2,"Sunday",432,"T","D","NYA","TOR","TOR01","clayk101","garvj101","kaisk901","reilm901","hallb901","dimul901","","",41308,"6/7","Dunkle","Dunkle","1997/03/04 10:17PM","",1,0,0,0,-1,0,0,0,134,9,9,1,14,9,1,1,7,8,"clayk101","garvj101","","","rivem001",8,"randw001",4,"munst101",2,"jackr001",9,"pinil001",7,"chamc001",3,"nettg001",5,"johnc001",10,"dentb001",6,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"ewins101",10,"mckad101",4,"ashba001",2,"gomel101",6,"lyles101","kirkd101"
"TOR197805220","19780522",0,"Monday",131,"T","D","BOS","TOR","TOR01","ripla101","clanj001","sprim901","barnl901","evanj901","merrd901","","",25054,"Red Sox/Toronto","Greg Beston","Greg Beston","1996/12/12 3:10PM","",0,0,63,0,8,0,0,0,152,9,5,4,7,11,0,1,4,7,"ripla101","clanj001","stanb001","","burlr001",6,"remyj001",4,"ricej001",7,"yastc101",3,"fiskc001",2,"lynnf001",8,"hobsb101",5,"evand002",9,"brohj101",10,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"ewins101",10,"ceror001",2,"mckad101",4,"gomel101",6,"stanb001",""
"TOR197805230","19780523",0,"Tuesday",732,"T","N","BOS","TOR","TOR01","wrigj103","jeffj101","barnl901","evanj901","merrd901","sprim901","","",14578,"Red Sox/Toronto","Greg Beston","Greg Beston","1996/12/12 3:51PM","",0,0,65,0,-1,0,0,4,180,12,1,2,7,11,0,0,5,10,"jeffj101","campb001","","","burlr001",6,"remyj001",4,"ricej001",7,"yastc101",3,"fiskc001",2,"lynnf001",8,"hobsb101",5,"evand002",9,"brohj101",10,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"ewins101",10,"ceror001",2,"mckad101",4,"gomel101",6,"campb001",""
"TOR197805240","19780524",0,"Wednesday",739,"T","N","BOS","TOR","TOR01","torrm001","lemad101","evanj901","merrd901","sprim901","barnl901","","",28825,"Red Sox/Toronto","Greg Beston","Greg Beston","1996/12/12 4:56PM","",0,0,73,0,-1,0,0,4,135,9,8,2,8,7,0,0,4,8,"torrm001","lemad101","","","burlr001",6,"remyj001",4,"ricej001",7,"lynnf001",8,"fiskc001",2,"hobsb101",5,"brohj101",10,"evand002",9,"kendf101",3,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"upshw001",10,"ceror001",2,"mckad101",4,"gomel101",6,"","willm101"
"TOR197805250","19780525",0,"Thursday",733,"T","N","BOS","TOR","TOR01","ecked001","undet001","merrd901","sprim901","barnl901","evanj901","","",17197,"Red Sox/Toronto","Greg Beston","Greg Beston","1996/12/13 3:07PM","",0,0,77,0,-1,0,0,4,161,9,9,5,9,13,0,3,5,10,"ecked001","undet001","dragd101","","burlr001",6,"remyj001",4,"ricej001",7,"yastc101",8,"fiskc001",2,"hobsb101",5,"bailb103",10,"evand002",9,"kendf101",3,"boser101",8,"bailb001",9,"hower001",5,"maybj101",3,"huttt101",7,"upshw001",10,"mckad101",4,"gomel101",6,"ashba001",2,"dragd101","moorb101"
"TOR197806020","19780602",0,"Friday",739,"T","N","TEX","TOR","TOR01","matlj101","jeffj101","clara901","kunkb101","hendt901","coont901","","",25273,"Rangers/Toronto","Greg Beston","Greg Beston","1997/01/26 3:46PM","",0,0,63,0,10,0,0,4,113,9,1,3,4,7,0,0,1,3,"jeffj101","matlj101","","","bondb101",9,"hargm001",3,"willb101",4,"oliva001",10,"ziskr101",7,"sundj001",2,"benij001",8,"harrt001",5,"masoj101",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"veleo101",7,"maybj101",3,"mckad101",4,"ceror001",2,"gomel101",6,"",""
"TOR197806030","19780603",0,"Saturday",733,"T","N","TEX","TOR","TOR01","umbaj101","undet001","kunkb101","hendt901","coont901","clara901","","",32021,"Rangers/Toronto","Greg Beston","Greg Beston","1997/01/26 4:28PM","",0,0,63,0,16,0,0,4,156,9,3,4,9,6,2,0,9,8,"undet001","umbaj101","murpt101","","harrt001",5,"oliva001",7,"bondb101",9,"ziskr101",10,"sundj001",2,"benij001",8,"hargm001",3,"bevak001",4,"normn001",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"veleo101",7,"aultd101",3,"mckad101",4,"ceror001",2,"gomel101",6,"clevr101","murpt101"
"TOR197806040","19780604",0,"Sunday",136,"T","D","TEX","TOR","TOR01","ellid101","lemad101","hendt901","coont901","clara901","kunkb101","","",28374,"Rangers/Toronto","Greg Beston","Greg Beston","1997/02/10 2:42PM","",0,0,65,0,-1,0,0,0,142,9,9,5,9,12,1,0,5,9,"ellid101","lemad101","comes001","","harrt001",5,"hargm001",3,"willb101",4,"oliva001",7,"bondb101",10,"ziskr101",9,"benij001",8,"ellij101",2,"masoj101",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"upshw001",7,"mckad101",4,"ceror001",2,"gomel101",6,"comes001","willm101"
"TOR197806131","19780613",1,"Tuesday",435,"T","D","MIN","TOR","TOR01","goltd101","moorb101","neudj901","malog901","mckej901","koscg901","","",0,"MIN/TOR","Dunkle","Dunkle","1997/01/13 11:10PM","",1,0,55,0,0,0,0,0,149,9,2,0,8,8,0,0,8,10,"goltd101","moorb101","marsm101","","norww101",7,"randb101",4,"fordd001",8,"riveb101",9,"moraj001",10,"kusic101",3,"wolfl101",5,"smalr001",6,"borgg101",2,"gomel101",6,"bailb001",8,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",9,"upshw001",7,"mckad101",4,"ashba001",2,"marsm101","colej102"
"TOR197806132","19780613",2,"Tuesday",733,"T","N","MIN","TOR","TOR01","zahng001","clanj001","malog901","mckej901","koscg901","neudj901","","",14489,"MIN/TOR","Dunkle","Dunkle","1997/01/13 11:21PM","",1,0,0,0,-1,0,0,0,145,9,7,2,12,7,1,0,10,7,"zahng001","clanj001","","","poweh101",9,"carer001",3,"fordd001",8,"cubbm101",5,"adamg101",10,"wyneb001",2,"chilr101",7,"wolfl101",6,"wilfr001",4,"gomel101",6,"bailb001",8,"hower001",5,"cartr101",10,"veleo101",9,"maybj101",3,"ceror001",2,"mckad101",4,"upshw001",7,"","lemad101"
"TOR197806141","19780614",1,"Wednesday",0,"T","D","MIL","TOR","TOR01","travb101","kirkd101","mckej901","koscg901","neudj901","malog901","","",0,"Brewers","D Lamoureaux","D Lamoureaux","1996/08/11 7:17PM","",0,0,63,0,-1,0,0,0,159,9,7,5,11,10,2,0,8,7,"castb101","murpt101","","","molip001",4,"bands101",3,"may-d101",7,"hisll101",10,"oglib001",9,"younr001",6,"thomg001",8,"gantj001",5,"martb001",2,"gomel101",6,"bailb001",8,"hower001",5,"cartr101",10,"veleo101",9,"maybj101",3,"mckad101",4,"upshw001",7,"ashba001",2,"castb101","colej102"
"TOR197806142","19780614",2,"Wednesday",844,"T","N","MIL","TOR","TOR01","auguj001","garvj101","koscg901","neudj901","malog901","mckej901","","",28346,"Brewers","D Lamoureaux","D Lamoureaux","1996/08/11 7:25PM","",0,0,0,0,-1,0,0,4,144,9,5,0,13,9,0,0,11,13,"auguj001","garvj101","","","molip001",5,"younr001",6,"bands101",3,"hisll101",10,"lezcs001",9,"david101",8,"wohlj001",7,"moorc001",2,"sakal001",4,"gomel101",6,"bailb001",8,"hower001",5,"cartr101",10,"veleo101",9,"maybj101",3,"mckad101",4,"ceror001",2,"upshw001",7,"steir101","willm101"
"TOR197806200","19780620",0,"Tuesday",737,"T","N","DET","TOR","TOR01","bakes101","garvj101","clara901","kunkb101","hendt901","coont901","","",31625,"Tigers/Toronto","Greg Beston","Greg Beston","1997/02/13 1:41PM","",0,0,77,0,8,0,0,4,192,13,4,3,9,8,0,1,8,8,"hillj101","willm101","","","leflr101",8,"kemps001",7,"staur001",10,"thomj001",3,"rodra101",5,"stanm101",9,"parrl001",2,"trama001",6,"whitl001",4,"upshw001",7,"bailb001",8,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",9,"mckad101",4,"ashba001",2,"gomel101",6,"hillj101","willm101"
"TOR197806210","19780621",0,"Wednesday",737,"T","N","DET","TOR","TOR01","billj101","undet001","kunkb101","hendt901","coont901","clara901","","",29439,"Tigers/Toronto","Greg Beston","Greg Beston","1997/02/13 3:02PM","",0,0,75,0,-1,0,0,4,182,9,10,8,15,15,1,1,7,7,"crawj102","kirkd101","foucs101","","leflr101",8,"kemps001",7,"staur001",10,"thomj001",3,"rodra101",5,"stanm101",9,"parrl001",2,"trama001",6,"whitl001",4,"upshw001",7,"bailb001",8,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",9,"mckad101",4,"ashba001",2,"gomel101",6,"foucs101","murpt101"
"TOR197806260","19780626",0,"Monday",0,"T","N","BAL","TOR","TOR01","flanm001","undet001","mccol901","pales901","denkd901","phild901","","",16184,"Orioles","","Ron Fisher","1993/02/14 11:55AM","",1,0,0,0,-1,0,0,0,178,9,10,24,12,24,0,2,7,8,"undet001","flanm001","","","garck001",6,"dauer001",5,"murre001",3,"singk001",9,"may-l101",10,"moraa101",7,"lopec101",8,"smitb101",4,"dempr001",2,"upshw001",7,"bailb001",8,"hower001",5,"cartr101",10,"veleo101",9,"aultd101",3,"mckad101",4,"gomel101",6,"milnb101",2,"stand101","murpt101"
"TOR197806271","19780627",1,"Tuesday",0,"T","N","BAL","TOR","TOR01","palmj001","lemad101","pales901","denkd901","phild901","mccol901","","",0,"Orioles","","Ron Fisher","1993/02/14 12:26PM","",1,0,0,0,-1,0,0,0,142,9,2,6,7,11,0,0,8,9,"lemad101","palmj001","cruzv101","","harll101",8,"dauer001",4,"kellp101",9,"murre001",3,"crowt101",10,"moraa101",7,"decid001",5,"garck001",6,"dempr001",2,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"upshw001",7,"mckad101",4,"johnt102",6,"ashba001",2,"","cruzv101"
"TOR197806272","19780627",2,"Tuesday",0,"T","N","BAL","TOR","TOR01","briln101","jeffj101","denkd901","phild901","mccol901","pales901","","",38563,"Orioles","","Ron Fisher","1993/02/14 1:40PM","",1,0,0,0,-1,0,0,0,195,9,8,9,14,11,2,0,10,10,"cruzv101","stand101","","","harll101",8,"dauer001",5,"murre001",3,"singk001",9,"may-l101",10,"kellp101",7,"hende103",2,"smitb101",4,"belam101",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"upshw001",7,"mckad101",4,"johnt102",6,"ceror001",2,"stand101","cruzv101"
"TOR197806280","19780628",0,"Wednesday",0,"T","N","BAL","TOR","TOR01","mcgrs001","clanj001","phild901","mccol901","pales901","denkd901","","",28392,"Orioles","","Ron Fisher","1993/02/14 1:59PM","",1,0,0,0,-1,0,0,4,129,9,2,3,5,9,1,2,5,6,"clanj001","mcgrs001","murpt101","","harll101",8,"dauer001",5,"kellp101",9,"murre001",3,"may-l101",10,"moraa101",7,"smitb101",4,"dempr001",2,"belam101",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"veleo101",7,"maybj101",3,"mckad101",4,"ceror001",2,"gomel101",6,"","murpt101"
"TOR197806300","19780630",0,"Friday",738,"T","N","CLE","TOR","TOR01","wiser101","garvj101","mccol901","pales901","denkd901","phild901","","",16129,"Indians/Toronto","Greg Beston","Greg Beston","1997/01/16 11:55PM","",0,0,79,0,-1,0,0,4,152,9,3,0,10,4,1,0,10,7,"wiser101","garvj101","","","dadep101",9,"mannr001",8,"thora001",3,"alexg101",10,"speeh101",7,"cox-t101",5,"veryt001",6,"kuipd001",4,"diazb001",2,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"upshw001",7,"mckad101",4,"ashba001",2,"gomel101",6,"","colej102"
"TOR197807010","19780701",0,"Saturday",137,"T","D","CLE","TOR","TOR01","hoodd101","undet001","pales901","denkd901","phild901","mccol901","","",19277,"Indians/Toronto","Greg Beston","Greg Beston","1997/01/17 12:32PM","",0,0,74,0,-1,0,0,0,170,9,3,9,7,12,3,0,10,9,"undet001","hoodd101","cruzv101","","dadep101",9,"mannr001",8,"thora001",3,"alexg101",10,"speeh101",7,"cox-t101",5,"veryt001",6,"kuipd001",4,"diazb001",2,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"veleo101",7,"aultd101",3,"mckad101",4,"ceror001",2,"gomel101",6,"spild001","cruzv101"
"TOR197807021","19780702",1,"Sunday",137,"T","D","CLE","TOR","TOR01","waitr001","lemad101","denkd901","phild901","mccol901","pales901","","",0,"Indians/Toronto","Greg Beston","Greg Beston","1997/01/17 1:07PM","",0,0,72,0,14,0,0,0,116,9,2,0,7,3,0,1,5,6,"waitr001","lemad101","kernj001","","norrj101",9,"mannr001",8,"grubj001",7,"thora001",3,"alexg101",2,"carbb101",10,"bellb001",5,"kuipd001",4,"veryt001",6,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"veleo101",7,"aultd101",3,"mckad101",4,"ceror001",2,"gomel101",6,"kernj001",""
"TOR197807022","19780702",2,"Sunday",410,"T","D","CLE","TOR","TOR01","freid101","jeffj101","phild901","mccol901","pales901","denkd901","","",28305,"Indians/Toronto","Greg Beston","Greg Beston","1997/01/17 1:48PM","",0,0,0,0,-1,0,0,0,130,9,1,3,4,7,0,0,3,7,"jeffj101","freid101","","","norrj101",9,"mannr001",8,"grubj001",7,"alexg101",2,"thora001",3,"carbb101",10,"bellb001",5,"kuipd001",4,"blanl101",6,"boser101",8,"upshw001",7,"hower001",5,"cartr101",10,"maybj101",3,"huttt101",9,"mckad101",4,"ashba001",2,"johnt102",6,"spild001",""
"TOR197807211","19780721",1,"Friday",536,"T","N","OAK","TOR","TOR01","renks101","moorb101","chyln901","lucir901","garcr901","voltv901","","",0,"Blue Jays/A's","Greg Beston","Greg Beston","1997/02/15 3:09PM","",0,0,85,0,-1,0,0,0,117,9,7,2,10,4,1,2,2,6,"renks101","moorb101","","","wallj101",8,"dunct101",5,"pagem001",7,"hortw101",10,"reved101",3,"guerm101",6,"newmj001",2,"edwam101",4,"burkg101",9,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"wooda001",7,"mckad101",4,"ceror001",2,"gomel101",6,"","colej102"
"TOR197807212","19780721",2,"Friday",806,"T","N","OAK","TOR","TOR01","brobp101","undet001","lucir901","garcr901","voltv901","chyln901","","",21050,"Blue Jays/A's","Greg Beston","Greg Beston","1997/02/15 4:59PM","",0,0,0,0,-1,0,0,4,153,9,4,5,7,13,0,1,7,12,"murpt101","laceb001","cruzv101","","wallj101",8,"dunct101",5,"pagem001",7,"hortw101",10,"reved101",3,"guerm101",6,"essij001",2,"edwam101",4,"burkg101",9,"boser101",8,"bailb001",9,"hower001",5,"cartr101",10,"maybj101",3,"wooda001",7,"ashba001",2,"mckad101",4,"gomel101",6,"sosae101","cruzv101"
