"TEX199304090","19930409",0,"Friday",740,"T","N","BOS","TEX","ARL01","dopsj001","ryann001","reedr901","mcclt901","brinj901","cousd901","","",40188,"","","","","",0,1,60,8,-1,4,1,4,176,9,1,3,5,5,1,1,5,6,"ryann001","dopsj001","henkt001","","flets001",4,"coops001",5,"greem001",7,"dawsa001",9,"vaugm001",3,"caldi001",10,"zupcb001",8,"penat001",2,"rivel001",6,"hulsd001",8,"palmr001",3,"cansj001",9,"gonzj002",7,"franj002",10,"palmd002",5,"rodri001",2,"gil-b001",6,"ripkb001",4,"harrg001","henkt001"
"TEX199304100","19930410",0,"Saturday",734,"T","N","BOS","TEX","ARL01","clemr001","leffc001","mcclt901","brinj901","cousd901","reedr901","","",30610,"","","","","",0,1,83,8,-1,4,1,4,174,9,10,2,15,9,1,1,9,6,"clemr001","leffc001","","","flets001",4,"hatcb001",8,"greem001",7,"dawsa001",9,"quinc001",3,"caldi001",10,"coops001",5,"penat001",2,"rivel001",6,"hulsd001",8,"palmr001",3,"cansj001",9,"gonzj002",7,"franj002",10,"palmd002",5,"rodri001",2,"gil-b001",6,"ripkb001",4,"quanp001","nen-r001"
"TEX199304110","19930411",0,"Sunday",205,"T","D","BOS","TEX","ARL01","darwd001","browk001","brinj901","cousd901","reedr901","mcclt901","","",22743,"","","","","",0,1,84,8,7,4,1,1,138,9,1,4,6,7,0,1,7,8,"browk001","darwd001","henkt001","","flets001",4,"hatcb001",9,"greem001",7,"dawsa001",10,"vaugm001",3,"caldi001",8,"coops001",5,"melvb001",2,"rivel001",6,"dascd001",8,"palmr001",3,"cansj001",9,"gonzj002",7,"franj002",10,"palmd002",5,"rodri001",2,"strad002",4,"gil-b001",6,"harrg001","henkt001"
"TEX199304120","19930412",0,"Monday",735,"T","N","BAL","TEX","ARL01","mussm001","leibc001","roe-r901","scotd901","phild901","reilm901","","",22993,"","","","","",0,1,80,8,20,4,1,4,174,9,3,6,10,8,1,0,8,3,"leibc001","mussm001","henkt001","","andeb001",7,"devem001",8,"ripkc001",6,"davig001",3,"bainh001",10,"hoilc001",2,"gomel001",5,"mercl001",9,"reynh001",4,"dascd001",8,"palmr001",3,"cansj001",9,"gonzj002",7,"franj002",10,"palmd002",5,"russj002",2,"ripkb001",4,"gil-b001",6,"froht001","henkt001"
"TEX199304130","19930413",0,"Tuesday",735,"T","N","BAL","TEX","ARL01","valef001","rogek001","scotd901","phild901","reilm901","roe-r901","","",15112,"","","","","",0,1,69,6,8,2,2,4,173,9,3,8,7,8,3,0,3,7,"rogek001","valef001","","","andeb001",7,"devem001",8,"ripkc001",6,"davig001",3,"bainh001",10,"hoilc001",2,"gomel001",5,"obans001",9,"reynh001",4,"redug001",8,"palmr001",3,"cansj001",9,"gonzj002",7,"franj002",10,"palmd002",5,"rodri001",2,"ripkb001",4,"gil-b001",6,"froht001","burnt001"
"TEX199304140","19930414",0,"Wednesday",740,"T","N","BAL","TEX","ARL01","mcdob001","ryann001","phild901","reilm901","roe-r901","scotd901","","",20355,"","","","","",0,1,48,2,26,2,2,4,207,9,6,5,9,11,0,1,8,6,"mcdob001","ryann001","olsog001","","andeb001",7,"devem001",8,"ripkc001",6,"bainh001",10,"davig001",3,"hoilc001",2,"martc003",9,"hulet001",5,"reynh001",4,"hulsd001",8,"palmr001",3,"cansj001",9,"gonzj002",7,"franj002",10,"rodri001",2,"strad002",5,"ripkb001",4,"gil-b001",6,"olsog001","pattb001"
"TEX199304280","19930428",0,"Wednesday",736,"T","N","DET","TEX","ARL01","moorm001","browk001","hendt901","craft901","evanj901","mccol901","","",17440,"","","","","",0,1,74,7,5,4,1,4,222,11,5,6,9,15,0,1,7,12,"henkt001","munom001","","","philt001",4,"frymt001",6,"gibsk001",10,"fielc001",3,"tettm001",7,"deerr001",9,"kreuc001",2,"livis001",5,"cuylm001",8,"dascd001",8,"palmr001",3,"franj002",10,"gonzj002",7,"palmd002",5,"cansj001",9,"rodri001",2,"lee-m001",6,"ripkb001",4,"munom001","henkt001"
"TEX199304290","19930429",0,"Thursday",735,"T","N","DET","TEX","ARL01","dohej001","leibc001","craft901","hendt901","evanj901","mccol901","","",17902,"","","","","",0,1,73,3,10,2,1,4,177,9,3,1,7,5,0,4,10,3,"dohej001","leibc001","hennm001","","philt001",4,"trama001",5,"frymt001",6,"fielc001",10,"deerr001",9,"tettm001",3,"barns001",7,"kreuc001",2,"thurg001",8,"redug001",8,"franj002",10,"cansj001",9,"gonzj002",7,"palmd002",5,"palmr001",3,"rodri001",2,"strad002",4,"gil-b001",6,"hennm001","bohab001"
"TEX199304300","19930430",0,"Friday",736,"T","N","MIL","TEX","ARL01","navaj001","rogek001","hirsj901","welkt901","cobld901","merrd901","","",34155,"","","","","",0,1,76,0,10,4,1,4,170,9,5,4,6,6,0,0,4,4,"lloyg001","pattb001","henrd002","","listp001",6,"dorab001",4,"hamid001",8,"vaugg001",7,"reimk001",10,"brunt001",9,"jahaj001",3,"surhb001",5,"kmakj001",2,"dascd001",8,"franj002",10,"cansj001",9,"gonzj002",7,"palmd002",5,"palmr001",3,"russj002",2,"lee-m001",6,"ripkb001",4,"henrd002","pattb001"
"TEX199305010","19930501",0,"Saturday",1215,"T","D","MIL","TEX","ARL01","boner001","leffc001","welkt901","cobld901","merrd901","hirsj901","","",28961,"","","","","",0,1,78,4,3,4,1,0,248,12,4,3,8,14,0,0,3,15,"lloyg001","pattb001","manzj001","","listp001",6,"jahaj001",3,"hamid001",8,"vaugg001",7,"reimk001",10,"brunt001",9,"surhb001",5,"spieb001",4,"kmakj001",2,"hulsd001",8,"franj002",10,"cansj001",9,"gonzj002",7,"palmd002",5,"palmr001",3,"rodri001",2,"lee-m001",6,"ripkb001",4,"manzj001","pattb001"
