"BAL195604200","19560420",0,"Friday",0,"F","D","WS1","BAL","BAL11","brodd101","wilsj104","romme101","tabaf901","stevj901","runge901","","",29083,"","Luke Kraemer","Luke Kraemer","1998/01/17 8:57AM","",1,0,0,0,-1,0,0,0,129,9,2,3,7,7,0,2,6,9,"wilsj104","brodd101","","","yoste101",5,"tettd101",7,"runnp101",4,"sievr101",3,"olsok101",8,"courc101",2,"lemoj101",9,"snydj105",6,"brodd101",1,"dierc101",8,"boydb102",3,"phild102",7,"triag101",2,"frant101",9,"adamb103",4,"causw101",5,"miraw101",6,"wilsj104",1,"",""
"BAL195604210","19560421",0,"Saturday",0,"F","D","WS1","BAL","BAL11","stond102","wighb101","tabaf901","stevj901","runge901","romme101","","",11067,"","Luke Kraemer","Luke Kraemer","1998/01/17 4:48PM","",1,0,0,0,-1,0,0,0,147,9,8,4,11,7,1,1,7,7,"stond102","wighb101","","","yoste101",5,"tettd101",7,"olsok101",8,"sievr101",3,"lemoj101",9,"snydj105",6,"runnp101",4,"fitze101",2,"stond102",1,"dierc101",5,"dyckj101",7,"phild102",9,"triag101",3,"pybuj101",8,"adamb103",4,"smith106",2,"miraw101",6,"wighb101",1,"","ferrd102"
"BAL195604221","19560422",1,"Sunday",0,"F","D","WS1","BAL","BAL11","wiesb101","besaf101","stevj901","runge901","romme101","tabaf901","","",0,"","Luke Kraemer","Luke Kraemer","1998/01/17 5:03PM","",1,0,0,0,-1,0,0,0,164,9,3,7,8,9,3,1,13,7,"besaf101","wiesb101","zuveg101","","yoste101",5,"tettd101",7,"olsok101",8,"sievr101",3,"lemoj101",9,"snydj105",6,"fitze101",2,"runnp101",4,"wiesb101",1,"marsf101",5,"dyckj101",7,"phild102",9,"triag101",3,"pybuj101",8,"adamb103",4,"smith106",2,"miraw101",6,"besaf101",1,"chakb101","zuveg101"
"BAL195604222","19560422",2,"Sunday",0,"F","D","WS1","BAL","BAL11","pascc102","moorr101","runge901","romme101","tabaf901","stevj901","","",21797,"","Luke Kraemer","Luke Kraemer","1998/01/17 5:08PM","",1,0,0,0,-1,0,0,0,150,9,4,1,7,4,0,3,7,5,"pascc102","moorr101","","","yoste101",5,"tettd101",7,"runnp101",4,"sievr101",3,"courc101",2,"olsok101",8,"lemoj101",9,"snydj105",6,"pascc102",1,"causw101",5,"boydb102",3,"phild102",9,"triag101",2,"frant101",8,"poped101",7,"adamb103",4,"miraw101",6,"moorr101",1,"",""
"BAL195604250","19560425",0,"Wednesday",0,"F","N","NYA","BAL","BAL11","fordw101","palie101","chyln901","papaj901","hurle901","soarh901","","",13753,"","Luke Kraemer","Luke Kraemer","1994/07/06 9:31AM","",1,0,0,0,-1,0,0,0,152,9,4,2,8,6,4,1,5,7,"fordw101","palie101","","","baueh101",7,"mcdog101",4,"mantm101",8,"berry101",2,"skowb101",3,"collj101",9,"lumpj101",6,"carea101",5,"fordw101",1,"adamb103",4,"dyckj101",7,"phild102",9,"triag101",3,"pybuj101",8,"gardb101",5,"smith106",2,"miraw101",6,"palie101",1,"","ferrd102"
"BAL195604260","19560426",0,"Thursday",0,"F","D","NYA","BAL","BAL11","byrnt101","wilsj104","papaj901","hurle901","soarh901","chyln901","","",6250,"","Luke Kraemer","Luke Kraemer","1994/07/06 9:41AM","",1,0,0,0,-1,0,0,0,150,9,5,7,8,9,2,1,5,5,"wilsj104","morgt101","zuveg101","","baueh101",7,"mcdog101",4,"mantm101",8,"berry101",2,"skowb101",3,"collj101",9,"lumpj101",6,"carea101",5,"byrnt101",1,"adamb103",4,"dyckj101",7,"phild102",9,"triag101",3,"pybuj101",8,"gardb101",5,"smith106",2,"miraw101",6,"wilsj104",1,"konsj101","zuveg101"
"BAL195605010","19560501",0,"Tuesday",0,"F","N","CHA","BAL","BAL11","harsj101","palie101","umonf901","berrc103","honoj901","nappl901","","",12169,"","Luke Kraemer","Luke Kraemer","1998/01/15 8:45PM","",1,0,0,0,-1,0,0,0,193,11,2,3,10,6,4,2,11,9,"zuveg101","howed101","","","rivej101",9,"fox-n101",4,"kellg102",5,"dobyl101",8,"minom101",7,"lolls101",2,"dropw101",3,"aparl101",6,"harsj101",1,"adamb103",5,"dierc101",7,"phild102",9,"triag101",3,"pybuj101",8,"gardb101",4,"smith106",2,"miraw101",6,"palie101",1,"howed101","zuveg101"
"BAL195605030","19560503",0,"Thursday",0,"F","N","CLE","BAL","BAL11","garcm101","wighb101","berrc103","honoj901","nappl901","umonf901","","",12378,"","Luke Kraemer","Luke Kraemer","1998/01/04 12:53PM","",1,0,0,0,-1,0,0,0,145,9,7,1,10,6,1,0,4,6,"garcm101","wighb101","","","busbj101",8,"woodg101",7,"avilb101",4,"wertv101",3,"smita102",9,"rosea101",5,"carrc105",6,"avere102",2,"garcm101",1,"causw101",5,"boydb102",3,"phild102",7,"triag101",2,"frant101",8,"gardb101",4,"nelst102",9,"miraw101",6,"wighb101",1,"","heldm101"
"BAL195605040","19560504",0,"Friday",0,"F","N","CLE","BAL","BAL11","scorh101","wilsj104","honoj901","nappl901","umonf901","berrc103","","",8130,"","Luke Kraemer","Luke Kraemer","1998/01/04 1:01PM","",1,0,0,0,-1,0,0,0,149,9,3,4,10,3,0,1,8,4,"wilsj104","scorh101","zuveg101","","busbj101",8,"woodg101",7,"avilb101",4,"wertv101",3,"smita102",9,"rosea101",5,"carrc105",6,"narah101",2,"scorh101",1,"adamb103",5,"dierc101",7,"phild102",9,"triag101",3,"gardb101",4,"smith106",2,"pybuj101",8,"miraw101",6,"wilsj104",1,"narlr101","zuveg101"
"BAL195605050","19560505",0,"Saturday",0,"F","D","CLE","BAL","BAL11","lemob101","ferrd102","nappl901","umonf901","berrc103","honoj901","","",9270,"","Luke Kraemer","Luke Kraemer","1998/01/04 1:05PM","",1,0,0,0,-1,0,0,0,141,9,2,1,6,4,0,0,7,4,"lemob101","ferrd102","","","busbj101",8,"woodg101",7,"avilb101",4,"wertv101",3,"smita102",9,"rosea101",5,"carrc105",6,"hegaj101",2,"lemob101",1,"adamb103",5,"boydb102",3,"phild102",7,"frant101",9,"gardb101",4,"dierc101",8,"smith106",2,"miraw101",6,"ferrd102",1,"",""
"BAL195605061","19560506",1,"Sunday",0,"F","D","DET","BAL","BAL11","groms101","moorr101","runge901","romme101","tabaf901","stevj901","","",0,"","Luke Kraemer","Luke Kraemer","1998/01/10 11:47PM","",1,0,0,0,-1,0,0,0,135,9,2,6,6,5,2,1,6,4,"moorr101","groms101","zuveg101","","kuenh101",6,"torge101",3,"kalia101",9,"boonr101",5,"tuttb101",8,"housf103",2,"maxwc101",7,"hatff101",4,"groms101",1,"adamb103",5,"boydb102",3,"phild102",7,"triag101",2,"frant101",9,"gardb101",4,"dierc101",8,"miraw101",6,"moorr101",1,"abera101","zuveg101"
