"BRO194905050","19490505",0,"Thursday",0,"F","D","CIN","BRO","NYC15","wehmh101","bantj101","balll901","barla901","(none)","barrg901","","",7382,"27","","Alan Boodman","1994/11/18 10:27AM","",1,1,0,0,-1,0,0,0,148,9,5,7,8,8,1,0,7,5,"martm101","gumbh101","","","hattg101",5,"kresc101",3,"wyroj101",8,"litwd101",9,"saueh101",7,"blooj101",4,"stalv101",6,"howed102",2,"wehmh101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"campr102",2,"cox-b101",5,"hodgg101",3,"furic101",9,"bantj101",1,"gumbh101","martm101"
"BRO194905060","19490506",0,"Friday",0,"F","N","CHN","BRO","NYC15","schmj101","barnr103","robbs901","dascf901","(none)","pineb101","","",30041,"27","","Alan Boodman","1994/11/22 10:29AM","",1,1,0,0,-1,0,0,0,140,9,4,2,11,6,1,0,6,7,"schmj101","barnr103","","","walkh102",9,"lowrp101",7,"cavap101",3,"pafka101",8,"walkr101",2,"verbe101",4,"scheh103",5,"smalr101",6,"schmj101",1,"reesp101",6,"mccom101",7,"snidd101",8,"robij103",4,"campr102",2,"cox-b101",5,"hodgg101",3,"furic101",9,"barnr103",1,"","minnp101"
"BRO194905070","19490507",0,"Saturday",0,"F","D","CHN","BRO","NYC15","rushb101","branr103","dascf901","pineb101","(none)","robbs901","","",14404,"27","","Alan Boodman","1994/11/22 10:56AM","",1,1,0,0,-1,0,0,0,150,9,4,10,10,12,1,1,6,5,"mcglp101","rushb101","","","walkh102",9,"lowrp101",7,"cavap101",3,"pafka101",8,"walkr101",2,"gustf101",5,"verbe101",4,"smalr101",6,"rushb101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"campr102",2,"cox-b101",5,"hodgg101",3,"furic101",9,"branr103",1,"adkid103","mcglp101"
"BRO194905080","19490508",0,"Sunday",0,"F","D","SLN","BRO","NYC15","johnk101","hattj101","stewb901","conlj102","(none)","warnl101","","",26350,"27","","Alan Boodman","1994/11/22 6:08PM","",1,1,0,0,-1,0,0,0,173,9,7,8,12,8,1,1,11,9,"minnp101","hearj102","roe-p101","","dierc101",8,"marim101",6,"musis101",9,"kazae101",4,"slaue101",7,"jonen101",3,"glavt101",5,"riced101",2,"johnk101",1,"reesp101",6,"mccom101",7,"snidd101",8,"robij103",4,"campr102",2,"cox-b101",5,"hodgg101",3,"furic101",9,"hattj101",1,"pollh101","roe-p101"
"BRO194905090","19490509",0,"Monday",0,"F","D","SLN","BRO","NYC15","braza101","podbb101","conlj102","warnl101","(none)","stewb901","","",13042,"27","","Alan Boodman","1994/11/23 10:42AM","",1,1,0,0,-1,0,0,0,145,9,14,5,15,10,2,3,6,9,"braza101","podbb101","pollh101","","nelsr103",3,"marim101",6,"musis101",8,"nortr101",9,"kazae101",4,"riceh102",7,"glavt101",5,"garaj101",2,"braza101",1,"reesp101",6,"mccom101",7,"snidd101",8,"robij103",4,"campr102",2,"ramab101",5,"hodgg101",3,"furic101",9,"podbb101",1,"pollh101","minnp101"
"BRO194905110","19490511",0,"Wednesday",0,"F","N","PIT","BRO","NYC15","werlb101","barnr103","jordl901","rearb901","(none)","goetl901","","",22709,"27","","Alan Boodman","1994/11/23 11:59AM","",1,1,0,0,-1,0,0,0,141,9,5,3,8,7,0,1,7,5,"werlb101","barnr103","","","rojes101",6,"walkd101",9,"kiner101",7,"westw102",8,"steve101",3,"fitze101",2,"murtd101",4,"bocke101",5,"werlb101",1,"reesp101",6,"mccom101",7,"snidd101",8,"robij103",4,"campr102",2,"ramab101",5,"hodgg101",3,"furic101",9,"barnr103",1,"","palie101"
"BRO194905120","19490512",0,"Thursday",0,"F","D","PIT","BRO","NYC15","gregh102","branr103","rearb901","goetl901","(none)","jordl901","","",7455,"27","","Alan Boodman","1994/11/23 2:45PM","",1,1,0,0,-1,0,0,0,184,9,6,11,13,13,2,0,10,10,"branr103","gregh102","","","rojes101",6,"walkd101",9,"kiner101",7,"westw102",8,"steve101",3,"murtd101",4,"bocke101",5,"mccuc101",2,"gregh102",1,"reesp101",6,"jorgs101",5,"snidd101",8,"robij103",4,"hermg101",7,"hodgg101",3,"furic101",9,"campr102",2,"branr103",1,"bonht101",""
"BRO194905270","19490527",0,"Friday",0,"F","N","BSN","BRO","NYC15","sainj101","roe-p101","goetl901","jordl901","rearb901","dascf901","","",33714,"27","","Alan Boodman","1994/11/29 7:38PM","",1,1,0,0,-1,0,0,0,135,9,0,4,6,5,3,1,5,6,"roe-p101","sainj101","","","stane101",4,"darka101",6,"reisp101",7,"ellib103",5,"russj102",8,"conac101",9,"flete101",3,"masip101",2,"sainj101",1,"reesp101",6,"jorgs101",5,"snidd101",8,"robij103",4,"hermg101",7,"hodgg101",3,"furic101",9,"campr102",2,"roe-p101",1,"voisb101",""
"BRO194905280","19490528",0,"Saturday",0,"F","D","BSN","BRO","NYC15","bickv101","newcd101","jordl901","rearb901","(none)","goetl901","","",23497,"27","","Alan Boodman","1994/11/30 8:15AM","",1,1,0,0,-1,0,0,0,173,9,7,6,11,10,1,1,12,11,"voisb101","palie101","pottn102","","stane101",4,"flete101",3,"reisp101",7,"ellib103",5,"russj102",8,"rickm101",9,"darka101",6,"salkb101",2,"bickv101",1,"reesp101",6,"jorgs101",5,"snidd101",8,"robij103",4,"hermg101",7,"hodgg101",3,"furic101",9,"campr102",2,"newcd101",1,"pottn102","bantj101"
"BRO194905290","19490529",0,"Sunday",0,"F","D","BSN","BRO","NYC15","spahw101","hattj101","rearb901","dascf901","goetl901","jordl901","","",24249,"27","","Alan Boodman","1994/11/30 9:58AM","",1,1,0,0,-1,0,0,0,144,9,2,3,5,6,1,0,9,8,"hattj101","spahw101","","","stane101",4,"flete101",3,"reisp101",7,"ellib103",5,"russj102",8,"conac101",9,"darka101",6,"masip101",2,"spahw101",1,"reesp101",6,"mccom101",7,"furic101",9,"robij103",4,"hodgg101",3,"snidd101",8,"campr102",2,"mikse101",5,"hattj101",1,"",""
"BRO194906010","19490601",0,"Wednesday",0,"F","D","SLN","BRO","NYC15","braza101","roe-p101","robbs901","pineb101","gorea901","dascf901","","",13124,"27","","Alan Boodman","1994/12/01 11:01AM","",1,1,0,0,-1,0,0,0,155,9,6,3,7,8,1,0,4,10,"hearj102","palie101","wilkt101","","dierc101",8,"schor101",4,"musis101",9,"kazae101",5,"sauee101",7,"marim101",6,"jonen101",3,"riced101",2,"braza101",1,"reesp101",6,"mccom101",7,"furic101",9,"robij103",4,"hodgg101",3,"snidd101",8,"campr102",2,"mikse101",5,"roe-p101",1,"wilkt101","minnp101"
"BRO194906020","19490602",0,"Thursday",0,"F","N","SLN","BRO","NYC15","brech101","newcd101","pineb101","gorea901","dascf901","robbs901","","",32992,"27","","Alan Boodman","1994/12/01 4:44PM","",1,1,0,0,-1,0,0,0,215,14,7,4,15,9,2,1,10,10,"pollh101","bantj101","","","schor101",4,"marim101",6,"musis101",8,"nortr101",9,"riceh102",7,"kazae101",5,"nelsr103",3,"garaj101",2,"brech101",1,"reesp101",6,"mccom101",7,"furic101",9,"robij103",4,"hodgg101",3,"snidd101",8,"campr102",2,"mikse101",5,"newcd101",1,"pollh101","minnp101"
"BRO194906030","19490603",0,"Friday",0,"F","D","SLN","BRO","NYC15","stalg103","hattj101","gorea901","dascf901","robbs901","pineb101","","",14619,"27","","Alan Boodman","1994/12/01 4:56PM","",1,1,0,0,-1,0,0,0,130,9,2,5,11,9,1,0,9,7,"minnp101","stalg103","","","dierc101",8,"schor101",4,"musis101",9,"kazae101",5,"sauee101",7,"marim101",6,"jonen101",3,"bakeb101",2,"stalg103",1,"reesp101",6,"jorgs101",5,"snidd101",8,"robij103",4,"hermg101",7,"hodgg101",3,"furic101",9,"edwab101",2,"hattj101",1,"wilkt101","minnp101"
"BRO194906040","19490604",0,"Saturday",0,"F","D","PIT","BRO","NYC15","werlb101","barnr103","rearb901","goetl901","(none)","jordl901","","",18352,"27","","Alan Boodman","1994/12/01 7:57PM","",1,1,0,0,-1,0,0,0,151,9,6,8,10,10,1,2,10,4,"bantj101","muncb101","","","rojes101",6,"castp102",5,"walkd101",9,"kiner101",7,"westw102",8,"steve101",3,"basgm101",4,"fitze101",2,"werlb101",1,"reesp101",6,"mccom101",8,"browt103",7,"robij103",4,"hodgg101",3,"furic101",9,"edwab101",2,"mikse101",5,"barnr103",1,"muncb101","bantj101"
"BRO194906050","19490605",0,"Sunday",0,"F","D","PIT","BRO","NYC15","ridde101","branr103","goetl901","jordl901","(none)","rearb901","","",25035,"27","","Alan Boodman","1994/12/01 8:11PM","",1,1,0,0,-1,0,0,0,156,10,5,4,7,8,0,0,8,6,"dickm101","barnr103","","","rojes101",6,"castp102",5,"walkd101",9,"kiner101",7,"westw102",8,"steve101",3,"basgm101",4,"mccuc101",2,"ridde101",1,"reesp101",6,"jorgs101",5,"snidd101",8,"robij103",4,"hermg101",7,"hodgg101",3,"furic101",9,"edwab101",2,"branr103",1,"dickm101","barnr103"
"BRO194906060","19490606",0,"Monday",0,"F","N","PIT","BRO","NYC15","chesb101","newcd101","jordl901","rearb901","(none)","goetl901","","",30053,"27","","Alan Boodman","1994/12/02 8:36AM","",1,1,0,0,-1,0,0,0,141,9,1,5,4,8,2,2,5,8,"newcd101","chesb101","","","rojes101",6,"castp102",5,"walkd101",9,"kiner101",7,"westw102",8,"steve101",3,"basgm101",4,"fitze101",2,"chesb101",1,"reesp101",6,"jorgs101",5,"hermg101",7,"robij103",4,"hodgg101",3,"furic101",9,"snidd101",8,"campr102",2,"newcd101",1,"caseh101",""
"BRO194906070","19490607",0,"Tuesday",0,"F","D","CHN","BRO","NYC15","leond103","roe-p101","barrg901","balll901","(none)","barla901","","",9524,"27","","Alan Boodman","1994/12/02 11:55AM","",1,1,0,0,-1,0,0,0,136,9,1,7,6,13,1,0,7,10,"roe-p101","leond103","","","verbe101",4,"reich101",9,"cavap101",3,"pafka101",8,"edwah101",7,"novor101",2,"maucg101",5,"smalr101",6,"leond103",1,"reesp101",6,"rackm101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"edwab101",2,"cox-b101",5,"roe-p101",1,"mclic101",""
"BRO194906080","19490608",0,"Wednesday",0,"F","D","CHN","BRO","NYC15","muncb101","barnr103","balll901","barla901","(none)","barrg901","","",8059,"27","","Alan Boodman","1994/12/02 1:00PM","",1,1,0,0,-1,0,0,0,114,9,1,3,2,8,1,1,5,6,"barnr103","muncb101","","","walkh102",7,"verbe101",4,"cavap101",3,"edwah101",9,"pafka101",8,"walkr101",2,"gustf101",5,"smalr101",6,"muncb101",1,"reesp101",6,"rackm101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"edwab101",2,"cox-b101",5,"barnr103",1,"",""
"BRO194906090","19490609",0,"Thursday",0,"F","D","CHN","BRO","NYC15","schmj101","branr103","barla901","balll901","(none)","barrg901","","",11890,"27","","Alan Boodman","1994/12/03 5:07PM","",1,1,0,0,-1,0,0,0,130,9,5,9,9,13,0,0,6,5,"branr103","schmj101","minnp101","","walkh102",7,"verbe101",4,"cavap101",3,"edwah101",9,"pafka101",8,"walkr101",2,"gustf101",5,"smalr101",6,"schmj101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"browt103",7,"edwab101",2,"mccom101",8,"branr103",1,"laded101","minnp101"
"BRO194906100","19490610",0,"Friday",0,"F","N","CIN","BRO","NYC15","fox-h101","hattj101","conlj102","warnl101","(none)","stewb901","","",33040,"27","","Alan Boodman","1994/12/03 6:58PM","",1,1,0,0,-1,0,0,0,140,9,5,10,9,10,0,1,5,4,"hattj101","fanof101","","","hattg101",5,"wyroj101",8,"stalv101",6,"litwd101",9,"saueh101",7,"blooj101",4,"klust101",3,"howed102",2,"fox-h101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"edwab101",2,"cox-b101",5,"hattj101",1,"gumbh101",""
"BRO194906110","19490611",0,"Saturday",0,"F","D","CIN","BRO","NYC15","raffk101","newcd101","warnl101","stewb901","(none)","conlj102","","",22155,"27","","Alan Boodman","1994/12/04 8:38AM","",1,1,0,0,-1,0,0,0,124,9,3,11,5,12,0,1,2,2,"newcd101","raffk101","","","baumf101",7,"merrl102",8,"wyroj101",9,"hattg101",5,"klust101",3,"blooj101",4,"stalv101",6,"muelr101",2,"raffk101",1,"reesp101",6,"mccom101",7,"furic101",9,"robij103",4,"hodgg101",3,"cox-b101",5,"snidd101",8,"campr102",2,"newcd101",1,"fanof101",""
"BRO194906120","19490612",0,"Sunday",0,"F","D","CIN","BRO","NYC15","wehmh101","barnr103","stewb901","conlj102","(none)","warnl101","","",24020,"27","","Alan Boodman","1994/12/05 8:28AM","",1,1,0,0,-1,0,0,0,194,9,7,20,8,13,1,1,7,5,"minnp101","raffk101","","","baumf101",9,"wyroj101",8,"hattg101",5,"litwd101",7,"klust101",3,"blooj101",4,"stalv101",6,"howed102",2,"wehmh101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"edwab101",2,"cox-b101",5,"barnr103",1,"vandj101","minnp101"
"BRO194907041","19490704",1,"Monday",0,"F","D","PHI","BRO","NYC15","simmc101","roe-p101","dascf901","pineb101","gorea901","robbs901","","",22314,"27","","Alan Boodman","1994/12/09 7:47PM","",1,1,0,0,-1,0,0,0,132,9,1,7,7,10,0,1,7,6,"roe-p101","simmc101","","","ashbr101",8,"hamng102",6,"sisld101",3,"ennid101",7,"lopas101",2,"holls101",9,"jonew101",5,"cabap101",4,"simmc101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",7,"campr102",2,"snidd101",8,"roe-p101",1,"bickc101",""
"BRO194907042","19490704",2,"Monday",0,"F","D","PHI","BRO","NYC15","thomj101","newcd101","pineb101","robbs901","(none)","dascf901","","",11754,"27","","Alan Boodman","1994/12/09 8:01PM","",1,1,0,0,-1,0,0,0,132,9,4,8,10,10,2,0,8,2,"newcd101","thomj101","bantj101","","ashbr101",8,"hamng102",6,"sisld101",3,"ennid101",7,"lopas101",2,"holls101",9,"jonew101",5,"cabap101",4,"thomj101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",7,"edwab101",2,"snidd101",8,"newcd101",1,"trink101","bantj101"
"BRO194907050","19490705",0,"Tuesday",0,"F","N","PHI","BRO","NYC15","heink101","hattj101","gorea901","pineb101","dascf901","robbs901","","",24535,"27","","Alan Boodman","1994/12/10 9:12PM","",1,1,0,0,-1,0,0,0,139,9,7,2,13,7,0,3,9,5,"heink101","hattj101","","","ashbr101",8,"hamng102",6,"sisld101",3,"ennid101",7,"lopas101",2,"holls101",9,"jonew101",5,"blatb101",4,"heink101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",7,"campr102",2,"snidd101",8,"hattj101",1,"","minnp101"
"BRO194907080","19490708",0,"Friday",0,"F","N","NY1","BRO","NYC15","hartc102","newcd101","dascf901","pineb101","gorea901","robbs901","","",34468,"27","","Alan Boodman","1994/12/11 12:00PM","",1,1,0,0,-1,0,0,0,140,9,3,4,7,7,1,1,12,4,"barnr103","hartc102","palie101","","thomh103",4,"lockw101",7,"thomb105",8,"mizej101",3,"gords101",5,"marsw101",9,"muelr101",2,"kerrb101",6,"hartc102",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"campr102",2,"newcd101",1,"jones103","palie101"
"BRO194907090","19490709",0,"Saturday",0,"F","D","NY1","BRO","NYC15","kennm101","bantj101","pineb101","gorea901","robbs901","dascf901","","",23377,"27","","Alan Boodman","1994/12/12 1:12PM","",1,1,0,0,-1,0,0,0,169,9,9,5,12,6,1,2,11,7,"kennm101","bantj101","kosld101","","thomh103",4,"lockw101",7,"thomb105",8,"mizej101",3,"gords101",5,"marsw101",9,"muelr101",2,"kerrb101",6,"kennm101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",8,"browt103",7,"campr102",2,"bantj101",1,"kosld101","hattj101"
"BRO194907100","19490710",0,"Sunday",0,"F","D","NY1","BRO","NYC15","jones103","roe-p101","gorea901","robbs901","dascf901","pineb101","","",17896,"27","","Alan Boodman","1994/12/12 3:18PM","",1,1,0,0,-1,0,0,0,164,9,3,7,7,9,2,0,5,12,"palie101","hansa101","","","thomh103",4,"lockw101",7,"thomb105",8,"mizej101",3,"gords101",5,"marsw101",9,"muelr101",2,"kerrb101",6,"jones103",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"edwab101",2,"roe-p101",1,"kosld101","palie101"
"BRO194907140","19490714",0,"Thursday",0,"F","N","CIN","BRO","NYC15","fox-h101","hattj101","conlj102","warnl101","(none)","stewb901","","",23449,"27","","Alan Boodman","1994/12/13 8:32AM","",1,1,0,0,-1,0,0,0,158,10,5,6,11,10,4,0,4,9,"palie101","blace102","","","walkh102",8,"lowrp101",7,"hattg101",5,"coopw102",2,"stalv101",6,"litwd101",9,"blooj101",3,"adamb103",4,"fox-h101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"edwab101",2,"hattj101",1,"blace102","palie101"
"BRO194907150","19490715",0,"Friday",0,"F","D","CIN","BRO","NYC15","raffk101","newcd101","warnl101","stewb901","(none)","conlj102","","",8581,"27","","Alan Boodman","1994/12/13 8:45AM","",1,1,0,0,-1,0,0,0,126,9,5,11,10,10,1,0,7,5,"newcd101","raffk101","","","walkh102",9,"lowrp101",7,"hattg101",5,"coopw102",2,"stalv101",6,"wyroj101",8,"klust101",3,"adamb103",4,"raffk101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",8,"browt103",7,"campr102",2,"newcd101",1,"dobej101",""
"BRO194907160","19490716",0,"Saturday",0,"F","D","CIN","BRO","NYC15","wehmh101","roe-p101","stewb901","conlj102","(none)","warnl101","","",11839,"27","","Alan Boodman","1994/12/13 6:42PM","",1,1,0,0,-1,0,0,0,186,10,7,6,12,9,1,1,6,10,"eraue101","barnr103","","","walkh102",9,"lowrp101",7,"hattg101",5,"coopw102",2,"stalv101",6,"wyroj101",8,"klust101",3,"adamb103",4,"wehmh101",1,"reesp101",6,"whitd103",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"campr102",2,"roe-p101",1,"eraue101","barnr103"
"BRO194907170","19490717",0,"Sunday",0,"F","D","CHN","BRO","NYC15","schmj101","palie101","rearb901","goetl901","(none)","jordl901","","",23176,"27","","Alan Boodman","1994/12/14 8:55AM","",1,1,0,0,-1,0,0,0,120,9,3,4,10,7,1,0,8,5,"bantj101","schmj101","","","baumf101",8,"cavap101",3,"pafka101",5,"saueh101",7,"edwah101",9,"owenm101",2,"smalr101",6,"verbe101",4,"schmj101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",8,"browt103",7,"edwab101",2,"palie101",1,"","bantj101"
"BRO194907180","19490718",0,"Monday",0,"F","N","CHN","BRO","NYC15","rushb101","hattj101","goetl901","jordl901","(none)","rearb901","","",25595,"27","","Alan Boodman","1994/12/14 1:43PM","",1,1,0,0,-1,0,0,0,128,9,0,3,5,5,3,0,5,6,"hattj101","rushb101","","","jeffh101",8,"cavap101",3,"pafka101",5,"saueh101",7,"gustf101",4,"reich101",9,"owenm101",2,"smalr101",6,"rushb101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"campr102",2,"hattj101",1,"muncb101",""
"BRO194907190","19490719",0,"Tuesday",0,"F","D","PIT","BRO","NYC15","werlb101","newcd101","balll901","barla901","(none)","barrg901","","",16387,"27","","Alan Boodman","1994/12/15 9:47AM","",1,1,0,0,-1,0,0,0,174,9,3,4,11,8,0,0,10,8,"palie101","sewer101","","","castp102",5,"hoppj102",3,"restd101",8,"kiner101",7,"westw102",9,"basgm101",4,"rojes101",6,"fitze101",2,"werlb101",1,"reesp101",6,"cox-b101",5,"furic101",9,"robij103",4,"hodgg101",3,"olmol101",8,"browt103",7,"campr102",2,"newcd101",1,"caseh101","palie101"
"BRO194907200","19490720",0,"Wednesday",0,"F","D","PIT","BRO","NYC15","ridde101","branr103","barla901","barrg901","(none)","balll901","","",12381,"27","","Alan Boodman","1994/12/15 11:53AM","",1,1,0,0,-1,0,0,0,163,9,8,6,11,10,1,0,7,8,"chamc102","palie101","","","castp102",5,"hoppj102",3,"restd101",8,"kiner101",7,"westw102",9,"basgm101",4,"rojes101",6,"mccuc101",2,"ridde101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"campr102",2,"branr103",1,"chamc102","newcd101"
"BRO194907210","19490721",0,"Thursday",0,"F","D","PIT","BRO","NYC15","chesb101","erskc101","barrg901","balll901","(none)","barla901","","",11947,"27","","Alan Boodman","1994/12/15 5:24PM","",1,1,0,0,-1,0,0,0,185,9,6,7,9,9,0,2,11,6,"palie101","werlb101","","","castp102",5,"hoppj102",3,"restd101",8,"kiner101",7,"westw102",9,"basgm101",4,"rojes101",6,"fitze101",2,"chesb101",1,"reesp101",6,"hermg101",7,"snidd101",8,"robij103",4,"hodgg101",3,"furic101",9,"cox-b101",5,"campr102",2,"erskc101",1,"caseh101","palie101"
