"NYA194908040","19490804",0,"Thursday",0,"F","D","DET","NYA","NYC16","hutcf101","rascv101","grieb901","honoj901","(none)","summb901","","",13800,"52,99","Smith/Pankin","Smith/Pankin","2013/06/25 10:04PM","",1,0,0,0,-1,0,0,0,144,11,3,2,9,5,0,0,12,3,"hutcf101","rascv101","trucv101","","kolld101",3,"mullp101",8,"waked101",7,"wertv101",9,"kellg102",5,"robia101",2,"lipoj101",6,"berrn101",4,"hutcf101",1,"rizzp101",6,"henrt101",3,"berry101",2,"dimaj101",8,"kellc101",7,"browb105",5,"mapec101",9,"colej106",4,"rascv101",1,"trucv101",""
"NYA194908051","19490805",1,"Friday",0,"F","D","SLA","NYA","NYC16","drewk101","lopae101","honoj901","summb901","(none)","grieb901","","",0,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,123,9,2,10,7,13,0,0,4,7,"lopae101","drewk101","","","dillb102",5,"lehnp101",3,"pridj101",4,"platw101",7,"sievr101",8,"lolls101",2,"kokod101",9,"pelle101",6,"drewk101",1,"rizzp101",6,"kellc101",7,"henrt101",3,"dimaj101",8,"berry101",2,"browb105",5,"mapec101",9,"colej106",4,"lopae101",1,"winer101",""
"NYA194908052","19490805",2,"Friday",0,"F","D","SLA","NYA","NYC16","fannc101","pilld101","summb901","honoj901","(none)","grieb901","","",21570,"206","D Lamoureaux","D Lamoureaux","2003/07/05 6:50PM","",0,0,0,0,-1,0,0,0,166,9,5,10,12,13,1,0,9,10,"pilld101","fannc101","pagej101","","dillb102",5,"eldeg101",7,"pridj101",4,"sievr101",8,"grahj101",3,"platw101",9,"mossl101",2,"pelle101",6,"fannc101",1,"rizzp101",6,"kellc101",7,"henrt101",3,"dimaj101",8,"berry101",2,"browb105",5,"mapec101",9,"colej106",4,"pilld101",1,"kennb103","pagej101"
"NYA194908060","19490806",0,"Saturday",0,"F","D","SLA","NYA","NYC16","embrr101","reyna102","grieb901","honoj901","(none)","summb901","","",19935,"52","Mark Pankin","Mark Pankin","2014/02/04 22:48","",1,0,0,0,-1,0,0,0,168,9,8,9,10,13,1,1,5,6,"pagej101","fannc101","","","dillb102",5,"eldeg101",7,"pridj101",4,"grahj101",3,"sievr101",8,"lehnp101",9,"lolls101",2,"pelle101",6,"embrr101",1,"rizzp101",6,"kellc101",7,"henrt101",3,"dimaj101",8,"berry101",2,"browb105",5,"mapec101",9,"colej106",4,"reyna102",1,"fannc101","pagej101"
"NYA194908071","19490807",1,"Sunday",0,"F","D","SLA","NYA","NYC16","garvn102","byrnt101","honoj901","summb901","(none)","grieb901","","",0,"276,99,104","Smith/Mark Pankin","Smith/Mark Pankin","2014/03/02 20:10","",1,0,0,0,-1,0,0,0,169,9,2,20,6,22,3,1,7,11,"byrnt101","garvn102","","","dillb102",5,"lehnp101",9,"pridj101",4,"platw101",7,"sievr101",8,"lolls101",2,"grahj101",3,"pelle101",6,"garvn102",1,"rizzp101",6,"kellc101",7,"henrt101",3,"dimaj101",8,"berry101",2,"browb105",5,"mapec101",9,"colej106",4,"byrnt101",1,"embrr101",""
"NYA194908072","19490807",2,"Sunday",0,"F","D","SLA","NYA","NYC16","papaa101","portb102","summb901","grieb901","(none)","honoj901","","",45002,"276","DWV","DWV","2013/12/23 2:39PM","",0,0,0,0,-1,0,0,0,139,10,2,2,9,2,2,2,11,5,"","","","","dillb102",5,"eldeg101",7,"pridj101",4,"grahj101",3,"sievr101",8,"lehnp101",9,"mossl101",2,"pelle101",6,"papaa101",1,"rizzp101",6,"browb105",5,"johnb108",3,"dimaj101",8,"kellc101",7,"mapec101",9,"colej106",4,"silvc101",2,"portb102",1,"","pagej101"
"NYA194908170","19490817",0,"Wednesday",0,"F","D","WS1","NYA","NYC16","scarr102","rascv101","passa901","romme101","stevj901","boyej901","","",27275,"14","Mugler","Mugler","1999/12/18 8:54PM","",0,0,0,0,-1,0,0,0,156,9,3,4,6,8,2,1,7,11,"rascv101","scarr102","","","coang101",8,"robes102",4,"stewb101",7,"lewib103",9,"meles101",3,"yoste101",5,"dents101",6,"earlj101",2,"scarr102",1,"rizzp101",6,"mapec101",9,"woodg101",7,"dimaj101",8,"henrt101",3,"browb105",5,"colej106",4,"silvc101",2,"rascv101",1,"",""
"NYA194908180","19490818",0,"Thursday",0,"F","D","WS1","NYA","NYC16","harrm101","byrnt101","romme101","stevj901","boyej901","passa901","","",6638,"14","Mugler","Mugler","1999/12/18 10:08PM","",0,0,0,0,-1,0,0,0,156,9,4,5,5,7,2,3,9,9,"reyna102","harrm101","","","yoste101",5,"simmj102",7,"meles101",3,"vollc101",8,"lewib103",9,"dents101",6,"kozaa101",4,"evana101",2,"harrm101",1,"rizzp101",6,"mapec101",9,"johnb108",5,"dimaj101",8,"henrt101",3,"lindj101",7,"colej106",4,"silvc101",2,"byrnt101",1,"haynj101","reyna102"
"NYA194908190","19490819",0,"Friday",0,"F","N","PHA","NYA","NYC16","kella103","portb102","stevj901","boyej901","passa901","romme101","","",57281,"104","David W. Smith","David W. Smith","2011/03/13 11:55AM","",1,0,0,0,-1,0,0,0,164,9,4,7,5,14,4,0,5,10,"pilld101","kella103","pagej101","","joose101",6,"mosew101",9,"valoe101",7,"fainf101",3,"chaps101",8,"davit101",5,"fox-n101",4,"guerm102",2,"kella103",1,"rizzp101",6,"mapec101",9,"henrt101",3,"dimaj101",8,"johnb108",5,"lindj101",7,"colej106",4,"silvc101",2,"portb102",1,"harrb104","pagej101"
"NYA194908200","19490820",0,"Saturday",0,"F","D","PHA","NYA","NYC16","schec101","lopae101","boyej901","passa901","romme101","stevj901","","",39851,"99,266,119,104,96,276","Tom Thress","David W. Smith","2014/04/22 9:24AM","",1,0,0,0,-1,0,0,0,144,9,3,7,8,6,4,1,7,6,"lopae101","schec101","","","fox-n101",4,"whitd106",5,"valoe101",7,"fainf101",3,"chaps101",8,"astrj101",2,"estab101",9,"davit101",6,"schec101",1,"rizzp101",6,"mapec101",9,"woodg101",7,"dimaj101",8,"henrt101",3,"browb105",5,"colej106",4,"silvc101",2,"lopae101",1,"harrb104",""
"NYA194908210","19490821",0,"Sunday",0,"F","D","PHA","NYA","NYC16","brisl101","rascv101","passa901","romme101","stevj901","boyej901","","",64323,"156,289","Comly","Comly","2011/06/13 12:36AM","",0,0,0,0,-1,0,0,0,155,9,8,7,13,9,1,0,8,5,"brisl101","pagej101","","","fox-n101",4,"mosew101",9,"valoe101",7,"fainf101",3,"chaps101",8,"sudep101",5,"astrj101",2,"davit101",6,"brisl101",1,"rizzp101",6,"mapec101",9,"henrt101",3,"dimaj101",8,"johnb108",5,"baueh101",7,"colej106",4,"niarg101",2,"rascv101",1,"","pagej101"
"NYA194909070","19490907",0,"Wednesday",0,"F","N","BOS","NYA","NYC16","kramj101","reyna102","passa901","romme101","boyej901","stevj901","","",66875,"115","Bob Kistler","Greg Beston","1994/05/18 10:03PM","",0,0,0,0,-1,0,0,4,162,9,2,5,4,6,2,0,8,3,"reyna102","kramj101","pagej101","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"doerb101",4,"zaria101",9,"goodb101",3,"tebbb101",2,"kramj101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"kellc101",7,"johnb108",3,"colej106",4,"reyna102",1,"","pagej101"
"NYA194909090","19490909",0,"Friday",0,"F","D","BOS","NYA","NYC16","kinde101","lopae101","romme101","boyej901","stevj901","passa901","","",53548,"115","Bob Kistler","Greg Beston","1994/05/18 11:11PM","",0,0,0,0,-1,0,0,0,156,9,7,1,9,4,0,3,6,10,"kinde101","lopae101","","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"doerb101",4,"zaria101",9,"goodb101",3,"tebbb101",2,"kinde101",1,"rizzp101",6,"woodg101",7,"browb105",5,"dimaj101",8,"berry101",2,"johnb108",3,"mapec101",9,"colej106",4,"lopae101",1,"","caseh101"
"NYA194909101","19490910",1,"Saturday",0,"F","D","WS1","NYA","NYC16","scarr102","rascv101","boyej901","stevj901","passa901","romme101","","",0,"14","David W. Smith","David W. Smith","2011/04/18 1:33PM","",1,0,0,0,-1,0,0,0,175,9,4,3,10,7,1,2,14,6,"scarr102","rascv101","","","robes102",4,"coang101",8,"stewb101",7,"robie101",3,"lewib103",9,"yoste101",5,"dents101",6,"earlj101",2,"scarr102",1,"rizzp101",6,"woodg101",7,"browb105",5,"dimaj101",8,"berry101",2,"johnb108",3,"mapec101",9,"colej106",4,"rascv101",1,"","buxtr101"
"NYA194909102","19490910",2,"Saturday",0,"F","D","WS1","NYA","NYC16","harrm101","byrnt101","stevj901","passa901","romme101","boyej901","","",29181,"14","David W. Smith","David W. Smith","2011/04/18 2:28PM","",1,0,0,0,-1,0,0,0,120,8,1,8,3,7,1,0,9,4,"byrnt101","harrm101","pagej101","","kozaa101",4,"stewb101",7,"ortir101",9,"vollc101",8,"robie101",3,"yoste101",5,"dents101",6,"evana101",2,"harrm101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"johnb108",3,"colej106",4,"woodg101",7,"byrnt101",1,"weltd101","pagej101"
"NYA194909111","19490911",1,"Sunday",0,"F","D","WS1","NYA","NYC16","calvp101","reyna102","passa901","romme101","boyej901","stevj901","","",0,"14","David W. Smith","David W. Smith","2011/04/18 5:03PM","",1,0,0,0,-1,0,0,0,182,9,5,20,9,17,1,2,10,12,"reyna102","calvp101","sheas101","","robes102",4,"coang101",8,"stewb101",7,"robie101",3,"lewib103",9,"yoste101",5,"dents101",6,"earlj101",2,"calvp101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"kellc101",7,"collj101",3,"colej106",4,"reyna102",1,"dozib101","sheas101"
"NYA194909112","19490911",2,"Sunday",0,"F","D","WS1","NYA","NYC16","hudss101","sanff101","romme101","boyej901","stevj901","passa901","","",41800,"14","David W. Smith","David W. Smith","2011/04/18 7:29PM","",1,0,0,0,-1,0,0,0,82,6,1,2,7,5,1,0,6,5,"sanff101","hudss101","pagej101","","kozaa101",4,"coang101",8,"ortir101",9,"robie101",3,"vollc101",7,"yoste101",5,"chrim102",6,"evana101",2,"hudss101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"woodg101",7,"molef101",3,"colej106",4,"sanff101",1,"","pagej101"
"NYA194909141","19490914",1,"Wednesday",0,"F","D","SLA","NYA","NYC16","papaa101","lopae101","stevj901","papaj901","(none)","hubbc901","","",0,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,102,9,0,2,4,5,2,0,3,6,"lopae101","papaa101","","","dillb102",5,"spens101",7,"pridj101",4,"sievr101",8,"mossl101",2,"grahj101",3,"kokod101",9,"sullj104",6,"papaa101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"woodg101",7,"molef101",3,"colej106",4,"lopae101",1,"ostrj101",""
"NYA194909142","19490914",2,"Wednesday",0,"F","D","SLA","NYA","NYC16","garvn102","rascv101","papaj901","hubbc901","(none)","stevj901","","",16373,"206","D Lamoureaux","D Lamoureaux","2003/07/05 8:46PM","",0,0,0,0,-1,0,0,0,153,9,7,13,10,19,2,1,6,11,"rascv101","garvn102","pagej101","","dillb102",5,"spens101",7,"pridj101",4,"grahj101",3,"sievr101",8,"kokod101",9,"lolls101",2,"sullj104",6,"garvn102",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"woodg101",7,"molef101",3,"colej106",4,"rascv101",1,"embrr101","pagej101"
"NYA194909150","19490915",0,"Thursday",0,"F","D","CLE","NYA","NYC16","lemob101","reyna102","hubbc901","stevj901","berrc103","papaj901","","",20969,"3","R.STIEGLITZ","R.STIEGLITZ","1995/05/23 1:34PM","",1,0,0,0,-1,0,0,0,150,9,10,6,9,7,1,5,5,4,"lemob101","reyna102","benta101","","mitcd101",7,"boudl101",6,"vernm101",3,"dobyl101",9,"gordj101",4,"kennb104",5,"tuckt102",8,"hegaj101",2,"lemob101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"woodg101",7,"molef101",3,"colej106",4,"reyna102",1,"benta101","pilld101"
"NYA194909160","19490916",0,"Friday",0,"F","D","DET","NYA","NYC16","hutcf101","byrnt101","stevj901","berrc103","papaj901","hubbc901","","",15909,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,122,9,1,4,2,7,0,0,6,5,"byrnt101","hutcf101","","","lakee101",5,"kolld101",3,"mullp101",8,"wertv101",9,"everh101",7,"lipoj101",6,"berrn101",4,"swifb102",2,"hutcf101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"kellc101",7,"molef101",3,"colej106",4,"byrnt101",1,"grayt101",""
"NYA194909170","19490917",0,"Saturday",0,"F","D","DET","NYA","NYC16","houta101","sanff101","berrc103","papaj901","hubbc901","stevj901","","",40758,"206","D Lamoureaux","D Lamoureaux","2003/07/06 12:58PM","",0,0,0,0,-1,0,0,0,144,9,4,5,6,8,1,3,7,6,"sanff101","houta101","pagej101","","lakee101",5,"lipoj101",6,"mullp101",8,"wertv101",9,"everh101",7,"robia101",2,"vicos101",3,"berrn101",4,"houta101",1,"rizzp101",6,"mapec101",9,"browb105",5,"dimaj101",8,"berry101",2,"kellc101",7,"collj101",3,"colej106",4,"sanff101",1,"troud101","pagej101"
"NYA194909180","19490918",0,"Sunday",0,"F","D","CLE","NYA","NYC16","benta101","rascv101","summb901","grieb901","honoj901","mckib901","","",64549,"3","R.STIEGLITZ","R.STIEGLITZ","1995/05/27 5:26PM","",1,0,0,0,-1,0,0,0,161,9,3,7,7,12,0,0,8,8,"caseh101","benta101","pagej101","","mitcd101",7,"boudl101",6,"vernm101",3,"dobyl101",9,"gordj101",4,"kennb104",5,"tuckt102",8,"hegaj101",2,"benta101",1,"rizzp101",6,"mapec101",8,"browb105",5,"berry101",2,"kellc101",7,"baueh101",9,"collj101",3,"colej106",4,"rascv101",1,"wynne101","pagej101"
"NYA194909190","19490919",0,"Monday",0,"F","D","CLE","NYA","NYC16","fellb101","lopae101","grieb901","honoj901","mckib901","summb901","","",27889,"3","R.STIEGLITZ","R.STIEGLITZ","1995/05/25 12:09PM","",1,0,0,0,-1,0,0,0,148,9,0,6,5,14,0,0,10,11,"lopae101","fellb101","","","mitcd101",7,"boudl101",6,"vernm101",3,"dobyl101",8,"gordj101",4,"kennb104",9,"beraj101",5,"hegaj101",2,"fellb101",1,"rizzp101",6,"mapec101",8,"browb105",5,"berry101",2,"henrt101",3,"kellc101",7,"baueh101",9,"colej106",4,"lopae101",1,"papif101",""
"NYA194909200","19490920",0,"Tuesday",0,"F","D","CHA","NYA","NYC16","kuzab101","reyna102","honoj901","mckib901","summb901","grieb901","","",9103,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,143,9,1,3,7,3,1,0,11,9,"reyna102","kuzab101","pagej101","","phild102",9,"appll101",6,"metkg101",8,"michc101",4,"ostrj102",7,"kresc101",3,"maloe101",2,"bakef103",5,"kuzab101",1,"rizzp101",6,"browb105",5,"baueh101",9,"johnb108",3,"berry101",2,"woodg101",7,"mapec101",8,"colej106",4,"reyna102",1,"","pagej101"
"NYA194909210","19490921",0,"Wednesday",0,"F","D","CHA","NYA","NYC16","pierb101","byrnt101","mckib901","summb901","grieb901","honoj901","","",10441,"206","D Lamoureaux","D Lamoureaux","2003/07/06 1:18PM","",0,0,0,0,-1,0,0,0,186,9,10,9,10,7,2,2,12,5,"brunj101","pagej101","haefm101","","phild102",9,"appll101",6,"metkg101",8,"michc101",4,"ostrj102",7,"maloe101",2,"soucb101",3,"krsnr101",5,"pierb101",1,"rizzp101",6,"colej106",4,"browb105",5,"baueh101",9,"johnb108",3,"lindj101",7,"silvc101",2,"mapec101",8,"byrnt101",1,"haefm101","pagej101"
"NYA194909260","19490926",0,"Monday",0,"F","D","BOS","NYA","NYC16","mcdem102","byrnt101","grieb901","hubbc901","berrc103","papaj901","","",66156,"115,206","Bob Kistler/Smith","Greg Beston/Smith","1994/05/24 12:14AM","",0,0,0,0,-1,0,0,0,198,9,7,6,9,5,1,1,13,8,"kramj101","pagej101","kinde101","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"doerb101",4,"zaria101",9,"goodb101",3,"tebbb101",2,"mcdem102",1,"rizzp101",6,"browb105",5,"henrt101",9,"johnb108",3,"baueh101",8,"lindj101",7,"colej106",4,"niarg101",2,"byrnt101",1,"kinde101","reyna102"
"NYA194909270","19490927",0,"Tuesday",0,"F","D","PHA","NYA","NYC16","fowld101","rascv101","hubbc901","berrc103","stevj901","papaj901","","",10278,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,126,9,1,3,4,4,0,0,8,5,"rascv101","fowld101","","","joose101",6,"mosew101",9,"valoe101",7,"fainf101",3,"chaps101",8,"sudep101",5,"fox-n101",4,"guerm102",2,"fowld101",1,"rizzp101",6,"delsj101",8,"browb105",5,"henrt101",3,"berry101",2,"woodg101",7,"baueh101",9,"colej106",4,"rascv101",1,"shanb102",""
"NYA194909280","19490928",0,"Wednesday",0,"F","D","PHA","NYA","NYC16","colej101","byrnt101","berrc103","stevj901","papaj901","hubbc901","","",9398,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,162,9,5,7,6,9,1,1,6,10,"pagej101","kella103","reyna102","","joose101",6,"valoe101",7,"whitd106",9,"fainf101",3,"chaps101",8,"sudep101",5,"fox-n101",4,"rosab101",2,"colej101",1,"rizzp101",6,"delsj101",8,"browb105",5,"henrt101",3,"berry101",2,"woodg101",7,"baueh101",9,"colej106",4,"byrnt101",1,"kella103","reyna102"
"NYA194909300","19490930",0,"Friday",0,"F","D","PHA","NYA","NYC16","fowld101","lopae101","hubbc901","papaj901","stevj901","berrc103","","",14802,"115","Bob Kistler","Greg Beston","2001/07/04 5:00PM","",0,0,0,0,-1,0,0,0,131,9,4,1,6,4,2,0,4,8,"fowld101","lopae101","","","joose101",6,"fainf101",3,"whitd106",9,"chaps101",8,"sudep101",4,"valoe101",7,"davit101",5,"rosab101",2,"fowld101",1,"rizzp101",6,"mapec101",9,"browb105",5,"henrt101",3,"berry101",2,"delsj101",8,"baueh101",7,"colej106",4,"lopae101",1,"","hoodw102"
"NYA194910010","19491001",0,"Saturday",0,"F","D","BOS","NYA","NYC16","parnm101","reyna102","summb901","hubbc901","romme101","berrc103","hurle901","honoj901",69551,"115","Bob Kistler","Greg Beston","1994/05/24 6:39PM","",0,0,0,0,-1,0,0,0,150,9,4,5,4,12,0,0,6,7,"pagej101","dobsj101","","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"doerb101",4,"zaria101",9,"goodb101",3,"tebbb101",2,"parnm101",1,"rizzp101",6,"henrt101",3,"berry101",2,"dimaj101",8,"johnb108",5,"baueh101",9,"lindj101",7,"colej106",4,"reyna102",1,"dobsj101","pagej101"
"NYA194910020","19491002",0,"Sunday",0,"F","D","BOS","NYA","NYC16","kinde101","rascv101","hubbc901","romme101","berrc103","summb901","honoj901","hurle901",68055,"206","D Lamoureaux","D Lamoureaux","2003/07/06 4:49PM","",0,0,0,0,-1,0,0,0,150,9,3,5,5,9,1,0,5,6,"rascv101","kinde101","","","dimad101",8,"peskj101",5,"willt103",7,"stepv101",6,"doerb101",4,"zaria101",9,"goodb101",3,"tebbb101",2,"kinde101",1,"rizzp101",6,"henrt101",3,"berry101",2,"dimaj101",8,"lindj101",7,"johnb108",5,"mapec101",9,"colej106",4,"rascv101",1,"hught102",""
