"SEA199504270","19950427",0,"Thursday",742,"T","N","DET","SEA","SEA02","bergs001","johnr005","uremj901","higgj901","schaj901","bohnm901","","",34656,"","","","","",0,1,0,0,-1,4,1,5,136,9,0,3,3,7,1,0,5,4,"johnr005","bergs001","ayalb002","","curtc001",8,"flets001",4,"pembr001",7,"fielc001",3,"frymt001",5,"samuj001",10,"bautd001",9,"gomec001",6,"flahj001",2,"bragd001",7,"coraj001",4,"grifk002",8,"buhnj001",9,"marte001",10,"martt002",3,"blowm001",5,"wilsd001",2,"fermf001",6,"liraf001","ayalb002"
"SEA199504280","19950428",0,"Friday",737,"T","N","DET","SEA","SEA02","dohej001","bosic001","higgj901","schaj901","bohnm901","uremj901","","",19336,"","","","","",0,1,0,0,-1,4,1,5,166,9,2,9,11,14,1,0,5,6,"bosic001","dohej001","","","curtc001",8,"penns001",4,"higgb001",9,"fielc001",3,"gibsk001",10,"frymt001",5,"stubf001",7,"gomec001",6,"tingr001",2,"bragd001",7,"coraj001",4,"grifk002",8,"buhnj001",9,"marte001",10,"martt002",3,"blowm001",5,"wilsd001",2,"fermf001",6,"hennm001","villr001"
"SEA199504290","19950429",0,"Saturday",707,"T","N","DET","SEA","SEA02","welld001","flemd001","schaj901","bohnm901","uremj901","higgj901","","",27264,"","","","","",0,1,0,0,-1,4,1,5,164,9,1,11,7,14,1,1,7,5,"flemd001","welld001","convj001","","curtc001",8,"flets001",4,"pembr001",7,"fielc001",3,"frymt001",5,"samuj001",10,"bautd001",9,"gomec001",6,"tingr001",2,"amarr001",7,"fermf001",6,"grifk002",8,"buhnj001",9,"marte001",10,"blowm001",5,"martt002",3,"wilsd001",2,"sojol001",4,"bohab001","convj001"
"SEA199504300","19950430",0,"Sunday",503,"T","N","DET","SEA","SEA02","moorm001","wellb002","bohnm901","uremj901","higgj901","schaj901","","",19743,"","","","","",0,1,0,0,-1,4,1,5,198,9,10,1,12,6,0,1,9,8,"moorm001","wellb002","","","curtc001",8,"flets001",4,"higgb001",9,"fielc001",3,"gibsk001",10,"frymt001",5,"stubf001",7,"gomec001",6,"flahj001",2,"bragd001",7,"coraj001",4,"grifk002",8,"buhnj001",9,"marte001",10,"martt002",3,"strad002",5,"kreuc001",2,"fermf001",6,"hennm001","villr001"
"SEA199505120","19950512",0,"Friday",736,"T","N","CHA","SEA","SEA02","alvaw001","johnr005","cobld901","merrd901","hendt901","meric901","","",18166,"","","","","",0,1,0,0,-1,4,1,5,179,9,4,6,9,12,1,0,10,7,"johnr005","alvaw001","rislb001","","martn001",9,"raint001",7,"thomf001",3,"saboc001",10,"ventr001",5,"devem001",8,"durhr001",4,"karkr001",2,"grebc001",6,"amarr001",7,"coraj001",4,"grifk002",8,"buhnj001",9,"marte001",10,"blowm001",5,"martt002",3,"wilsd001",2,"sojol001",6,"radis001","rislb001"
"SEA199505130","19950513",0,"Saturday",706,"T","N","CHA","SEA","SEA02","ferna001","davit002","merrd901","hendt901","meric901","cobld901","","",40653,"","","","","",0,1,0,0,-1,4,1,5,174,9,5,6,9,8,1,0,5,8,"davit002","ferna001","ayalb002","","johnl001",8,"raint001",7,"thomf001",3,"saboc001",10,"ventr001",5,"devem001",9,"durhr001",4,"karkr001",2,"guilo001",6,"coraj001",4,"bragd001",7,"grifk002",8,"buhnj001",9,"marte001",10,"martt002",3,"blowm001",5,"wilsd001",2,"rodra001",6,"fortt001","ayalb002"
"SEA199505140","19950514",0,"Sunday",137,"T","D","CHA","SEA","SEA02","abboj001","convj001","hendt901","meric901","cobld901","merrd901","","",19475,"","","","","",0,1,68,0,-1,4,1,5,193,9,10,2,13,7,0,1,13,4,"abboj001","convj001","","","johnl001",8,"raint001",7,"thomf001",3,"newsw001",10,"ventr001",5,"martd002",9,"durhr001",4,"karkr001",2,"guilo001",6,"amarr001",7,"sojol001",4,"grifk002",8,"buhnj001",9,"marte001",10,"blowm001",5,"martt002",3,"kreuc001",2,"rodra001",6,"hernr001","guetl001"
"SEA199505230","19950523",0,"Tuesday",709,"T","N","BOS","SEA","SEA02","selea001","bosic001","clara901","barnl901","koscg901","morrd901","","",11868,"","","","","",0,1,68,2,2,4,1,5,235,10,5,4,11,9,1,2,10,15,"belis001","freys001","ryank001","","oleat001",9,"valej002",6,"vaugm001",3,"jeffr001",10,"greem001",7,"naeht001",5,"haseb001",2,"mahar001",8,"alicl001",4,"coraj001",4,"bragd001",7,"grifk002",8,"buhnj001",9,"marte001",10,"martt002",3,"strad002",5,"wilsd001",2,"sojol001",6,"ryank001","nelsj001"
"SEA199505240","19950524",0,"Wednesday",736,"T","N","BOS","SEA","SEA02","eshev001","davit002","barnl901","koscg901","morrd901","clara901","","",10041,"","","","","",0,1,68,2,2,4,1,5,198,9,6,15,8,16,1,1,15,7,"carmr001","pierj001","nelsj001","","shumt001",4,"valej002",6,"vaugm001",3,"macfm001",2,"greem001",7,"naeht001",5,"haseb001",10,"chamw001",9,"mahar001",8,"amarr001",7,"sojol001",4,"grifk002",8,"buhnj001",9,"marte001",10,"blowm001",5,"martt002",3,"wilsd001",2,"rodra001",6,"lilld001","nelsj001"
"SEA199505250","19950525",0,"Thursday",1236,"T","D","BOS","SEA","SEA02","smitz001","belct001","koscg901","morrd901","clara901","barnl901","","",12194,"","","","","",0,1,68,2,2,4,1,5,141,9,3,4,6,7,1,1,7,3,"belct001","smitz001","ayalb002","","oleat001",9,"valej002",6,"vaugm001",3,"greem001",7,"macfm001",2,"jeffr001",10,"naeht001",5,"mahar001",8,"alicl001",4,"amarr001",7,"sojol001",4,"grifk002",8,"buhnj001",10,"marte001",3,"blowm001",5,"rodra001",6,"kreuc001",2,"diaza001",9,"cormr001","ayalb002"
