"SLN196404220","19640422",0,"Wednesday",0,"F","N","LAN","SLN","STL07","koufs101","simmc101","sudoe901","secof101","pryop901","burkk101","","",31410,"Allan Roth","David W. Smith","David W. Smith","1993/11/27 10:39PM","",1,1,0,0,-1,0,0,0,127,9,6,7,8,8,0,0,2,3,"simmc101","koufs101","crair101","jamec102","willm102",6,"gillj102",4,"davit103",7,"howaf102",9,"mcmuk101",3,"werhj101",5,"rosej101",2,"daviw102",8,"koufs101",1,"flooc101",8,"groad101",6,"whitb105",3,"boyek101",5,"jamec102",7,"warwc101",9,"javij101",4,"ueckb101",2,"simmc101",1,"millb106","crair101"
"SLN196404230","19640423",0,"Thursday",0,"F","N","LAN","SLN","STL07","drysd101","broge101","secof101","pryop901","burkk101","sudoe901","","",10276,"Allan Roth","David W. Smith","David W. Smith","1993/11/27 11:02PM","",1,1,0,0,-1,0,0,0,156,9,7,5,9,10,1,1,6,6,"perrr101","taylr101","","werhj101","willm102",6,"gillj102",4,"davit103",7,"fairr101",3,"howaf102",9,"daviw102",8,"rosej101",2,"werhj101",5,"drysd101",1,"flooc101",8,"groad101",6,"lewij102",9,"whitb105",3,"boyek101",5,"jamec102",7,"mccat101",2,"javij101",4,"broge101",1,"perrr101","shanb102"
"SLN196404240","19640424",0,"Friday",802,"F","N","HOU","SLN","STL07","nottd101","gibsb101","lands901","steim901","barla901","donaa901","","",6789,"","Luke Kraemer","Luke Kraemer","1995/08/26 10:14PM","",1,0,66,7,5,0,0,2,138,11,2,3,8,11,0,0,5,7,"burdl101","woodh101","","gaglp101","kaske101",6,"fox-n101",4,"spana101",7,"bondw101",9,"asprb101",5,"runnp101",3,"staur001",8,"grotj101",2,"nottd101",1,"flooc101",8,"groad101",6,"whitb105",3,"boyek101",5,"jamec102",7,"mccat101",2,"lewij102",9,"javij101",4,"gibsb101",1,"woodh101","burdl101"
"SLN196404250","19640425",0,"Saturday",800,"F","N","HOU","SLN","STL07","farrt101","crair101","steim901","barla901","donaa901","lands901","","",11796,"","Luke Kraemer","Luke Kraemer","1995/08/26 10:22PM","",1,0,70,6,5,0,0,2,141,9,4,2,9,5,0,0,7,3,"farrt101","shanb102","woodh101","whitm103","lillb101",6,"fox-n101",4,"wynnj101",7,"bondw101",9,"asprb101",5,"runnp101",3,"staur001",8,"batej102",2,"farrt101",1,"flooc101",8,"groad101",6,"whitb105",3,"boyek101",5,"jamec102",7,"mccat101",2,"lewij102",9,"javij101",4,"crair101",1,"woodh101","taylr101"
"SLN196404260","19640426",0,"Sunday",103,"F","D","HOU","SLN","STL07","owenj101","simmc101","barla901","donaa901","lands901","steim901","","",9700,"","Luke Kraemer","Luke Kraemer","1995/08/26 10:31PM","",1,0,74,8,15,0,1,2,160,9,6,4,7,12,0,2,4,8,"owenj101","simmc101","woodh101","lillb101","lillb101",6,"bondw101",9,"whitm103",4,"wynnj101",7,"asprb101",5,"beauj101",8,"staur001",3,"grotj101",2,"owenj101",1,"flooc101",8,"groad101",6,"lewij102",9,"boyek101",5,"mccat101",2,"whitb105",3,"jamec102",7,"javij101",4,"simmc101",1,"woodh101","sader101"
"SLN196404280","19640428",0,"Tuesday",0,"F","N","NYN","SLN","STL07","jacka101","broge101","varge901","forma901","jackb901","craws901","","",3471,"Mets/Young","Dobrow","Dobrow","1994/01/25 3:58PM","",1,0,0,0,-1,0,0,0,135,9,0,8,5,10,3,1,4,4,"broge101","jacka101","","boyek101","ellil101",8,"huntr101",4,"harkt101",3,"thomf103",7,"altmg101",9,"gondj101",2,"smitc105",5,"samua101",6,"jacka101",1,"flooc101",8,"groad101",6,"warwc101",9,"boyek101",5,"jamec102",7,"whitb105",3,"gaglp101",4,"ueckb101",2,"broge101",1,"lockr101",""
"SLN196404290","19640429",0,"Wednesday",0,"F","N","NYN","SLN","STL07","fishj101","gibsb101","forma901","jackb901","craws901","varge901","","",3844,"Mets/Young","Dobrow","Dobrow","1994/01/25 5:10PM","",1,0,0,0,-1,0,0,0,192,11,3,4,4,11,0,1,5,10,"shanb102","bearl101","","longj101","ellil101",8,"huntr101",4,"harkt101",3,"taylh102",2,"thomf103",7,"altmg101",9,"kaner101",5,"smitc105",6,"fishj101",1,"flooc101",8,"groad101",6,"lewij102",9,"whitb105",3,"boyek101",5,"mccat101",2,"clemd101",7,"gaglp101",4,"gibsb101",1,"bearl101","shanb102"
"SLN196405010","19640501",0,"Friday",800,"F","N","PIT","SLN","STL07","law-v101","crair101","jackb901","craws901","varge901","forma901","","",14701,"","Luke Kraemer","Luke Kraemer","1995/09/28 5:03PM","",1,0,0,0,-1,0,0,0,138,9,2,6,7,13,0,2,6,8,"crair101","law-v101","","jamec102","schod101",6,"virdb101",8,"clemr101",9,"starw101",7,"clend101",3,"bailb103",5,"mazeb101",4,"mcfao101",2,"law-v101",1,"flooc101",8,"groad101",6,"whitb105",3,"boyek101",5,"mccat101",2,"jamec102",7,"lewij102",9,"javij101",4,"crair101",1,"siskt101",""
"SLN196405020","19640502",0,"Saturday",802,"F","N","PIT","SLN","STL07","frieb102","simmc101","craws901","varge901","forma901","jackb901","","",12534,"","Luke Kraemer","Luke Kraemer","1995/09/28 5:12PM","",1,0,0,0,-1,0,0,0,155,9,5,4,11,12,2,1,9,10,"siskt101","simmc101","borkf101","freeg102","schod101",6,"johnr107",8,"clemr101",9,"freeg102",5,"clend101",3,"bailb103",7,"mazeb101",4,"paglj101",2,"frieb102",1,"flooc101",8,"groad101",6,"whitb105",3,"boyek101",5,"mccat101",2,"jamec102",7,"lewij102",9,"javij101",4,"simmc101",1,"borkf101","taylr101"
"SLN196405030","19640503",0,"Sunday",138,"F","D","PIT","SLN","STL07","vealb101","broge101","varge901","forma901","jackb901","craws901","","",11051,"","Luke Kraemer","Luke Kraemer","1995/09/28 5:25PM","",1,0,0,0,-1,0,0,0,196,9,12,8,16,13,1,3,7,11,"schwd101","sader101","facer101","clemr101","schod101",6,"virdb101",8,"clemr101",9,"starw101",3,"lyncj102",7,"freeg102",5,"mazeb101",4,"paglj101",2,"vealb101",1,"flooc101",8,"groad101",6,"warwc101",9,"boyek101",5,"jamec102",7,"whitb105",3,"javij101",4,"mccat101",2,"broge101",1,"facer101","fanoh101"
