"KCA199304050","19930405",0,"Monday",136,"T","D","BOS","KCA","KAN06","clemr001","appik001","phild901","reilm901","roe-r901","scotd901","","",39532,"","","","","",0,1,55,1,12,4,1,1,153,9,3,1,7,6,0,0,10,7,"clemr001","appik001","russj001","","flets001",4,"hatcb001",8,"greem001",7,"dawsa001",9,"vaugm001",3,"caldi001",10,"coops001",5,"penat001",2,"rivel001",6,"millk001",5,"joynw001",3,"bretg001",10,"josef001",9,"maynb001",2,"mcrek001",7,"mcrab001",8,"lindj002",4,"gagng001",6,"russj001","gordt001"
"KCA199304070","19930407",0,"Wednesday",736,"T","N","BOS","KCA","KAN06","violf001","coned001","reilm901","roe-r901","scotd901","phild901","","",14911,"","","","","",0,1,57,1,12,2,2,4,139,9,3,2,10,5,0,4,8,2,"violf001","coned001","russj001","","flets001",4,"hatcb001",8,"greem001",7,"dawsa001",9,"vaugm001",3,"caldi001",10,"coops001",5,"penat001",2,"rivel001",6,"mcrab001",8,"lindj002",4,"bretg001",10,"josef001",9,"joynw001",3,"mcrek001",7,"macfm001",2,"hiatp001",5,"gagng001",6,"russj001","meacr001"
"KCA199304080","19930408",0,"Thursday",734,"T","N","BOS","KCA","KAN06","heskj001","gubim001","roe-r901","scotd901","phild901","reilm901","","",15777,"","","","","",0,1,51,3,4,2,1,4,164,9,9,4,15,4,0,0,8,3,"banks001","gubim001","","","flets001",4,"quinc001",3,"greem001",7,"dawsa001",9,"vaugm001",10,"zupcb001",8,"coops001",5,"melvb001",2,"rivel001",6,"mcrab001",8,"gagng001",6,"bretg001",10,"josef001",9,"joynw001",3,"mcrek001",7,"macfm001",2,"hiatp001",5,"lindj002",4,"ryank001","montj002"
"KCA199304090","19930409",0,"Friday",734,"T","N","MIN","KCA","KAN06","tromm001","gardm001","morrd901","barnl901","koscg901","clara901","","",19758,"","","","","",0,1,68,2,5,4,1,4,167,9,8,7,9,14,1,1,5,7,"tromm001","gardm001","aguir001","","macks001",7,"knobc001",4,"puckk001",8,"hrbek001",3,"winfd001",10,"harpb001",2,"munop001",9,"paglm001",5,"leius001",6,"mcrab001",8,"joynw001",3,"bretg001",10,"josef001",9,"gwync001",7,"maynb001",2,"hiatp001",5,"lindj002",4,"gagng001",6,"aguir001","meacr001"
"KCA199304100","19930410",0,"Saturday",135,"T","D","MIN","KCA","KAN06","bankw001","appik001","barnl901","koscg901","clara901","morrd901","","",25604,"","","","","",0,1,75,1,12,4,1,1,158,9,3,2,8,9,0,0,5,6,"bankw001","appik001","aguir001","","macks001",7,"knobc001",4,"puckk001",8,"hrbek001",3,"winfd001",10,"harpb001",2,"larkg001",9,"paglm001",5,"leius001",6,"mcrab001",8,"joynw001",3,"bretg001",10,"josef001",9,"maynb001",2,"mcrek001",7,"hiatp001",5,"wilkc001",4,"gagng001",6,"aguir001","meacr001"
"KCA199304110","19930411",0,"Sunday",135,"T","D","MIN","KCA","KAN06","tapak001","pichh001","koscg901","clara901","morrd901","barnl901","","",16954,"","","","","",0,1,58,4,8,4,1,1,139,9,1,2,5,6,1,0,6,6,"gordt001","tapak001","montj002","","knobc001",4,"bushr001",10,"puckk001",8,"hrbek001",3,"harpb001",2,"macks001",7,"larkg001",9,"jorgt001",5,"reboj001",6,"mcrab001",8,"joynw001",3,"bretg001",10,"josef001",9,"mcrek001",7,"maynb001",2,"hiatp001",5,"lindj002",4,"wilkc001",6,"hartm002","montj002"
"KCA199304200","19930420",0,"Tuesday",735,"T","N","TOR","KCA","KAN06","stott001","appik001","merrd901","welkt901","hirsj901","cobld901","","",14985,"","","","","",0,1,52,4,5,4,1,4,139,9,2,8,3,16,0,0,2,7,"appik001","stott001","","","alomr001",4,"wardt001",9,"molip001",10,"cartj001",7,"olerj001",3,"jackd002",8,"sprae001",5,"knorr001",2,"schod001",6,"josef001",9,"mcrab001",8,"bretg001",10,"gwync001",7,"joynw001",3,"maynb001",2,"hiatp001",5,"lindj002",4,"gagng001",6,"eichm001",""
"KCA199304210","19930421",0,"Wednesday",735,"T","N","TOR","KCA","KAN06","morrj001","gubim001","hirsj901","welkt901","cobld901","merrd901","","",15693,"","","","","",0,1,59,2,0,4,1,4,152,9,5,6,8,12,0,1,8,8,"montj002","timlm001","","","alomr001",4,"wardt001",9,"molip001",10,"cartj001",7,"olerj001",3,"jackd002",8,"sprae001",5,"bordp001",2,"sojol001",6,"josef001",9,"mcrab001",8,"bretg001",10,"gwync001",7,"joynw001",3,"maynb001",2,"millk001",5,"lindj002",4,"gagng001",6,"timlm001","montj002"
"KCA199304220","19930422",0,"Thursday",735,"T","N","TOR","KCA","KAN06","hentp001","coned001","welkt901","cobld901","merrd901","hirsj901","","",19369,"","","","","",0,1,71,2,10,4,1,4,164,9,6,3,7,7,1,1,8,6,"hentp001","coned001","","","alomr001",4,"coled001",9,"molip001",10,"cartj001",7,"olerj001",3,"jackd002",8,"sprae001",5,"bordp001",2,"schod001",6,"josef001",9,"mcrab001",8,"bretg001",10,"gwync001",7,"joynw001",3,"maynb001",2,"millk001",5,"lindj002",4,"gagng001",6,"wardd001","gordt001"
"KCA199304230","19930423",0,"Friday",734,"T","N","BAL","KCA","KAN06","rhoda001","gardm001","kaisk901","johnm901","mckej901","voltv901","","",18651,"","","","","",0,1,73,3,10,4,1,4,163,9,6,7,7,8,1,1,6,5,"gardm001","rhoda001","montj002","","andeb001",7,"devem001",8,"ripkc001",6,"bainh001",10,"davig001",3,"hoilc001",2,"gomel001",5,"mclem001",9,"reynh001",4,"millk001",10,"mcrab001",8,"joynw001",3,"macfm001",2,"mcrek001",7,"pullh001",9,"hiatp001",5,"lindj002",4,"gagng001",6,"olsog001","montj002"
