"PHI198104130","19810413",0,"Monday",0,"F","N","PIT","PHI","PHI12","candj001","carls001","westj901","kiblj901","steld901","froeb901","","",60404,"philadelphia","scott holland","scott holland","1995/03/03 8:39PM","",0,0,0,0,-1,0,0,0,124,9,1,5,9,13,3,0,7,10,"carls001","candj001","","boonb001","moreo001",8,"folit001",6,"parkd001",9,"robib101",3,"madlb001",5,"lacyl001",7,"berrd001",4,"nicos001",2,"candj001",1,"smitl002",9,"rosep001",3,"schmm001",5,"mattg001",7,"trilm001",4,"maddg001",8,"bowal001",6,"boonb001",2,"carls001",1,"soloe101",""
"PHI198104150","19810415",0,"Wednesday",0,"F","N","PIT","PHI","PHI12","bibbj001","bystm001","kiblj901","froeb901","(none)","westj901","","",27450,"philadelphia","scott holland","scott holland","1995/03/03 9:20PM","",0,0,0,0,-1,0,0,0,206,11,3,4,12,10,1,1,16,7,"mcgrt001","romoe101","","mattg001","moreo001",8,"folit001",6,"parkd001",9,"thomj001",3,"easlm001",7,"madlb001",5,"berrd001",4,"nicos001",2,"bibbj001",1,"rosep001",3,"trilm001",4,"mcbrb101",9,"schmm001",5,"mattg001",7,"maddg001",8,"bowal001",6,"boonb001",2,"bystm001",1,"romoe101","mcgrt001"
"PHI198104160","19810416",0,"Thursday",0,"F","N","PIT","PHI","PHI12","robid001","ruthd001","froeb901","westj901","harrl901","fiels901","","",26780,"philadelphia","scott holland","scott holland","1995/03/07 6:45AM","",0,0,0,0,-1,0,0,0,142,9,3,5,8,12,2,1,7,5,"ruthd001","robid001","mcgrt001","agual001","moreo001",8,"law-v001",4,"parkd001",9,"thomj001",3,"easlm001",7,"madlb001",5,"berrd001",6,"nicos001",2,"robid001",1,"rosep001",3,"agual001",4,"mcbrb101",9,"schmm001",5,"mattg001",7,"maddg001",8,"bowal001",6,"boonb001",2,"ruthd001",1,"soloe101","mcgrt001"
"PHI198104170","19810417",0,"Friday",805,"F","N","CHN","PHI","PHI12","kravk101","chril101","davis901","tatat901","crawj901","varge901","","",21948,"phi & chi","scott holland","scott holland","1995/03/07 6:58AM","",0,0,58,0,-1,0,0,0,167,9,2,6,8,11,1,1,7,10,"chril101","kravk101","","","dejei001",6,"straj101",4,"buckb001",3,"hends001",7,"durhl001",9,"reitk101",5,"thoms001",8,"footb101",2,"kravk101",1,"rosep001",3,"trilm001",4,"mcbrb101",9,"morek001",5,"mattg001",7,"maddg001",8,"bowal001",6,"boonb001",2,"chril101",1,"capid101","prolm101"
"PHI198104180","19810418",0,"Saturday",705,"F","N","CHN","PHI","PHI12","krukm001","carls001","tatat901","crawj901","varge901","davis901","","",27780,"phi & chi","scott holland","scott holland","1995/03/08 6:55AM","",0,0,69,0,-1,0,0,0,170,10,3,4,8,11,1,0,7,14,"carls001","smitl001","","trilm001","dejei001",6,"buckb001",3,"moraj101",8,"hends001",7,"cruzh101",9,"reitk101",5,"footb101",2,"tysom101",4,"krukm001",1,"rosep001",3,"trilm001",4,"mcbrb101",9,"morek001",5,"mattg001",7,"maddg001",8,"bowal001",6,"boonb001",2,"carls001",1,"smitl001",""
"PHI198104190","19810419",0,"Sunday",135,"F","D","CHN","PHI","PHI12","reusr001","espin101","crawj901","varge901","davis901","tatat901","","",30204,"phi & chi","scott holland","scott holland","1995/03/08 7:02AM","",0,0,77,0,-1,0,0,0,117,9,3,7,6,9,1,1,5,4,"espin101","reusr001","","morek001","dejei001",6,"tysom101",4,"buckb001",3,"hends001",7,"durhl001",9,"moraj101",8,"reitk101",5,"footb101",2,"reusr001",1,"rosep001",3,"trilm001",4,"mcbrb101",9,"morek001",5,"mattg001",7,"maddg001",8,"bowal001",6,"boonb001",2,"espin101",1,"tidrd001",""
"PHI198104270","19810427",0,"Monday",735,"F","N","MON","PHI","PHI12","gullb001","ruthd001","harvd901","colon901","pullf901","grege901","","",27347,"philadelphia","scott holland","scott holland","1995/03/24 7:00AM","",0,0,0,0,-1,0,0,0,131,9,1,3,4,7,0,0,5,7,"ruthd001","gullb001","","mattg001","raint001",7,"manuj101",4,"dawsa001",8,"valee001",9,"cartg001",2,"parrl002",5,"cromw101",3,"speic001",6,"gullb001",1,"smitl002",9,"rosep001",3,"schmm001",5,"mattg001",7,"trilm001",4,"maddg001",8,"bowal001",6,"boonb001",2,"ruthd001",1,"sosae101",""
"PHI198104280","19810428",0,"Tuesday",735,"F","N","MON","PHI","PHI12","lea-c001","chril101","colon901","pullf901","grege901","harvd901","","",26192,"philadelphia","scott holland","scott holland","1995/03/24 8:21PM","",0,0,0,0,-1,0,0,0,139,9,6,3,12,6,1,3,8,3,"ratzs101","chril101","sosae101","speic001","raint001",7,"manuj101",4,"dawsa001",8,"valee001",9,"cartg001",2,"parrl002",5,"cromw101",3,"speic001",6,"lea-c001",1,"rosep001",3,"agual001",4,"schmm001",5,"mattg001",7,"morek001",9,"maddg001",8,"bowal001",6,"boonb001",2,"chril101",1,"sosae101","reedr001"
"PHI198104290","19810429",0,"Wednesday",735,"F","N","MON","PHI","PHI12","roges001","carls001","pullf901","grege901","harvd901","colon901","","",30142,"philadelphia","scott holland","scott holland","1995/03/28 8:25AM","",0,0,0,0,-1,0,0,0,134,9,2,6,9,9,1,0,9,5,"carls001","roges001","","maddg001","raint001",7,"manuj101",4,"wallt001",3,"valee001",9,"cartg001",2,"parrl002",5,"whitj001",8,"speic001",6,"roges001",1,"rosep001",3,"agual001",4,"schmm001",5,"mattg001",7,"morek001",9,"maddg001",8,"bowal001",6,"boonb001",2,"carls001",1,"ratzs101",""
"PHI198105021","19810502",1,"Saturday",0,"F","N","SFN","PHI","PHI12","alexd001","espin101","westj901","froeb901","steld901","kiblj901","","",0,"phi & sf","holland & annis","scott holland","1995/04/12 8:51AM","",0,0,0,0,-1,0,0,0,153,9,6,2,9,6,0,1,7,8,"alexd001","espin101","mintg001","clarj001","nortb101",8,"cabee001",3,"morgj001",4,"evand001",5,"clarj001",9,"hernl001",7,"may-m001",2,"lemaj001",6,"alexd001",1,"grosg001",9,"rosep001",3,"schmm001",5,"mattg001",7,"trilm001",4,"maddg001",8,"bowal001",6,"boonb001",2,"espin101",1,"mintg001","prolm101"
