"ATL196804120","19680412",0,"Friday",0,"F","N","CIN","ATL","ATL01","tsitj101","niekp001","steim901","pryop901","donaa901","venzt901","","",20128,"22","Comly","Comly","1998/12/06 6:32PM","",1,0,0,0,-1,0,0,4,136,9,3,4,10,7,1,0,8,7,"niekp001","tsitj101","upshc101","","rosep001",9,"johna104",7,"pinsv101",8,"peret001",5,"may-l101",3,"pavld101",2,"helmt101",4,"cardl101",6,"tsitj101",1,"alouf101",8,"jacks102",6,"aaroh101",9,"torrj101",2,"boyec102",5,"johnd103",3,"valds101",7,"millf105",4,"niekp001",1,"abert101","upshc101"
"ATL196804130","19680413",0,"Saturday",0,"F","N","CIN","ATL","ATL01","culvg101","johnk102","pryop901","donaa901","venzt901","steim901","","",30222,"22","Comly","Comly","1998/12/06 7:19PM","",1,0,0,0,-1,0,0,4,167,11,1,2,7,10,2,0,10,10,"clont101","lee-b104","","","rosep001",9,"johna104",7,"pinsv101",8,"peret001",5,"may-l101",3,"pavld101",2,"helmt101",4,"cardl101",6,"culvg101",1,"millf105",4,"jacks102",6,"aaroh101",9,"alouf101",8,"boyec102",5,"johnd103",3,"tillb101",2,"valds101",7,"johnk102",1,"davit102","clont101"
"ATL196804150","19680415",0,"Monday",805,"F","N","SLN","ATL","ATL01","gibsb101","jarvp101","donaa901","venzt901","steim901","pryop901","","",11738,"cards","comly","white","1994/12/14 3:53PM","",0,0,0,0,-1,0,0,0,160,10,4,3,10,6,1,0,6,8,"hoerj101","jarvp101","hughd101","","brocl102",7,"flooc101",8,"marir101",9,"cepeo101",3,"mccat101",2,"shanm101",5,"javij101",4,"maxvd101",6,"gibsb101",1,"millf105",4,"jacks102",6,"aaroh101",9,"alouf101",8,"boyec102",5,"johnd103",3,"tillb101",2,"valds101",7,"jarvp101",1,"hughd101","upshc101"
"ATL196804160","19680416",0,"Tuesday",805,"F","N","SLN","ATL","ATL01","briln101","clont101","venzt901","steim901","pryop901","donaa901","","",8412,"cards","comly","white","1994/12/20 1:31PM","",0,0,0,0,-1,0,0,0,159,9,6,2,9,9,3,1,8,9,"briln101","clont101","hoerj101","","brocl102",7,"flooc101",8,"marir101",9,"cepeo101",3,"mccat101",2,"shanm101",5,"javij101",4,"maxvd101",6,"briln101",1,"millf105",4,"jacks102",6,"aaroh101",9,"alouf101",8,"boyec102",5,"johnd103",3,"tillb101",2,"valds101",7,"clont101",1,"hoerj101","carrc103"
"ATL196804170","19680417",0,"Wednesday",805,"F","N","CHN","ATL","ATL01","handb101","niekp001","steim901","pryop901","donaa901","venzt901","","",5475,"15","Comly","Comly","1998/12/12 10:04PM","",1,2,65,0,-1,0,1,4,116,9,0,2,5,6,1,0,6,3,"niekp001","handb101","","","kessd101",6,"beckg101",4,"willb104",7,"santr102",5,"banke101",3,"johnl104",9,"hundr101",2,"phila101",8,"handb101",1,"alouf101",8,"jacks102",6,"aaroh101",9,"torrj101",2,"millf105",4,"boyec102",5,"johnd103",3,"valds101",7,"niekp001",1,"stonb101",""
"ATL196804180","19680418",0,"Thursday",805,"F","N","CHN","ATL","ATL01","niekj001","johnk102","pryop901","donaa901","venzt901","steim901","","",6719,"15","Comly","Comly","1998/12/12 10:38PM","",1,2,75,0,-1,0,1,4,141,9,3,5,6,7,0,0,4,6,"raymc101","hartc105","","","kessd101",6,"beckg101",4,"willb104",7,"santr102",5,"banke101",3,"johnl104",9,"hundr101",2,"phila101",8,"niekj001",1,"alouf101",8,"jacks102",6,"aaroh101",9,"torrj101",2,"millf105",4,"boyec102",5,"johnd103",3,"valds101",7,"johnk102",1,"mikkp101","raymc101"
"ATL196804260","19680426",0,"Friday",0,"F","N","PHI","ATL","ATL01","jackl102","jarvp101","weyel901","willb901","gormt101","sudoe901","","",10614,"A. Lewis","Comly","P. Palmieri","1995/01/04 9:06PM","",0,0,0,0,-1,0,0,0,152,9,1,3,6,11,3,2,6,11,"jarvp101","jackl102","","","taylt101",5,"rojac101",4,"callj101",9,"alled101",7,"gonzt101",8,"whitb105",3,"dalrc101",2,"wineb101",6,"jackl102",1,"alouf101",8,"jacks102",6,"aaroh101",9,"valds101",7,"aarot101",3,"boyec102",5,"tillb101",2,"millf105",4,"jarvp101",1,"farrt101",""
"ATL196804270","19680427",0,"Saturday",0,"F","N","PHI","ATL","ATL01","frymw101","kelld102","willb901","gormt101","sudoe901","weyel901","","",14207,"A. Lewis","Comly","P. Palmieri","1995/01/04 9:47PM","",0,0,0,0,-1,0,0,0,150,9,4,1,8,6,2,1,7,8,"frymw101","kelld102","","","taylt101",5,"rojac101",4,"callj101",9,"alled101",7,"lockd101",8,"whitb105",3,"wineb101",6,"ryanm101",2,"frymw101",1,"alouf101",8,"jacks102",6,"aaroh101",9,"johnd103",3,"aarot101",7,"boyec102",5,"tillb101",2,"millf105",4,"kelld102",1,"","upshc101"
"ATL196804280","19680428",0,"Sunday",0,"F","D","PHI","ATL","ATL01","wiser101","niekp001","gormt101","sudoe901","weyel901","willb901","","",13442,"28","Comly","Comly","1998/06/20 7:09PM","",1,0,0,0,-1,0,0,0,137,9,4,3,9,7,0,1,6,3,"wiser101","niekp001","farrt101","","taylt101",5,"rojac101",4,"callj101",9,"alled101",7,"gonzt101",8,"whitb105",3,"dalrc101",2,"wineb101",6,"wiser101",1,"alouf101",8,"jacks102",6,"aaroh101",9,"valds101",7,"johnd103",3,"millf105",4,"tillb101",2,"woodw101",5,"niekp001",1,"farrt101","raymc101"
"ATL196805060","19680506",0,"Monday",0,"F","N","PIT","ATL","ATL01","bunnj101","jarvp101","varge901","engeb901","barla901","lands901","","",9131,"86","Greg Beston","Greg Beston","2003/12/10 9:11PM","",1,0,0,0,-1,0,0,4,153,9,2,1,4,6,1,1,3,7,"bunnj101","jarvp101","klinr102","","willm102",5,"alleg101",6,"clemr101",9,"clend101",3,"motam101",7,"aloum101",8,"mazeb101",4,"may-j101",2,"bunnj101",1,"alouf101",8,"jacks102",6,"aaroh101",9,"frant101",3,"valds101",7,"boyec102",5,"millf105",4,"martm102",2,"jarvp101",1,"klinr102",""
