"NYA196704140","19670414",0,"Friday",0,"F","D","BOS","NYA","NYC16","rohrb101","fordw101","drumc901","hallb901","honoj901","chyln901","","",14375,"","Luke Kraemer","Luke Kraemer","1993/01/27 7:57AM","",1,0,0,0,-1,0,0,0,131,9,3,0,8,1,1,0,7,6,"rohrb101","fordw101","","smitr101","smitr101",4,"foy-j101",5,"yastc101",7,"conit101",9,"scotg102",3,"thomg102",8,"petrr101",6,"gibsr102",2,"rohrb101",1,"clarh101",4,"robib101",9,"trest101",7,"pepij101",8,"howae101",2,"smitc105",5,"barkr102",3,"kennj105",6,"fordw101",1,"","tillt101"
"NYA196704150","19670415",0,"Saturday",0,"F","D","BOS","NYA","NYC16","bennd101","stotm101","hallb901","honoj901","chyln901","drumc901","","",12035,"","Luke Kraemer","Luke Kraemer","1993/01/27 8:02AM","",1,0,0,0,-1,0,0,0,151,9,0,1,4,5,0,0,7,8,"stotm101","bennd101","","clarh101","tartj101",8,"foy-j101",5,"yastc101",7,"conit101",9,"scotg102",3,"smitr101",4,"petrr101",6,"tillb101",2,"bennd101",1,"clarh101",4,"robib101",9,"trest101",7,"pepij101",8,"howae101",2,"smitc105",5,"barkr102",3,"kennj105",6,"stotm101",1,"",""
"NYA196704160","19670416",0,"Sunday",0,"F","D","BOS","NYA","NYC16","lonbj101","talbf101","honoj901","chyln901","drumc901","hallb901","","",19290,"","Luke Kraemer","Luke Kraemer","1993/01/27 1:49PM","",1,0,0,0,-1,0,0,0,350,18,6,7,20,15,2,3,21,16,"downa101","stanl101","","pepij101","tartj101",8,"foy-j101",5,"yastc101",7,"conit101",9,"scotg102",3,"smitr101",4,"petrr101",6,"gibsr102",2,"lonbj101",1,"trest101",7,"gibbj101",2,"mantm101",3,"pepij101",8,"whits101",9,"smitc105",5,"clarh101",4,"kennj105",6,"talbf101",1,"stanl101","downa101"
"NYA196704250","19670425",0,"Tuesday",0,"F","D","CHA","NYA","NYC16","johnt001","fordw101","odomj901","soarh901","(none)","salea901","","",6318,"","Luke Kraemer","Luke Kraemer","1992/09/23 10:39PM","",1,0,0,0,-1,0,0,0,150,9,2,11,8,17,1,1,5,13,"fordw101","johnt001","","smitc105","willw103",9,"berrk101",7,"ageet101",8,"wardp102",3,"kenwd102",5,"adaij101",4,"josed101",2,"hansr102",6,"johnt001",1,"howsd101",4,"trest101",7,"mantm101",3,"howae101",2,"smitc105",5,"pepij101",8,"robib101",9,"kennj105",6,"fordw101",1,"otooj101",""
"NYA196704260","19670426",0,"Wednesday",0,"F","D","CHA","NYA","NYC16","peteg101","stotm101","soarh901","salea901","(none)","odomj901","","",7195,"","Luke Kraemer","Luke Kraemer","1992/09/23 10:44PM","",1,0,0,0,-1,0,0,0,142,9,5,1,6,4,2,2,4,5,"peteg101","stotm101","","wardp102","berrk101",9,"bufod101",5,"ageet101",8,"wardp102",7,"mccrt102",3,"adaij101",4,"martj107",2,"hansr102",6,"peteg101",1,"howsd101",4,"trest101",7,"mantm101",3,"howae101",2,"smitc105",5,"pepij101",8,"robib101",9,"kennj105",6,"stotm101",1,"","tillt101"
"NYA196704280","19670428",0,"Friday",0,"F","N","CAL","NYA","NYC16","mcglj101","petef101","salea901","odomj901","runge901","soarh901","","",10831,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,163,9,4,5,6,10,1,1,4,9,"womad101","rojam101","tillt101","howae101","schap101",5,"fregj101",6,"johnj002",8,"reicr101",7,"cardj101",9,"mincd101",3,"knoob101",4,"rodgb102",2,"mcglj101",1,"howsd101",4,"trest101",7,"mantm101",3,"pepij101",8,"whits101",9,"smitc105",5,"gibbj101",2,"kennj105",6,"petef101",1,"rojam101","tillt101"
"NYA196704290","19670429",0,"Saturday",0,"F","D","CAL","NYA","NYC16","sanfj101","talbf101","odomj901","soarh901","salea901","runge901","","",12126,"","","Luke Kraemerl","","",1,0,0,0,-1,0,0,0,142,9,2,5,2,7,0,0,5,4,"talbf101","sanfj101","","mantm101","schap101",5,"fregj101",6,"johnj002",8,"mincd101",3,"hallj107",9,"gabrl102",7,"knoob101",4,"rodgb102",2,"sanfj101",1,"howsd101",4,"gibbj101",2,"mantm101",3,"trest101",7,"whits101",9,"smitc105",5,"robib101",8,"kennj105",6,"talbf101",1,"burdl101",""
"NYA196704301","19670430",1,"Sunday",0,"F","D","CAL","NYA","NYC16","brung101","fordw101","soarh901","salea901","odomj901","runge901","","",0,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,187,10,1,4,10,9,3,0,11,7,"womad101","brung101","","mantm101","fregj101",6,"johnj002",8,"cardj101",9,"reicr101",7,"mincd101",3,"knoob101",4,"rodgb102",2,"schap101",5,"brung101",1,"howsd101",4,"trest101",7,"mantm101",3,"howae101",2,"smitc105",5,"robib101",8,"whits101",9,"kennj105",6,"fordw101",1,"rojam101","womad101"
"NYA196704302","19670430",2,"Sunday",0,"F","D","CAL","NYA","NYC16","clarr104","downa101","salea901","runge901","odomj901","soarh901","","",47980,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,165,9,4,2,10,5,2,1,10,8,"clarr104","downa101","kelsb101","reicr101","fregj101",6,"johnj002",8,"cardj101",9,"reicr101",7,"knoob101",4,"mincd101",3,"schap101",5,"satrt101",2,"clarr104",1,"clarh101",4,"gibbj101",2,"trest101",7,"whits101",9,"smitc105",5,"barkr102",3,"robib101",8,"kennj105",6,"downa101",1,"kelsb101","hamis101"
"NYA196705120","19670512",0,"Friday",0,"F","N","BAL","NYA","NYC16","palmj001","fordw101","dimul901","ashfe901","flahr901","ricej901","","",22300,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,163,9,14,0,17,1,0,1,13,0,"palmj001","fordw101","","robif103","blefc101",7,"aparl101",6,"robif103",9,"robib104",5,"poweb101",3,"heldw101",4,"blaip101",8,"etcha101",2,"palmj001",1,"clarh101",4,"trest101",7,"mantm101",3,"pepij101",8,"whits101",9,"gibbj101",2,"howsd101",5,"kennj105",6,"fordw101",1,"","womad101"
"NYA196705130","19670513",0,"Saturday",0,"F","N","BAL","NYA","NYC16","mcnad102","downa101","ashfe901","flahr901","ricej901","dimul901","","",18355,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,172,9,5,3,12,4,1,2,11,4,"drabm101","downa101","watte101","","blefc101",7,"aparl101",6,"robif103",9,"robib104",5,"poweb101",3,"heldw101",4,"blaip101",8,"etcha101",2,"mcnad102",1,"clarh101",4,"howsd101",5,"mantm101",3,"howae101",2,"whits101",9,"pepij101",8,"robib101",7,"kennj105",6,"downa101",1,"watte101","talbf101"
"NYA196705140","19670514",0,"Sunday",0,"F","D","BAL","NYA","NYC16","barbs102","stotm101","flahr901","ricej901","dimul901","ashfe901","","",18872,"","Luke Kraemer","Luke Kraemer","1992/09/25 10:48PM","",1,0,0,0,-1,0,0,0,158,9,5,6,6,8,3,2,5,6,"womad101","mills101","","pepij101","belam101",6,"snydr102",8,"blefc101",7,"robif103",9,"poweb101",3,"robib104",5,"heldw101",4,"etcha101",2,"barbs102",1,"clarh101",4,"howsd101",5,"mantm101",3,"howae101",2,"trest101",7,"whits101",9,"robib101",8,"amarr101",6,"stotm101",1,"fishe102","womad101"
"NYA196705160","19670516",0,"Tuesday",0,"F","N","CLE","NYA","NYC16","mcdos101","petef101","ricej901","dimul901","ashfe901","flahr901","","",12405,"","Luke Kraemer","Luke Kraemer","1992/09/25 10:57PM","",1,0,0,0,-1,0,0,0,193,11,3,4,9,10,2,1,8,14,"tillt101","alleb101","","mantm101","alvim101",5,"gonzp101",4,"hintc101",9,"colar101",7,"azcuj101",2,"whitf103",3,"vidaj101",8,"browl104",6,"mcdos101",1,"clarh101",4,"howsd101",5,"mantm101",3,"howae101",2,"whits101",9,"pepij101",8,"robib101",7,"amarr101",6,"petef101",1,"alleb101","tillt101"
"NYA196705170","19670517",0,"Wednesday",0,"F","N","CLE","NYA","NYC16","hargs101","talbf101","dimul901","ashfe901","flahr901","ricej901","","",9772,"","Luke Kraemer","Luke Kraemer","1992/09/25 11:02PM","",1,0,0,0,-1,0,0,0,156,9,8,7,8,9,0,1,3,4,"hargs101","talbf101","odonj101","whitf103","mayel101",8,"alvim101",5,"hintc101",9,"wagnl101",7,"whitf103",3,"simsd101",2,"gonzp101",4,"browl104",6,"hargs101",1,"clarh101",4,"trest101",7,"mantm101",3,"pepij101",8,"whits101",9,"gibbj101",2,"howsd101",5,"amarr101",6,"talbf101",1,"odonj101","renih101"
"NYA196705301","19670530",1,"Tuesday",0,"F","D","MIN","NYA","NYC16","boswd101","downa101","umonf901","kinnb901","neudj901","nappl901","","",0,"","Luke Kraemer","Luke Kraemer","1992/09/26 9:04PM","",1,0,0,0,-1,0,0,0,140,9,3,4,6,4,0,1,6,1,"downa101","boswd101","womad101","whits101","tovac101",8,"carer001",4,"versz101",6,"killh102",3,"olivt102",9,"allib103",7,"rollr101",5,"zimmj101",2,"boswd101",1,"clarh101",4,"trest101",7,"mantm101",3,"pepij101",8,"whits101",9,"gibbj101",2,"smitc105",5,"amarr101",6,"downa101",1,"olloj101","womad101"
"NYA196705302","19670530",2,"Tuesday",0,"F","D","MIN","NYA","NYC16","merrj102","petef101","kinnb901","neudj901","nappl901","umonf901","","",41136,"","Luke Kraemer","Luke Kraemer","1992/09/26 9:08PM","",1,0,0,0,-1,0,0,0,137,9,3,0,9,2,2,2,6,4,"merrj102","petef101","","versz101","tovac101",8,"carer001",4,"versz101",6,"killh102",3,"olivt102",9,"allib103",7,"rollr101",5,"zimmj101",2,"merrj102",1,"clarh101",4,"amarr101",6,"mantm101",3,"howae101",2,"smitc105",5,"pepij101",8,"whits101",9,"robib101",7,"petef101",1,"","hamis101"
