"MLN196104110","19610411",0,"Tuesday",0,"F","D","SLN","MLN","MIL05","broge101","spahw101","barla901","craws901","varge901","forma901","","",33327,"Ron Rakowski","Ron Rakowski","Ron Rakowski","1994/08/13 12:15AM","",0,0,44,0,-1,0,0,0,152,10,2,1,6,4,2,0,5,7,"mcdal101","spahw101","","","javij101",4,"landd101",8,"whitb105",3,"boyek101",5,"musis101",7,"spend101",6,"cunnj101",9,"smith108",2,"broge101",1,"mayel101",7,"crand102",2,"mathe101",5,"aaroh101",9,"bollf101",4,"adcoj101",3,"mcmir101",6,"demej101",8,"spahw101",1,"mcdal101",""
"MLN196104130","19610413",0,"Thursday",0,"F","D","SLN","MLN","MIL05","millb106","burdl101","craws901","varge901","forma901","barla901","","",6448,"Ron Rakowski","Ron Rakowski","Ron rakowski","1994/08/13 12:40AM","",0,0,0,0,-1,0,0,0,215,11,4,5,12,13,0,1,10,9,"mores101","mcdal101","","","landd101",8,"javij101",4,"whitb105",3,"boyek101",5,"musis101",7,"spend101",6,"cunnj101",9,"smith108",2,"millb106",1,"spana101",8,"crand102",2,"mathe101",5,"aaroh101",9,"bollf101",4,"adcoj101",3,"mcmir101",6,"demej101",7,"burdl101",1,"mcdal101","mores101"
"MLN196104280","19610428",0,"Friday",0,"F","N","SFN","MLN","MIL05","jones105","spahw101","donaa901","burkk101","pelec901","forma901","conlj102","",8518,"Rakowski","Rakowski","Rakowski","1994/08/13 12:59AM","",0,0,0,0,-1,0,0,0,136,9,0,1,0,5,1,1,0,11,"spahw101","jones105","","","hillc101",4,"kuenh101",5,"maysw101",8,"mccow101",3,"cepeo101",7,"alouf101",9,"baile101",2,"pagaj101",6,"jones105",1,"mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"roacm101",7,"adcoj101",3,"lau-c101",2,"demej101",9,"spahw101",1,"",""
"MLN196104290","19610429",0,"Saturday",0,"F","D","SFN","MLN","MIL05","marij101","buhlb101","burkk101","pelec901","forma901","donaa901","","",12753,"Rakowski","Rakowski","Rakowski","1994/08/13 1:16AM","",0,0,0,0,-1,0,0,0,157,9,7,3,15,8,2,0,7,5,"marij101","buhlb101","","","hillc101",4,"kuenh101",5,"maysw101",8,"mccow101",3,"cepeo101",7,"alouf101",9,"baile101",2,"pagaj101",6,"marij101",1,"mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"roacm101",7,"adcoj101",3,"demej101",9,"lau-c101",2,"buhlb101",1,"","mackk101"
"MLN196104300","19610430",0,"Sunday",0,"F","D","SFN","MLN","MIL05","loesb101","burdl101","pelec901","forma901","conlj102","donaa901","burkk101","",13114,"Rakowski","Rakowski","Rakowski","1994/08/13 3:50PM","",0,0,0,0,-1,0,0,0,160,9,14,4,14,8,0,1,6,4,"loesb101","burdl101","","","hillc101",4,"davej101",5,"maysw101",8,"mccow101",3,"cepeo101",7,"alouf101",9,"baile101",2,"pagaj101",6,"loesb101",1,"mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"roacm101",7,"adcoj101",3,"lau-c101",2,"demej101",9,"burdl101",1,"","brung101"
"MLN196105020","19610502",0,"Tuesday",0,"F","N","LAN","MLN","MIL05","koufs101","nottd101","venzt901","sudoe901","dascf901","secof101","steim901","",8161,"Allan Roth","David W. Smith","David W. Smith","1994/01/21 7:34PM","",1,1,0,0,-1,0,0,0,193,9,11,9,12,13,4,1,8,10,"goldj102","mackk101","sherl101","","daviw102",8,"rosej101",2,"davit103",5,"moonw101",7,"larkn101",3,"howaf102",9,"nealc101",4,"smitc105",6,"koufs101",1,"mcmir101",6,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"roacm101",7,"demej101",9,"lau-c101",2,"nottd101",1,"sherl101","mcmad102"
"MLN196105030","19610503",0,"Wednesday",0,"F","N","LAN","MLN","MIL05","wills102","spahw101","sudoe901","dascf901","secof101","steim901","venzt901","",8668,"Allan Roth","David W. Smith","David W. Smith","1994/01/21 7:47PM","",1,1,0,0,-1,0,0,0,145,9,1,4,2,12,0,0,3,9,"spahw101","wills102","","","gillj102",5,"nealc101",4,"davit103",7,"howaf102",9,"demed101",8,"hodgg101",3,"smitc105",6,"rosej101",2,"wills102",1,"mayel101",9,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"roacm101",7,"mcmir101",6,"lau-c101",2,"spahw101",1,"crair101",""
"MLN196105040","19610504",0,"Thursday",0,"F","D","LAN","MLN","MIL05","drysd101","buhlb101","dascf901","secof101","steim901","venzt901","sudoe901","",7373,"Allan Roth","David W. Smith","David W. Smith","1994/01/21 8:46PM","",1,1,0,0,-1,0,0,0,224,10,6,10,9,13,2,2,7,12,"willc104","goldj102","","","willm102",6,"daviw102",8,"davit103",5,"moonw101",7,"larkn101",3,"howaf102",9,"nealc101",4,"rosej101",2,"drysd101",1,"mayel101",9,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"roacm101",7,"mcmir101",6,"lau-c101",2,"buhlb101",1,"goldj102","willc104"
"MLN196105050","19610505",0,"Friday",0,"F","N","CIN","MLN","MIL05","purkb101","burdl101","secof101","steim901","venzt901","sudoe901","dascf901","",8496,"Jerry Howe","Ron Rakowski","Ron Rakowski","1994/09/22 10:44PM","",1,0,0,0,-1,0,0,0,216,12,6,5,16,9,2,1,11,7,"brosj101","pichr101","henrb101","","blasd101",4,"pinsv101",8,"bellg103",9,"robif103",7,"coleg101",3,"freeg102",5,"cardl101",6,"zimmj101",2,"purkb101",1,"mayel101",9,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"roacm101",7,"mcmir101",6,"lau-c101",2,"burdl101",1,"henrb101","pichr101"
"MLN196105071","19610507",1,"Sunday",0,"F","D","CIN","MLN","MIL05","huntk101","spahw101","steim901","venzt901","sudoe901","dascf901","secof101","",0,"Jerry Howe","Ron Rakowski","Ron Rakowski","1996/08/22 8:03PM","",1,0,0,0,-1,0,0,0,160,9,5,4,9,5,3,1,5,6,"nunnh101","spahw101","","","blasd101",4,"pinsv101",8,"robif103",7,"postw101",9,"freeg102",5,"cardl101",6,"coleg101",3,"zimmj101",2,"huntk101",1,"mayel101",9,"bollf101",4,"mathe101",5,"aaroh101",8,"adcoj101",3,"roacm101",7,"mcmir101",6,"lau-c101",2,"spahw101",1,"nunnh101","drabm101"
