"TEX201304050","20130405",0,"Friday",108,"T","D","ANA","TEX","ARL02","vargj001","holld003","gonzm901","bellw901","vanol901","randt901","","",48845,"","","","","",1,1,64,0,0,0,0,1,166,9,2,3,6,12,0,0,4,11,"schet001","downs001","nathj001","","troum001",7,"aybae001",6,"pujoa001",3,"hamij003",9,"trumm001",10,"kendh001",4,"calla001",5,"iannc001",2,"bourp001",8,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"cruzn002",9,"murpd005",7,"piera001",2,"gentc001",8,"morem001",3,"downs001","nathj001"
"TEX201304060","20130406",0,"Saturday",307,"T","D","ANA","TEX","ARL02","hanst001","harrm001","bellw901","vanol901","randt901","gonzm901","","",47201,"","","","","",1,1,72,7,17,0,0,1,180,9,8,4,12,9,0,1,9,5,"hanst001","harrm001","","","troum001",7,"aybae001",6,"pujoa001",10,"hamij003",9,"trumm001",3,"kendh001",4,"calla001",5,"iannc001",2,"bourp001",8,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"murpd005",7,"cruzn002",9,"piera001",2,"morem001",3,"martl004",8,"friee001","rossr002"
"TEX201304070","20130407",0,"Sunday",708,"T","N","ANA","TEX","ARL02","weavj003","darvy001","vanol901","randt901","gonzm901","bellw901","","",42034,"","","","","",1,1,73,7,17,0,0,0,181,9,3,7,10,8,0,0,10,5,"darvy001","weavj003","","","troum001",7,"aybae001",6,"pujoa001",10,"hamij003",9,"trumm001",3,"kendh001",4,"calla001",5,"iannc001",2,"bourp001",8,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"murpd005",7,"cruzn002",9,"morem001",3,"sotog001",2,"martl004",8,"willj003","nathj001"
"TEX201304080","20130408",0,"Monday",706,"T","N","TBA","TEX","ARL02","hellj001","ogana001","fostm901","barrs901","welkt901","everm901","","",27355,"","","","","",1,1,73,8,21,0,0,0,195,9,4,5,7,8,1,1,8,5,"ogana001","hellj001","nathj001","","jennd002",8,"fulds001",7,"zobrb001",4,"longe001",5,"joycm001",9,"escoy001",6,"lonej001",3,"molij001",2,"johnk003",10,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"murpd005",7,"cruzn002",9,"piera001",2,"morem001",3,"gentc001",8,"wrigj001","nathj001"
"TEX201304090","20130409",0,"Tuesday",707,"T","N","TBA","TEX","ARL02","carmf001","tepen001","barrs901","welkt901","everm901","fostm901","","",31398,"","","","","",1,1,79,7,11,0,0,0,164,9,1,6,4,10,1,0,5,8,"tepen001","carmf001","","","jennd002",8,"joycm001",9,"zobrb001",4,"longe001",5,"lonej001",3,"duncs001",10,"escoy001",6,"molij001",2,"johnk003",7,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"murpd005",7,"cruzn002",9,"piera001",2,"morem001",3,"martl004",8,"gomeb001","frasj002"
"TEX201304100","20130410",0,"Wednesday",234,"T","D","TBA","TEX","ARL02","moorm003","holld003","welkt901","everm901","fostm901","barrs901","","",26643,"","","","","",1,1,39,0,13,0,0,0,171,9,2,0,6,5,0,1,7,10,"moorm003","holld003","rodnf001","","jennd002",8,"rodrs002",7,"longe001",10,"zobrb001",9,"duncs001",3,"escoy001",6,"rober002",5,"lobaj001",2,"johnk003",4,"kinsi001",4,"andre001",6,"belta001",5,"cruzn002",10,"murpd005",7,"bakej001",9,"morem001",3,"sotog001",2,"gentc001",8,"rodnf001","schet001"
"TEX201304190","20130419",0,"Friday",708,"T","N","SEA","TEX","ARL02","saunj001","darvy001","tumpj901","coope901","herna901","eddid901","","",36273,"","","","","",1,1,62,0,3,0,0,1,164,9,0,7,5,10,1,1,8,7,"darvy001","saunj001","","","chave002",8,"seagk001",5,"morak001",3,"morsm001",9,"smoaj001",10,"ibanr001",7,"shopk001",2,"ackld001",4,"andir001",6,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"cruzn002",9,"piera001",2,"bakej001",3,"murpd005",7,"gentc001",8,"noesh001","kirkm001"
"TEX201304200","20130420",0,"Saturday",707,"T","N","SEA","TEX","ARL02","maurb001","tepen001","coope901","herna901","eddid901","tumpj901","","",43025,"","","","","",1,1,68,6,16,0,0,1,152,9,0,5,5,5,0,0,8,4,"lowed001","maurb001","","","gutif001",8,"seagk001",5,"morak001",10,"morsm001",9,"smoaj001",3,"ibanr001",7,"montj003",2,"ackld001",4,"ryanb002",6,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"piera001",2,"cruzn002",9,"murpd005",7,"morem001",3,"martl004",8,"mediy001","frasj002"
"TEX201304210","20130421",0,"Sunday",207,"T","D","SEA","TEX","ARL02","haraa001","grimj002","herna901","eddid901","tumpj901","coope901","","",44599,"","","","","",1,1,69,7,8,0,0,0,187,9,3,11,8,11,1,1,9,6,"grimj002","haraa001","kirkm001","","chave002",8,"seagk001",5,"morak001",10,"morsm001",9,"smoaj001",3,"shopk001",2,"ackld001",4,"bay-j001",7,"ryanb002",6,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"murpd005",7,"cruzn002",9,"morem001",3,"sotog001",2,"martl004",8,"beavb001","kirkm001"
"TEX201304300","20130430",0,"Tuesday",707,"T","N","CHA","TEX","ARL02","quinj001","darvy001","johna901","culbf901","welkb901","westj901","","",40646,"","","","","",1,1,82,6,8,0,0,2,196,9,6,10,10,12,2,0,8,5,"darvy001","lindm001","","","deaza001",7,"greet004",4,"riosa002",9,"dunna001",3,"konep001",10,"gillc001",5,"ramia003",6,"gimeh001",2,"wised001",8,"kinsi001",4,"andre001",6,"berkl001",10,"belta001",5,"cruzn002",9,"bakej001",7,"sotog001",2,"morem001",3,"gentc001",8,"heatd001","rossr002"
