"WS2196705110","19670511",0,"Thursday",0,"F","N","CLE","WS2","WAS10","hargs101","pascc102","kinnb901","neudj901","nappl901","umonf901","","",7933,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,164,9,2,1,6,5,2,0,6,5,"hargs101","pascc102","","","mayel101",8,"alvim101",5,"hintc101",9,"wagnl101",7,"whitf103",3,"simsd101",2,"gonzp101",4,"browl104",6,"hargs101",1,"saveb101",4,"valef101",8,"kingj101",9,"howaf102",7,"nen-d101",3,"casap101",2,"mcmuk101",5,"brine101",6,"pascc102",1,"","knowd101"
"WS2196705120","19670512",0,"Friday",0,"F","N","CLE","WS2","WAS10","bellg102","moorb105","neudj901","nappl901","umonf901","kinnb901","","",12811,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,193,9,12,5,15,4,1,4,10,4,"culvg101","pridb101","penao101","mayel101","alvim101",5,"salmc101",3,"hintc101",9,"colar101",7,"azcuj101",2,"vidaj101",8,"gonzp101",4,"browl104",6,"bellg102",1,"saveb101",4,"valef101",8,"kingj101",9,"howaf102",7,"nen-d101",3,"casap101",2,"mcmuk101",5,"brine101",6,"moorb105",1,"penao101","humpb102"
"WS2196705130","19670513",0,"Saturday",0,"F","D","CLE","WS2","WAS10","tianl101","richp102","nappl901","umonf901","kinnb901","neudj901","","",3225,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,177,9,3,1,7,7,0,3,7,10,"tianl101","richp102","penao101","tianl101","alvim101",5,"salmc101",3,"hintc101",9,"colar101",7,"azcuj101",2,"vidaj101",8,"gonzp101",4,"browl104",6,"tianl101",1,"saveb101",4,"cullt101",5,"kingj101",9,"howaf102",7,"nen-d101",3,"valef101",8,"casap101",2,"brine101",6,"richp102",1,"penao101","lined101"
"WS2196705140","19670514",0,"Sunday",0,"F","D","CLE","WS2","WAS10","siebs101","ortep101","umonf901","kinnb901","neudj901","nappl901","","",8063,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,80,5,2,1,4,2,0,0,4,1,"siebs101","ortep101","","azcuj101","mayel101",8,"alvim101",5,"hintc101",9,"wagnl101",7,"whitf103",3,"azcuj101",2,"gonzp101",4,"browl104",6,"siebs101",1,"cullt101",5,"alleb105",4,"kingj101",9,"howaf102",7,"nen-d101",3,"valef101",8,"casap101",2,"brine101",6,"ortep101",1,"",""
"WS2196705160","19670516",0,"Tuesday",0,"F","N","DET","WS2","WAS10","wilse102","pascc102","honoj901","chyln901","drumc901","hallb901","","",6152,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,162,9,4,5,8,8,1,0,5,6,"pascc102","wilse102","baldd101","howaf102","mcaud101",4,"wertd103",5,"kalia101",9,"hortw101",7,"nortj101",8,"cashn101",3,"freeb103",2,"oyler101",6,"wilse102",1,"cullt101",5,"kingj101",9,"howaf102",7,"valef101",8,"nen-d101",3,"casap101",2,"alleb105",4,"brine101",6,"pascc102",1,"korig101","baldd101"
"WS2196705170","19670517",0,"Wednesday",0,"F","N","DET","WS2","WAS10","sparj101","moorb105","chyln901","drumc901","hallb901","honoj901","","",4072,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,154,9,8,1,6,3,0,0,5,5,"sparj101","moorb105","","hortw101","wertd103",5,"mcaud101",4,"kalia101",9,"hortw101",7,"nortj101",8,"freeb103",2,"cashn101",3,"oyler101",6,"sparj101",1,"cullt101",5,"kingj101",9,"howaf102",7,"valef101",8,"nen-d101",3,"casap101",2,"alleb105",4,"brine101",6,"moorb105",1,"","lined101"
"WS2196705180","19670518",0,"Thursday",0,"F","N","BAL","WS2","WAS10","bertf101","richp102","drumc901","hallb901","honoj901","chyln901","","",7291,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,122,9,0,2,3,5,2,0,4,6,"richp102","bertf101","","harrk101","aparl101",6,"blefc101",7,"blaip101",8,"robif103",9,"robib104",5,"poweb101",3,"johnd105",4,"etcha101",2,"bertf101",1,"cullt101",4,"alleh104",8,"howaf102",7,"petec101",9,"harrk101",3,"mcmuk101",5,"camid101",2,"brine101",6,"richp102",1,"mills101",""
"WS2196705190","19670519",0,"Friday",0,"F","N","BAL","WS2","WAS10","barbs102","ortep101","hallb901","honoj901","chyln901","drumc901","","",12072,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,193,9,11,5,12,9,1,0,5,12,"barbs102","ortep101","bunkw101","snydr102","aparl101",6,"snydr102",8,"robib104",5,"robif103",9,"poweb101",3,"blefc101",7,"johnd105",4,"hanel101",2,"barbs102",1,"cullt101",4,"alleh104",8,"howaf102",7,"petec101",9,"harrk101",3,"mcmuk101",5,"camid101",2,"brine101",6,"ortep101",1,"bunkw101","hannj102"
"WS2196705200","19670520",0,"Saturday",0,"F","D","BAL","WS2","WAS10","mcnad102","colej102","honoj901","chyln901","drumc901","hallb901","","",7001,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,152,9,4,3,12,10,0,0,8,6,"mcnad102","colej102","drabm101","poweb101","aparl101",6,"snydr102",8,"robib104",5,"robif103",9,"poweb101",3,"blefc101",7,"johnd105",4,"hanel101",2,"mcnad102",1,"cullt101",4,"alleh104",8,"howaf102",7,"petec101",9,"harrk101",3,"mcmuk101",5,"camid101",2,"brine101",6,"colej102",1,"drabm101","knowd101"
"WS2196705301","19670530",1,"Tuesday",0,"F","D","KC1","WS2","WAS10","nashj101","ortep101","stewb902","valeb901","sprim901","stevj901","","",0,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,136,9,2,6,7,5,2,1,8,3,"ortep101","nashj101","baldd101","howaf102","campb101",6,"websr102",3,"mondr001",8,"cated101",5,"gosgj101",9,"repor101",7,"roofp101",2,"kubit101",4,"nashj101",1,"cullt101",4,"mcmuk101",5,"valef101",8,"howaf102",7,"petec101",9,"casap101",2,"harrk101",3,"brine101",6,"ortep101",1,"kraul102","baldd101"
"WS2196705302","19670530",2,"Tuesday",0,"F","D","KC1","WS2","WAS10","huntj101","moorb105","valeb901","sprim901","stevj901","stewb902","","",27908,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,183,11,3,4,7,6,0,1,6,5,"humpb102","akerj102","","petec101","campb101",6,"mondr001",8,"hersm101",9,"cated101",3,"bands101",5,"chavo101",4,"nossj101",7,"roofp101",2,"huntj101",1,"cullt101",4,"mcmuk101",5,"valef101",8,"howaf102",7,"petec101",9,"harrk101",3,"camid101",2,"brine101",6,"moorb105",1,"akerj102","humpb102"
"WS2196705310","19670531",0,"Wednesday",0,"F","N","CAL","WS2","WAS10","willn101","colej102","sprim901","stevj901","stewb902","valeb901","","",5324,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,150,9,3,6,10,7,0,1,7,4,"colej102","willn101","","mcmuk101","cardj101",7,"johnj002",8,"fregj101",6,"mincd101",3,"hallj107",9,"satrt101",5,"rodgb102",2,"knoob101",4,"willn101",1,"cullt101",4,"mcmuk101",5,"alleh104",8,"howaf102",7,"petec101",9,"casap101",2,"harrk101",3,"brine101",6,"colej102",1,"kelsb101",""
"WS2196706010","19670601",0,"Thursday",0,"F","N","CAL","WS2","WAS10","clarr104","pascc102","stevj901","stewb902","valeb901","sprim901","","",6411,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,138,9,0,1,4,5,0,0,3,9,"pascc102","clarr104","","saveb101","cardj101",7,"johnj002",8,"fregj101",6,"mincd101",3,"hallj107",9,"satrt101",5,"rodgb102",2,"walld102",4,"clarr104",1,"saveb101",4,"mcmuk101",5,"valef101",8,"howaf102",7,"petec101",9,"nen-d101",3,"casap101",2,"brine101",6,"pascc102",1,"kelsb101",""
"WS2196706120","19670612",0,"Monday",0,"F","N","CHA","WS2","WAS10","horlj101","colej102","ashfe901","flahr901","ricej901","dimul901","","",7236,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,398,22,5,6,15,13,0,0,11,8,"humpb102","buzhj101","","casap101","willw103",9,"bufod101",4,"ageet101",8,"berrk101",7,"mccrt102",3,"wardp102",5,"hansr102",6,"martj107",2,"horlj101",1,"saveb101",4,"valef101",8,"howaf102",7,"petec101",9,"epstm101",3,"casap101",2,"mcmuk101",5,"brine101",6,"colej102",1,"buzhj101","humpb102"
"WS2196706130","19670613",0,"Tuesday",0,"F","N","CHA","WS2","WAS10","johnt001","moorb105","flahr901","ricej901","dimul901","ashfe901","","",13661,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,148,9,6,0,9,3,0,1,3,4,"johnt001","moorb105","","ageet101","willw103",9,"bufod101",4,"ageet101",8,"berrk101",7,"hansr102",6,"mcnej101",2,"kenwd102",5,"mccrt102",3,"johnt001",1,"cullt101",4,"alleh104",8,"howaf102",7,"petec101",9,"mcmuk101",5,"epstm101",3,"camid101",2,"brine101",6,"moorb105",1,"","cox-c101"
"WS2196706141","19670614",1,"Wednesday",0,"F","N","NYA","WS2","WAS10","downa101","pascc102","ricej901","dimul901","ashfe901","flahr901","","",0,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,162,9,7,1,13,7,0,3,10,7,"downa101","pascc102","","whits101","clarh101",4,"amarr101",6,"pepij101",8,"whits101",9,"trest101",7,"howae101",2,"smitc105",5,"hegam101",3,"downa101",1,"cullt101",4,"alleh104",8,"howaf102",7,"petec101",9,"casap101",2,"mcmuk101",5,"nen-d101",3,"brine101",6,"pascc102",1,"","cox-c101"
"WS2196706142","19670614",2,"Wednesday",0,"F","N","NYA","WS2","WAS10","tillt101","ortep101","dimul901","ashfe901","flahr901","ricej901","","",15158,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,136,9,2,3,5,11,1,1,4,7,"ortep101","tillt101","knowd101","epstm101","clarh101",4,"amarr101",6,"pepij101",8,"whits101",9,"trest101",7,"gibbj101",2,"smitc105",5,"hegam101",3,"tillt101",1,"saveb101",4,"valef101",8,"kingj101",9,"petec101",7,"epstm101",3,"casap101",2,"mcmuk101",5,"brine101",6,"ortep101",1,"verbj101","knowd101"
"WS2196706150","19670615",0,"Thursday",0,"F","N","NYA","WS2","WAS10","stotm101","bertf101","ashfe901","flahr901","ricej901","dimul901","","",9416,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,131,9,2,0,5,5,0,1,4,7,"stotm101","bertf101","","mantm101","clarh101",4,"amarr101",6,"mantm101",3,"howae101",2,"pepij101",8,"trest101",7,"smitc105",5,"robib101",9,"stotm101",1,"saveb101",4,"valef101",8,"kingj101",9,"petec101",7,"epstm101",3,"casap101",2,"mcmuk101",5,"brine101",6,"bertf101",1,"","knowd101"
"WS2196706161","19670616",1,"Friday",0,"F","N","BOS","WS2","WAS10","bellg102","pridb101","flahr901","ricej901","dimul901","ashfe901","","",0,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,139,9,0,1,9,5,0,2,9,6,"pridb101","bellg102","baldd101","pridb101","smitr101",8,"andrm101",4,"yastc101",7,"scotg102",3,"foy-j101",5,"conit101",9,"petrr101",6,"gibsr102",2,"bellg102",1,"saveb101",4,"valef101",8,"epstm101",3,"howaf102",7,"petec101",9,"casap101",2,"mcmuk101",5,"brine101",6,"pridb101",1,"santj101","baldd101"
"WS2196706162","19670616",2,"Friday",0,"F","N","BOS","WS2","WAS10","branb102","colej102","ricej901","dimul901","ashfe901","flahr901","","",8820,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,170,9,3,4,7,6,2,1,7,7,"cox-c101","wyatj102","","casap101","tartj101",8,"adaij101",4,"yastc101",7,"conit101",9,"foy-j101",5,"scotg102",3,"petrr101",6,"ryanm101",2,"branb102",1,"saveb101",4,"stroe101",8,"valef101",9,"howaf102",7,"epstm101",3,"mcmuk101",5,"camid101",2,"brine101",6,"colej102",1,"santj101","cox-c101"
"WS2196706170","19670617",0,"Saturday",0,"F","D","BOS","WS2","WAS10","lonbj101","moorb105","dimul901","ashfe901","flahr901","ricej901","","",3944,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,150,9,5,1,9,5,0,0,7,6,"lonbj101","moorb105","","conit101","smitr101",8,"andrm101",4,"yastc101",7,"conit101",9,"foy-j101",5,"petrr101",6,"scotg102",3,"gibsr102",2,"lonbj101",1,"saveb101",4,"stroe101",8,"valef101",7,"petec101",9,"epstm101",3,"mcmuk101",5,"casap101",2,"brine101",6,"moorb105",1,"","cox-c101"
"WS2196706180","19670618",0,"Sunday",0,"F","D","BOS","WS2","WAS10","stanl101","ortep101","ashfe901","flahr901","ricej901","dimul901","","",28776,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,160,10,2,3,5,10,0,0,4,9,"knowd101","santj101","","alleh104","smitr101",8,"andrm101",4,"yastc101",7,"conit101",9,"foy-j101",5,"petrr101",6,"scotg102",3,"gibsr102",2,"stanl101",1,"saveb101",4,"stroe101",8,"howaf102",7,"petec101",9,"epstm101",3,"mcmuk101",5,"casap101",2,"brine101",6,"ortep101",1,"bennd101","knowd101"
"WS2196706230","19670623",0,"Friday",0,"F","N","BAL","WS2","WAS10","barbs102","ortep101","umonf901","kinnb901","neudj901","nappl901","","",17693,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,127,9,2,3,8,5,0,0,5,2,"ortep101","barbs102","knowd101","casap101","aparl101",6,"blaip101",8,"blefc101",7,"robif103",9,"poweb101",3,"robib104",5,"johnd105",4,"etcha101",2,"barbs102",1,"brine101",6,"alleh104",8,"howaf102",7,"petec101",9,"casap101",2,"epstm101",3,"mcmuk101",5,"cullt101",4,"ortep101",1,"mills101","knowd101"
"WS2196706250","19670625",0,"Sunday",0,"F","D","BAL","WS2","WAS10","phoet101","pridb101","neudj901","nappl901","umonf901","kinnb901","","",19132,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,162,9,8,3,15,10,0,2,6,7,"phoet101","pridb101","drabm101","robif103","blaip101",8,"belam101",6,"robif103",9,"robib104",5,"poweb101",3,"blefc101",7,"johnd105",4,"roznv101",2,"phoet101",1,"brine101",6,"stroe101",8,"howaf102",7,"petec101",9,"epstm101",3,"casap101",2,"mcmuk101",5,"cullt101",4,"pridb101",1,"drabm101","knowd101"
"WS2196707131","19670713",1,"Thursday",0,"F","N","DET","WS2","WAS10","sparj101","pascc102","flahr901","ashfe901","ricej901","dimul901","","",0,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,144,9,3,8,4,13,0,3,2,6,"pascc102","sparj101","","epstm101","greel101",7,"lumpj101",4,"mcaud101",6,"cashn101",3,"nortj101",9,"freeb103",2,"wertd103",5,"stanm101",8,"sparj101",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"epstm101",3,"casap101",2,"alleb105",4,"cullt101",6,"pascc102",1,"hillj101",""
"WS2196707132","19670713",2,"Thursday",0,"F","N","DET","WS2","WAS10","mclad101","colej102","ashfe901","ricej901","dimul901","flahr901","","",11318,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,134,9,1,6,4,7,2,0,6,4,"colej102","mclad101","","epstm101","greel101",7,"lumpj101",4,"mcaud101",6,"cashn101",3,"nortj101",9,"heatb101",2,"wertd103",5,"stanm101",8,"mclad101",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"epstm101",3,"casap101",2,"alleb105",4,"cullt101",6,"colej102",1,"hillj101",""
"WS2196707140","19670714",0,"Friday",0,"F","N","DET","WS2","WAS10","wilse102","ortep101","ricej901","dimul901","ashfe901","flahr901","","",4562,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,150,9,1,3,6,5,2,1,6,7,"ortep101","wilse102","baldd101","casap101","greel101",7,"lumpj101",4,"mcaud101",6,"cashn101",3,"nortj101",9,"freeb103",2,"wertd103",5,"stanm101",8,"wilse102",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"epstm101",3,"casap101",2,"alleb105",4,"cullt101",6,"ortep101",1,"marsm101","baldd101"
"WS2196707150","19670715",0,"Saturday",0,"F","D","DET","WS2","WAS10","lolim101","moorb105","dimul901","ashfe901","flahr901","ricej901","","",6169,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,143,9,2,3,8,8,0,0,7,7,"cox-c101","lolim101","lined101","howaf102","landj103",9,"cashn101",3,"wertd103",5,"freeb103",2,"hortw101",7,"stanm101",8,"tracd101",4,"oyler101",6,"lolim101",1,"cullt101",6,"mcmuk101",5,"howaf102",7,"valef101",9,"casap101",2,"alleh104",8,"epstm101",3,"alleb105",4,"moorb105",1,"marsm101","lined101"
"WS2196707160","19670716",0,"Sunday",0,"F","D","CLE","WS2","WAS10","mcdos101","humpb102","ashfe901","flahr901","ricej901","dimul901","","",12096,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,147,9,1,4,4,8,0,1,5,5,"humpb102","mcdos101","pridb101","mcmuk101","mayel101",9,"davav101",8,"alvim101",5,"wagnl101",7,"hortt101",3,"simsd101",2,"gonzp101",4,"browl104",6,"mcdos101",1,"cullt101",6,"mcmuk101",5,"howaf102",7,"valef101",9,"casap101",2,"alleh104",8,"epstm101",3,"alleb105",4,"humpb102",1,"penao101","pridb101"
"WS2196707170","19670717",0,"Monday",0,"F","N","CLE","WS2","WAS10","tianl101","colej102","flahr901","ricej901","dimul901","ashfe901","","",23728,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,183,9,2,4,13,10,1,1,10,10,"colej102","tianl101","knowd101","epstm101","mayel101",7,"davav101",8,"hintc101",9,"whitf103",3,"alvim101",5,"azcuj101",2,"gonzp101",4,"browl104",6,"tianl101",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"epstm101",3,"casap101",2,"alleb105",4,"cullt101",6,"colej102",1,"culvg101","knowd101"
"WS2196707230","19670723",0,"Sunday",0,"F","D","BAL","WS2","WAS10","hardj101","ortep101","dimul901","ashfe901","flahr901","ricej901","","",26012,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,160,11,7,3,13,4,2,1,10,4,"fishe102","baldd101","","snydr102","aparl101",6,"snydr102",7,"blaip101",8,"robib104",5,"poweb101",3,"blefc101",9,"belam101",4,"roznv101",2,"hardj101",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"nen-d101",3,"casap101",2,"alleb105",4,"cullt101",6,"ortep101",1,"fishe102","lined101"
"WS2196707251","19670725",1,"Tuesday",0,"F","N","KC1","WS2","WAS10","huntj101","bertf101","odomj901","soarh901","(none)","runge901","","",0,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,129,9,5,1,7,8,2,1,1,6,"huntj101","bertf101","","hersm101","campb101",6,"chavo101",4,"cated101",7,"harrk101",3,"hersm101",9,"greed102",5,"nossj101",8,"roofp101",2,"huntj101",1,"valef101",8,"mcmuk101",5,"howaf102",7,"petec101",9,"nen-d101",3,"casap101",2,"alleb105",4,"cullt101",6,"bertf101",1,"","cox-c101"
"WS2196707252","19670725",2,"Tuesday",0,"F","N","KC1","WS2","WAS10","dobsc101","moorb105","soarh901","runge901","(none)","odomj901","","",15649,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,179,9,6,5,12,9,1,0,5,7,"dobsc101","moorb105","segud101","chavo101","campb101",6,"nossj101",8,"cated101",7,"harrk101",3,"hersm101",9,"greed102",5,"chavo101",4,"roofp101",2,"dobsc101",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"nen-d101",3,"cullt101",6,"alleb105",4,"camid101",2,"moorb105",1,"segud101","lined101"
"WS2196707260","19670726",0,"Wednesday",0,"F","N","KC1","WS2","WAS10","kraul102","colej102","salea901","runge901","odomj901","soarh901","","",8410,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,143,9,3,6,8,7,2,0,6,6,"colej102","kraul102","baldd101","","campb101",6,"donaj101",4,"websr102",7,"harrk101",3,"mondr001",8,"cated101",5,"gosgj101",9,"roofp101",2,"kraul102",1,"stroe101",8,"mcmuk101",5,"howaf102",7,"valef101",9,"epstm101",3,"casap101",2,"saveb101",4,"cullt101",6,"colej102",1,"sanfj101","baldd101"
"WS2196707270","19670727",0,"Thursday",0,"F","N","KC1","WS2","WAS10","lindp101","pascc102","runge901","odomj901","soarh901","salea901","","",7357,"","","Luke Kraemer","","",1,0,0,0,-1,0,0,0,155,9,4,6,11,7,1,0,7,5,"pascc102","lindp101","baldd101","howaf102","campb101",6,"donaj101",4,"websr102",7,"harrk101",3,"mondr001",8,"hersm101",9,"cated101",5,"roofp101",2,"lindp101",1,"cullt101",6,"mcmuk101",5,"howaf102",7,"valef101",8,"petec101",9,"casap101",2,"epstm101",3,"saveb101",4,"pascc102",1,"piert101","baldd101"
